"","Year","Month","Day","wday","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","D_02","I_03","I_04","I_05","I_06","D_01","ER_01","ER_02","P_01","S_01","S_02","CA_01","CA_02","CA_03","id","app_id"
"1429","2005","08","23","Tuesday",0,"SB",18,0,"P",1.11,694,129.02,13.755,1.38,5,0.629030082,9.99,23,0,62.3203125,1,0,"5",0.0199999999997445,0,"dm",1481
"1431","2005","08","23","Tuesday",0,"SA",18,0,"P",1.04,295,129.68,16,1.05,4,0,45,19,0,63.65625,1.11,1.56,"5",3.49999999999923,0,"dm",1404
"1432","2005","08","23","Tuesday",1,"SB",19,0,"P",1.09,700,31,13,2,5,0.190987366,6.87,1,1,39.984375,1,0.79,"3",0,1,"dm",1545
"1433","2005","08","23","Tuesday",0,"SO",18,0,"P",1.1225,622.5,72.16,13.37,1.07,4,0.063201533,9.23,27,0.42,82.140625,1.01,1.28,"5",0.909999999999424,0,"dm",1454
"1434","2005","08","23","Tuesday",1,"SL",19,0,"P",1.09,812.75,175.33,17,1,15,0,0,3,3,79.78125,1.02,1.41,"3",0,1,"dm",1463
"1435","2005","08","23","Tuesday",0,"SB",18,0,"P",1.06,255.5,63.69,19,1,10,0.057375632,25.4333333333333,12,0,70.90625,1.05,1.26,"3",0,1,"dm",1540
"1436","2005","08","23","Tuesday",1,"SA",18,0,"P",1.04,313,73,18.6,1.05,10,0,28.36,14,0,54.2421875,1.06,1.39,"5",3.49999999999923,0,"dm",1460
"1439","2005","08","23","Tuesday",0,"SD",18,0,"P",3,500,496,4,1,4,0.030437012,0,1,0.46,66.875,1,2,"3",0,1,"dm",1432
"1440","2005","08","23","Tuesday",1,"SC",18,0,"P",1,630.75,84.48,2,1,4,0,1,11,0.429999999999999,82.671875,1,1,"3",0,1,"dm",1324
"1441","2005","08","23","Tuesday",1,"SC",18,0,"P",1.58,1099.5,525.95,50,1,3,0,382.92,7,0,99,1.25,1,"3",0,1,"dm",1412
"1442","2005","08","23","Tuesday",0,"SC",17,0,"P",1.05,294.5,55.74,17.0875,1.0825,5,0,30.16,12.41,0.209999999999999,72.625,1,0,"5",10.6399999999996,0,"dm",1351
"1443","2005","08","23","Tuesday",200,"SO",19,0,"P",2,650,464,4,3,25.62,0.188658658,11.84,10.175,0,68.71875,2,0,"3",0,2,"dm",1375
"1444","2005","08","23","Tuesday",0,"SO",18,0,"P",1.12,313.5,83.945,15,2,2,0,21.77,7,1,69.703125,1,0,"3",0,1,"dm",1511
"1446","2005","08","23","Tuesday",0,"SO",20,0,"P",1.08,670.25,106.655,20,2,2,0,0,10.5,1.88,70.28125,1,0,"3",0,1,"dm",1448
"1447","2005","08","23","Tuesday",0,"SH",19,0,"P",1.13,250,131.19,13,1,2,0.12123423,26.64,8,0,46.9453125,1.09,1.29,"3",0,1,"dm",1421
"1449","2005","08","23","Tuesday",0,"SK",18,0,"P",1.45,614.5,349.21,22.52,1.02,2,0.083804953,28.4875,0,0,48.84375,1.07,1.42,"5",11.0699999999995,0,"dm",1349
"1451","2005","08","23","Tuesday",0,"SM",19,0,"P",1.39,500,464,8,1,1,0.165478158,44,2,1,89.03125,1.17,1.62,"3",0,1,"dm",1517
"1454","2005","08","23","Tuesday",0,"SA",20,0,"P",1.05,785,82.05,17,2,18.47,0,5.59,11.53,3,54.296875,1,0.2,"3",0,1,"dm",1380
"1465","2005","08","23","Tuesday",200,"SA",19,0,"P",1.11,648,87.465,16,2,21.1,0.051938349,0,12.98,1,90.359375,1,0.33,"3",0,1,"dm",1513
"1466","2005","08","23","Tuesday",0,"SH",18,0,"P",1.61,1921,1862.72,23,1,1,0.538907528,107.13,9.09,14,67.90625,1.31,1.4,"3",0,1,"dm",1431
"1467","2005","08","23","Tuesday",0,"SM",18,0,"P",1.06,485.5,123.93,25.08,1.02,6,0.107968579,20.68,12.71,0,53.5234375,1.08,1.42,"5",-7.85149723014911e-13,0,"dm",1577
"1470","2005","08","23","Tuesday",0,"SC",18,0,"P",1.11,257,67.13,14,1,4,0,21.17,6,0,59.0078125,1,0,"3",0,1,"dm",1436
"1475","2005","08","23","Tuesday",0,"SO",19,0,"P",3,650,496,1,2,26.9080952380952,0.071773666,0,9.09,2,80.40625,3,0,"3",0,1,"dm",1505
"1476","2005","08","23","Tuesday",0,"SC",18,0,"P",1.04,403.5,108.7,26,1,12.68,0.510143777,24.76,9.85,0,54.421875,1,0,"3",0,1,"dm",1319
"1477","2005","08","23","Tuesday",1,"SA",18,0,"P",1.08,543,61.52,53,1,21.16,0.004168164,35.4775,13.12,2,68.890625,1.1,1.33,"3",0,1,"dm",1543
"1482","2005","08","23","Tuesday",0,"SO",18,0,"P",2,500,0,5,1,30.88,0,24.97,15.295,0,84.859375,1.23666666666667,1.82,"3",0,1,"dm",1328
"1484","2005","08","23","Tuesday",0,"SO",18,0,"P",1,615.5,33.88,5,1,7,0.018432682,10.25,19,0,75.734375,1.07,1.865,"3",0,1,"dm",1363
"1485","2005","08","23","Tuesday",0,"SJ",17,0,"P",1.16,818,293.28,14.22,1.43,17.52,0.091732917,11.18,10.3,0.93,74.859375,1,0,"5",0.519999999999757,0,"dm",1514
"1487","2005","08","23","Tuesday",1,"SB",18,0,"P",1.56,1143,671.06,36,1,1,0.028824528,138.66,0,0,56.984375,1.14,1.1,"3",0,1,"dm",1544
"1493","2005","08","23","Tuesday",0,"SM",18,0,"P",1.06,318.5,55.63,14,1,4,0,21.95,15,0,72.5625,1.05,1.33,"3",0,1,"dm",1343
"1495","2005","08","23","Tuesday",0,"SH",18,0,"P",1.13,630.75,107.17,12.5,1.33,6,0,5.72,9,0.75,61.4983593752,1,0,"5",3.87999999999962,0,"dm",1417
"1498","2005","08","23","Tuesday",1,"SE",18,0,"P",1.16,495.5,227.96,20.555,1.02,36,0,25.6068333333333,12,0,72.71875,1.05,1.75,"5",3.49999999999929,0,"dm",1496
"1501","2005","08","23","Tuesday",0,"SN",20,1,"P",1.07,800,31,18,2,5,0.548560722,0,12.235,2,93.578125,1.07,1.57,"3",0,1,"dm",1310
"1502","2005","08","23","Tuesday",1,"SO",18,0,"P",1.64,1092,665.44,35,2,4,0.089142647,441.91,2,0,95.5625,1,0.485,"3",0,1,"dm",1556
"1503","2005","08","23","Tuesday",2,"SL",18,0,"P",1.01,572,86.07,11,1,6,0,5.69,16,0,41.3125,1.06,2.165,"3",0,1,"dm",1515
"1505","2005","08","23","Tuesday",1,"SO",19,0,"P",1.1,950,0,15,1,18,0.045087348,4.94,7,2,69.40625,1,0,"3",0,1,"dm",1311
"1508","2005","08","23","Tuesday",0,"SF",19,0,"P",1,550,0,4,3,16,0.033441645,0,4,2,78.46875,1,0.97,"3",279,2,"dm",1451
"1509","2005","08","23","Tuesday",0,"SF",18,0,"P",1.18,744,92.585,16,2,59,0,9.92,12,0,87.4375,1,0.27,"3",0,1,"dm",1717
"1512","2005","08","23","Tuesday",0,"SO",25,0,"P",1.67,7500,403,23,1,54,0,0,18,7,58.4921875,1.37666666666667,1.41,"3",0,1,"dm",1684
"1513","2005","08","23","Tuesday",0,"SO",18,0,"P",1.09,340.5,137.11,23.19,1.01,27,0,29.376,1,0.119999999999999,63.65625,1.04,1.33666666666667,"5",3.49999999999941,0,"dm",1782
"1514","2005","08","23","Tuesday",0,"SO",18,0,"P",1.1,247,64.57,19.2,1.02,23,0.093091836,29.43,6,0,61.3671875,1.02,1.51,"5",-6.99742486176547e-13,0,"dm",1803
"1517","2005","08","23","Tuesday",0,"SA",19,0,"P",1.04,312,46.93,17.74,1.03,19.48,0,29.7,12.93,0,87.59375,1.05,1.46,"5",3.49999999999927,0,"dm",1734
"1523","2005","08","23","Tuesday",0,"SH",19,0,"P",1.17,717,239.67,16.77,1.14,14.87,0.21644251,8.8,8.95,1.29,8.2578125,1.04,1.43,"5",3.67999999999936,0,"dm",1807
"1524","2005","08","23","Tuesday",0,"SM",18,0,"P",1.06,808,94.14,22,1,17.55,0.159441439,9.02,13.6,0,81.390625,1.06,1.33,"3",0,1,"dm",1612
"1525","2005","08","23","Tuesday",0,"SB",19,0,"P",2,150,0,4,1,42,0,85,13,1,78.46875,1,0,"3",0,1,"dm",1768
"1526","2005","08","23","Tuesday",0,"SA",18,0,"P",1.04,339,64.03,21.605,1.05,38,0.075543382,31.95,18,0,59.71875,1.08,1.45,"5",-7.78612729845918e-13,0,"dm",1819
"1527","2005","08","23","Tuesday",0,"SA",20,0,"P",1.03,1050,125,16,1,25,0.148192756,6.45,20,2,63.0859375,1,0,"3",0,1,"dm",1682
"1549","2005","08","23","Tuesday",1,"SK",18,0,"P",1.16,794.5,113.75,14.63,1.56,52,0,11.54,17,0,85,1,0,"5",3.74999999999973,0,"dm",1669
"1561","2005","08","23","Tuesday",1,"SM",18,0,"P",1.14,610.5,139.04,15.34,1.1925,58,0,22.666,7,0,58.328125,1,1,"5",3.49999999999959,0,"dm",1762
"1570","2005","08","24","Wednesday",2,"SO",19,0,"P",1.06,449,198.41,40,1,33,0.014139679,41.48,6,0,72.546875,1.15,1.8,"3",0,1,"dm",1752
"1573","2005","08","24","Wednesday",0,"SL",18,0,"P",1,666.5,101.79,1,1,40,0,1,17,0,77.453125,1.09,2.17,"3",0,1,"dm",1649
"1574","2005","08","24","Wednesday",1,"SB",18,0,"P",1.09,559,239.41,18.54,1.03,64,0,18.4,18,1,82.65625,1.06,1.92,"5",6.2399999999994,0,"dm",1769
"1576","2005","08","24","Wednesday",0,"SD",21,0,"P",1.13,950,325.36,10,2,52,0,15.165,11,3,67.765625,1,1.35,"3",937,2,"dm",1620
"1579","2005","08","24","Wednesday",0,"SH",18,0,"P",1.07,493,230.49,17.67,1.05,65,0,21.7383333333333,12,0,86.296875,1.1,1.86,"5",6.21999999999938,0,"dm",1826
"1580","2005","08","24","Wednesday",0,"SO",16,0.0899999999999991,"P",1.38,1686,763.7,38.17,1.08,56,0,243.175,14,2.29,95.40625,1.08,2.32,"5",16.8399999999998,0,"dm",1694
"1583","2005","08","24","Wednesday",0,"SC",19,0,"P",1.03,841.5,165.01,23,1,41,0.056321286,9.19,18,0,69.5625,1.08,1.72,"3",0,1,"dm",1641
"1584","2005","08","24","Wednesday",0,"SC",18,0,"P",1.1,832.75,273.85,14.24,1.49,46,0,8.26,2,0,67.83514648438,1,1,"5",10.9199999999997,0,"dm",1809
"1585","2005","08","24","Wednesday",0,"SF",18,0,"P",1.06,557.5,195.92,17.14,1.03,40,0.056169488,15.18,10,0.169999999999999,54.2421875,1.13,1.79,"5",-6.49151843390428e-13,0,"dm",1710
"1589","2005","08","24","Wednesday",1,"SO",18,0,"P",1.48,1195.66666666667,717.91,37,1,37,0,218.76,11,0,96.25,1.22,1.98,"3",0,1,"dm",1671
"1590","2005","08","24","Wednesday",0,"SD",18,0,"P",1.02,346.5,181.67,17.59,1.06,33,0,24.1,15,0,58.28125,1.06,1.72,"5",3.49999999999932,0,"dm",1772
"1591","2005","08","24","Wednesday",0,"SO",18,0,"P",1.03,718,173.02,10.1066666666667,1.07,35,0.108435639,9.62,15,0,71.71875,1.06,2.73,"5",0.329999999999391,0,"dm",1688
"1593","2005","08","24","Wednesday",0,"SO",18,0,"P",1.25,699,580.31,42,1.06,36,0.319830463,60.835,6,0,69,1.1,2.21,"5",16.1899999999996,0,"dm",1849
"1594","2005","08","24","Wednesday",1,"SA",19,0,"P",1,636,457.99,15.155,1.66,34,0.074796185,8.96,9,0,46.2734375,1,0,"5",1.32999999999968,0,"dm",1696
"1596","2005","08","24","Wednesday",0,"SO",18,0,"P",1,900,62,2,1.23,38,0,0,8,0,58.234375,1.04,4,"5",4.48999999999961,0,"dm",1719
"1597","2005","08","24","Wednesday",800,"SL",30,0,"R",2,1946.5,1159.45,2,2,32,0.274265,51.78,5,3.79,39.0546875,2,1,"3",0,1,"dm",1739
"1598","2005","08","24","Wednesday",0,"SC",18,0,"P",1.03,834.5,237,14.24,1.06,28,0.109799028,11.445,7,0,78.609375,1.04,2.07,"5",3.49999999999934,0,"dm",1786
"1599","2005","08","24","Wednesday",0,"SF",18,0,"P",1.07,869,510.22,14.57,1.56785714285714,25,0,12.18,23,0,88.875,1,0,"5",6.78999999999976,0,"dm",1779
"1600","2005","08","24","Wednesday",0,"SF",19,1,"H",1,350,428.15,4,1,27,0.073214225,36,12,1.34,60.140625,2,0,"3",248,1,"dm",1660
"1601","2005","08","24","Wednesday",0,"SM",18,0,"P",1,870,284.36,10.5366666666667,1.05,25,0,11.005,20,1,77.546875,1.07,2.73,"5",3.82999999999941,0,"dm",1738
"1603","2005","08","24","Wednesday",480,"SO",18,0,"P",1.39,614.5,326.12,19,1,24,0.028279574,19.2,13,0,55.5078125,2,1,"3",0,1,"dm",1741
"1604","2005","08","24","Wednesday",0,"SA",19,0,"P",1,650,143.13,2,2,24,0.366970108,21,5,0,44.953125,2,1,"3",0,1,"dm",1764
"1606","2005","08","24","Wednesday",1,"SM",19,0,"P",1.04,856,305.15,31,1,22,0,13.105,20,1,56.6015625,1.08,2.25,"3",0,1,"dm",1727
"1607","2005","08","24","Wednesday",0,"SO",18,0,"P",1.01,740.5,190.66,10.3366666666667,1.04,22,0.042434469,9.43,11,0,78.671875,1.03,2.75,"5",0.329999999999414,0,"dm",1666
"1608","2005","08","24","Wednesday",0,"SO",18,0,"P",1.09,445.5,205.02,16.45,1.1,20,0.100135068,18.675,6,0,84.546875,1.01,1.78,"5",0.529999999999412,0,"dm",1638
"1609","2005","08","24","Wednesday",0,"SC",17,0,"P",1.36,7116,2872.59,25.02,1.83,21,0.102788056,54.58,18,18,42.3046875,1,1,"5",198.63,0,"dm",1608
"1610","2005","08","24","Wednesday",0,"SB",18,0,"P",1,623.25,447.29,1,2,18,0.162788764,40.09,0,0.284999999999999,63.3125,1,1.13,"3",0,1,"dm",1630
"1611","2005","08","24","Wednesday",24,"SO",20,0,"P",2,1200,422.71,3,1,18,0,0,16,4,58.0859375,2,0,"3",0,1,"dm",1650
"1613","2005","08","24","Wednesday",0,"SA",18,0,"P",1.31,1044,872.63,31.86,1.06,19,0.112408698,184.29,15,0,91.140625,1.09,1.99,"5",12.0999999999996,0,"dm",1788
"1614","2005","08","24","Wednesday",0,"SM",22,1,"P",1.14,1900,736.55,14,2,17,0.263348954,0,1,1,60.171875,1,1.46,"3",1803,2,"dm",1661
"1616","2005","08","24","Wednesday",620,"SA",19,0,"P",1,300,31,4,2,16,0.097298391,16.69,17,0,76.140625,1,3,"3",0,1,"dm",1827
"1617","2005","08","24","Wednesday",0,"SO",18,0,"P",1.06,509.5,198.12,55,1,14,0.04600082,30.19,3,0,77.6875,1.09,1.77,"3",0,1,"dm",1794
"1619","2005","08","24","Wednesday",80,"SB",19,0,"P",2,1138.5,888.76,2,3,13,0.001282782,280,1,2,81.4375,1,1,"3",0,1,"dm",1640
"1620","2005","08","24","Wednesday",0,"SO",18,0,"P",1.06,458,212.02,6,1,15,0,42,18,0.475,77.75,1.12,3,"3",0,1,"dm",1673
"1625","2005","08","24","Wednesday",1,"SG",19,0,"P",1.19,3150,603.36,7,1,13,0,14,4,2,78.75,1.07,2.41,"3",0,1,"dm",1651
"1626","2005","08","24","Wednesday",0,"SB",18,0,"P",1.04,578.25,438.49,15.72,1.53,13,0.030155727,15.6933333333333,16,0,82.765625,1,0,"5",0.549999999999686,0,"dm",1811
"1627","2005","08","24","Wednesday",1,"SM",18,0,"P",1,828.5,257.06,9.45,1,12,0.003383563,13.4783333333333,16,0.56,77.953125,1.11,2.79,"5",3.82999999999936,0,"dm",1755
"1628","2005","08","24","Wednesday",0,"SO",18,0,"P",1.26,533.5,410.17,21,1,9,0.087704842,28.06,0,0,18.92578125,1.13,1.95,"3",0,1,"dm",1770
"1630","2005","08","24","Wednesday",0,"SG",18,0,"P",1.07,914.5,218.38,17,1,10,0.200350408,11.45,22,0,62.8125,1.05,1.98,"3",0,1,"dm",1787
"1631","2005","08","24","Wednesday",1,"SD",18,0,"P",1,663,78.16,2,1,10,0.037195498,9.50333333333333,8,0,65.484375,1.07,1.96,"3",0,1,"dm",1793
"1633","2005","08","24","Wednesday",0,"SD",20,0,"P",1,150,0,6,1,1,0.020105701,0,2,3,54.8828125,2,1,"3",0,1,"dm",1820
"1634","2005","08","24","Wednesday",0,"SL",19,0,"P",1.04,655,366.89,12.07,1.56785714285714,2,0.05260356,9.05333333333333,11.55,1.14,59.3828125,1,1.36,"5",6.99999999999976,0,"dm",1665
"1635","2005","08","24","Wednesday",0,"SD",18,0,"P",1.05,683,138.02,26,1,13,0,14.105,24,0,60.359375,1.08,1.82,"3",0,1,"dm",1703
"1636","2005","08","24","Wednesday",0,"SF",18,0,"P",1.2,1111.5,330.8,10,1,10,0.223209509,16,27,0,64.171875,1.16,4,"3",0,1,"dm",1791
"1640","2005","08","24","Wednesday",0,"SC",19,0,"P",1.03,717.25,261.81,21,2,8,0,8.275,4,0,67.109375,1,0.65,"3",0,1,"dm",1619
"1641","2005","08","24","Wednesday",0,"SA",18,0,"P",1.41,1522,792.02,66,1,8,0,252.71,7,1,99,1.17,2.06,"3",0,1,"dm",1850
"1642","2005","08","24","Wednesday",1,"SN",18,0,"P",1.02,892.5,185.43,16,1,8,0.013280949,8.19,19,0,60.1796875,1.07,1.76,"3",0,1,"dm",1693
"1643","2005","08","24","Wednesday",0,"SA",18,0,"P",1,404.5,386.95,16,2,8,0.05894083,18.57,17,0,76.0625,1,0.41,"3",0,1,"dm",1636
"1645","2005","08","24","Wednesday",0,"SN",18,0,"P",1,838.5,219.53,2,2,5,0,8.98,16,0,82.828125,1,1.17,"3",0,1,"dm",1604
"1646","2005","08","24","Wednesday",0,"SF",18,0,"P",1.22,676.5,344.5,26.22,1.33,6,0,28.76,15,0.433333333333333,43.484375,1.05,1.97,"5",57.7099999999999,0,"dm",1748
"1647","2005","08","24","Wednesday",0,"SC",18,0,"P",1,671.5,147.25,4.42,1.11,8,0,11.325,19,0,76.671875,1.07,2.165,"5",7.70999999999943,0,"dm",1817
"1653","2005","08","24","Wednesday",0,"SC",18,0,"P",1.03,665,211,11.44,1.33,5,0.030835329,8.28,12,0,84.03125,1,2,"5",7.6099999999996,0,"dm",1839
"1655","2005","08","24","Wednesday",0,"SO",19,0,"P",1.17,576.5,221.68,32,1,5,0,23.05,2,1,36.90625,1.08,2.06,"3",0,1,"dm",1695
"1657","2005","08","24","Wednesday",0,"SK",18,0,"P",1.06,493.5,187.36,21.07,1.01,4,0,23.565,14,0,65.03125,1.1,1.86,"5",3.79999999999931,0,"dm",1658
"1658","2005","08","24","Wednesday",0,"SO",19,0,"P",1.18,629.5,307.9,13,1,5,0.27029468,20.08,0,0,27.7421875,1.12,2.35,"3",0,1,"dm",1760
"1659","2005","08","24","Wednesday",1,"SF",18,0,"P",1.07,604.5,138.9,22,1,7,0.027981995,13.02,12,0,62.53125,1.17,1.67,"3",0,1,"dm",1668
"1660","2005","08","24","Wednesday",0,"SB",18,0,"P",1,250,90.88,3,1,5,0,20.86,9,0,60.359375,1.15,1.84,"3",0,1,"dm",1776
"1661","2005","08","24","Wednesday",0,"SA",18,0,"P",1.04,321,157.58,6.61,1.07,8,0,25.645,18,0,81.3125,1.11,2.12,"5",3.82999999999939,0,"dm",1796
"1663","2005","08","24","Wednesday",0,"SF",21,0,"P",1,960,264.22,5,2,4,0.391504268,0,2,2,51.9453125,2,2,"3",0,1,"dm",1607
"1667","2005","08","24","Wednesday",0,"SC",18,0,"P",1.17,753,432.78,28.95,1.03,4,0,48.62,1,0.154999999999999,66.152828125,1.08,1.92,"5",5.71999999999954,0,"dm",1613
"1668","2005","08","24","Wednesday",0,"SM",21,3,"P",1.23,1650,1056.99,49,1,3,0.020215525,94.24,1,2,73.015625,1,1.215,"3",1040,1,"dm",1622
"1669","2005","08","24","Wednesday",0,"SC",18,0,"P",1.07,691,229.2,15.92,1.07,2,0.160130834,13.14,3,0,39.390625,1.04,2,"5",3.79999999999935,0,"dm",1697
"1670","2005","08","24","Wednesday",0,"SB",19,0,"P",1,720.5,115.85,2,1,11,0.106552286,0,22,1,52.875,1,1,"3",0,1,"dm",1816
"1671","2005","08","24","Wednesday",200,"SO",18,0,"P",2,50,288.26,3,2,3,0.202265133,34.7,9.66,0,48.0390625,2,1,"3",0,1,"dm",1829
"1673","2005","08","24","Wednesday",0,"SO",18,0,"P",1.07,467,186.74,18.29,1.06,4,0.065752314,20.51,2,1,56.0234375,1.05,1.75,"5",0.309999999999401,0,"dm",1686
"1677","2005","08","24","Wednesday",0,"SL",17,0,"P",1.06,631.5,296.79,16.4,1.05,11,0.27110331,12.66,9,0.55,20.39453125,1.04,1.82,"5",2.29999999999939,0,"dm",1736
"1678","2005","08","24","Wednesday",0,"SO",23,0,"P",1,2350,0,5,3,2,0.242798737,15,12.5,6,80.78125,1,1.41,"3",0,2,"dm",1730
"1682","2005","08","24","Wednesday",1,"SC",20,0,"P",1,902.5,219.62,2,1,12,0.603544943,0,11.136,1.55,52.8671875,1,1,"3",0,1,"dm",1802
"1683","2005","08","24","Wednesday",600,"SL",22,5,"P",1.21,500,496,22,1,1,0,45,2,5,67.609375,1.09,2.01,"5",334.32,0,"dm",1758
"1685","2005","08","24","Wednesday",0,"SO",18,0,"P",1.03,662,173.64,10.21,1.06,15,0.159651564,8.77333333333333,20,0,43.1484375,1.04,2.61,"5",0.589999999999425,0,"dm",1777
"1686","2005","08","24","Wednesday",1,"SA",18,0,"P",1,339,176.5,7.54,1.07,16,0,20.045,12.98,0.199999999999999,56.7109375,1.07,2.11,"5",3.82999999999937,0,"dm",1676
"1687","2005","08","24","Wednesday",0,"SO",18,0,"P",1,425,202.49,3,2,1,0,25,11.95,0,93.609375,1,1.01666666666667,"3",0,1,"dm",1698
"1689","2005","08","24","Wednesday",0,"SM",18,0,"P",1.01,877.5,197.86,8.62,1.01,15,0.043524478,8.60333333333333,13,0,69.75,1.07,2.55,"5",0.329999999999356,0,"dm",1701
"1691","2005","08","24","Wednesday",0,"SH",20,0,"P",1.04,754.5,98.51,16,1,10,0,7.325,10,1,68.109375,1.09,2.22,"3",0,1,"dm",1745
"1692","2005","08","24","Wednesday",0,"SO",19,0,"P",1.08,927.5,225.22,15.49,1.12,7,0.061758733,11.2633333333333,26,1,68.796875,1.01,1.89,"5",0.919999999999464,0,"dm",1831
"1695","2005","08","24","Wednesday",0,"SD",18,0,"P",1.03,363.5,199.09,18.73,1.08,2,0.01147143,23.73,14,0,63.0703125,1.05,1.72,"5",3.79999999999933,0,"dm",1646
"1697","2005","08","24","Wednesday",260,"SD",18,0,"P",1.07,629.75,113.23,6,2,21.0533333333333,0,7.235,12.4585714285714,0.204999999999999,55.8828125,1,1.15666666666667,"3",0,1,"dm",1792
"1701","2005","08","24","Wednesday",0,"SO",18,0,"P",1,642.5,226.09,2,1.3,19.73,0.137530864,0,13.22,0,66.046875,1,1,"5",2.31999999999978,0,"dm",1812
"1706","2005","08","24","Wednesday",320,"SO",27,1,"P",1,8909,3371.2,2,1,18,0.243801601,0,27,11,40.609375,1,3,"3",554,1,"dm",1821
"1708","2005","08","24","Wednesday",0,"SG",21,0,"R",1.14,250,354.2,9,2,18.5,0.105102609,1,11.55,1.53,57.859375,1,1.19,"3",0,1,"dm",1853
"1710","2005","08","24","Wednesday",0,"SL",18,0,"P",1.13,839.5,455.16,14.74,1.47785714285714,19,0.172722364,14.66,7,2,68.328125,1,0.67,"5",10.0499999999998,0,"dm",1708
"1712","2005","08","24","Wednesday",1000,"SO",27,0,"R",1.18,1614.5,854.36,20.12,1.26,16.55,0.174291767,18.12,8.05,3.13,33.609375,1.04,2.11,"5",78.4999999999999,0,"dm",1705
"1713","2005","08","24","Wednesday",500,"SJ",23,0.7,"R",1.14,1304.5,487.02,17.44,1.23,13.91,0.084996762,17.6,11.71,1.33,54.0703125,1.06,2.02,"5",26.0999999999998,0,"dm",1687
"1714","2005","08","24","Wednesday",0,"SA",34,0,"P",1.33,20900,9795,12,1,19,0,0,27,16,72.125,1,1.2,"3",74,1,"dm",1799
"1724","2005","08","24","Wednesday",0,"SC",18,0,"P",1.38,980,784.29,36.91,1.1,23,0,223.765,24,0,94.953125,1.07,1.97,"5",31.6099999999997,0,"dm",1766
"1725","2005","08","24","Wednesday",0,"SA",20,0,"P",1.05,555,202.56,37,1,21,0.100525728,35.57,13,1,81.734375,1.14,1.79,"3",0,1,"dm",1659
"1734","2005","08","24","Wednesday",0,"SM",18,0,"P",1.03,858.5,266.41,10.6966666666667,1.03,25,0.05394457,11.76,14,0.54,81.15625,1.08,2.67,"5",0.329999999999374,0,"dm",1767
"1736","2005","08","24","Wednesday",0,"SO",18,0,"P",1,586.75,77.6,2,1,25,0,6.89,11,0.189999999999999,43.6328125,1,1,"3",0,1,"dm",1795
"1740","2005","08","24","Wednesday",0,"SL",18,0,"P",1,724,223.28,12.2466666666667,1.04,27,0.047602042,7.47,18,0,74.65625,1.05,2.42,"5",-6.41335873297066e-13,0,"dm",1797
"1743","2005","08","24","Wednesday",1,"SB",18,0,"P",1,660.25,112.22,2,2,30,0,10.76,4,0,39.6171875,1,1.00666666666667,"3",0,1,"dm",1832
"1744","2005","08","24","Wednesday",0,"SO",20,0,"P",1,1900,0,2,2,33,0,0,11,2,73.84375,1.11,2.63,"3",0,1,"dm",1626
"1762","2005","08","24","Wednesday",0,"SO",19,0,"P",1.07,719.5,149.52,20,1,26,0.273284181,11.44,14.2983333333333,0.63,51.53125,1.14,1.82,"3",0,1,"dm",1709
"1778","2005","08","25","Thursday",0,"SA",20,0,"P",1,750,382.37,1,3,98,0,50,26,3,72.40625,1,1,"3",1,1,"dm",1714
"1780","2005","08","25","Thursday",0,"SO",18,0,"P",1.1,557,57.52,21,1,51,0.132344902,10.26,12,0.219999999999999,78.328125,1.04,1.79,"3",0,1,"dm",1634
"1781","2005","08","25","Thursday",1,"SO",18,0,"P",1.1,366.5,53.14,13,1,47,0,21.64,21,0,94.65625,1.09,1.84,"3",0,1,"dm",1699
"1782","2005","08","25","Thursday",0,"SO",18,0,"P",1.2,442.75,230.95,30,1,44,0,25.29,10,0.0799999999999987,69.28125,1,1,"3",0,1,"dm",1611
"1783","2005","08","25","Thursday",0,"SB",19,0,"P",1.04,556.5,149.836666666667,14.2622222222222,1.08,41,0.03265549,13.53,19,1,59.203125,1.05,1.96,"5",0.759999999999351,0,"dm",1789
"1787","2005","08","25","Thursday",1,"SG",19,0,"P",1.03,693,120.01,24,1,35,0,12.63,17,1,67.015625,1.01,1.56,"3",0,1,"dm",1761
"1788","2005","08","25","Thursday",0,"SO",18,0,"P",1.07,303.5,125.46,19.0855555555556,1.04,32,0.04454246,23.86,15,0,79.71875,1.04,1.72,"5",-6.58104681861005e-13,0,"dm",1804
"1789","2005","08","25","Thursday",1,"SD",18,0,"P",1.07,420,149.62,17.8622222222222,1.03,31,0.028265495,23.81,6,0,64.03125,1.03,1.76,"5",-7.2674311013543e-13,0,"dm",1732
"1790","2005","08","25","Thursday",1,"SM",19,0,"P",1.02,640.5,224.97,30,1,29,0.046132557,7.58,11,1,61.7109375,1.08,2.08,"3",0,1,"dm",1726
"1791","2005","08","25","Thursday",0,"SC",20,2,"P",1.05,500,0,12,1,27,0,14.74,25,2,47.765625,1.1,2.34,"3",0,1,"dm",1657
"1792","2005","08","25","Thursday",0,"SB",19,0,"P",1.28,799,575.99,31,1,25,0,158.51,21,1,91.078125,1.09,1.5,"3",0,1,"dm",1629
"1795","2005","08","25","Thursday",0,"SB",18,0,"P",1,250,63,2,1.3,20,0.304199615,17.04,23,0,43.40625,1,2,"5",6.83999999999978,0,"dm",1814
"1796","2005","08","25","Thursday",0,"SM",21,0,"P",1.17,1450,0,10,1,19,0,15.78,28,2,67.515625,1,3,"3",9,1,"dm",1614
