"","Year","Month","Day","wday","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","D_02","I_03","I_04","I_05","I_06","D_01","ER_01","ER_02","P_01","S_01","S_02","CA_01","CA_02","CA_03","na_prop","app_id","id","GOOD"
"2305","2005","08","27","Saturday",440,"SA",48,3,"R",1,3950,0,1,1,23.6233333333333,0.303683892,25,13.78,7,35.9609375,2,0,"3",0,1,0.0666666666666667,3360,"dm.plus","0"
"2306","2005","08","27","Saturday",1,"SA",19,1,"P",1.05,315,230.52,46,1,8,0.1406536,42.0233333333333,10,1,43.140625,1.03,2.57,"3",0,1,0.2,3339,"dm.plus","0"
"2307","2005","08","27","Saturday",0,"SA",19,0,"P",1.21,400.75,468.5,30,1,8,0.270145536,38.73,0,0,57.15625,1,1,"3",0,1,0.133333333333333,3287,"dm.plus","0"
"2308","2005","08","27","Saturday",1,"SO",19,0,"P",1.07,350,157,7,1.18,25,0.01538683,25.46,19,3,85.609375,1.01,2.62,"5",19.2499999999995,0,0.2,3324,"dm.plus","0"
"2309","2005","08","27","Saturday",0,"SG",19,0,"P",1.08,602.5,356.19,6,2,13,0.188441909,40,2,1,62.7890625,1,3,"3",0,1,0.1,3336,"dm.plus","0"
"2310","2005","08","27","Saturday",0,"SO",19,0,"P",1.07,329.5,289.98,32,1,10,0.777196674,37.5133333333333,15,0.97,83.4375,1.01,2.49,"3",0,1,0.233333333333333,3354,"dm.plus","0"
"2311","2005","08","27","Saturday",0,"SO",18,0,"P",1.13,537,591.94,25.47,1.19,15,0,28.81,2,0,63.705703125,1.02,2.33,"5",5.79999999999951,0,0.333333333333333,3351,"dm.plus","1"
"2312","2005","08","27","Saturday",0,"SD",19,0,"P",1.08,766.5,538.64,20.58,1.21,16,0.093024294,46.82,2,1.02,73.484375,1.03,2.26,"5",18.6599999999995,0,0.333333333333333,3190,"dm.plus","0"
"2313","2005","08","27","Saturday",0,"SE",19,0,"P",1.05,306.5,307.31,26,1,21,0.353924403,35.73,9,0,46.7890625,1.04,2.64,"3",0,1,0.2,3398,"dm.plus","0"
"2314","2005","08","27","Saturday",0,"SB",18,0,"P",1.04,231.5,258.59,19.7,1.01,26,0.215331054,38.63,2,0,68.640625,1.02,2.33,"5",3.6799999999994,0,0.3,3385,"dm.plus","0"
"2315","2005","08","27","Saturday",1,"SB",27,0,"P",1.48,927,831.09,22.96,1.62,9.18,0.104499284,68.51,7.72,2.38,40.1328125,2,0,"5",76.63,0,0.333333333333333,3213,"dm.plus","0"
"2316","2005","08","27","Saturday",580,"SO",21,0,"P",1.58,1750,1798,21,2,25,0,0,4,1,93.546875,1,1.15,"3",0,1,0.0666666666666667,3304,"dm.plus","0"
"2317","2005","08","31","Wednesday",0,"SC",19,0,"P",1.34,756.5,1016.89,26.1,1.43,105,0,200.08,10,1,95.734375,1,0,"5",238.73,0,0.266666666666667,-3468,"dm.minus","2"
"2318","2005","08","31","Wednesday",0,"SM",18,0,"P",1.15,690,170.71,18.1,1.18,105,0.136994079,31.61,14,1,69.859375,1.05,1.94,"5",26.6999999999995,0,0.3,3690,"dm.plus","1"
"2319","2005","08","31","Wednesday",0,"SO",18,0,"P",1.16,555,171.74,13,2,73,0.086807383,7.89714285714286,6,0,70.6875,1,0.64,"3",0,1,0.166666666666667,3601,"dm.plus","1"
"2320","2005","08","31","Wednesday",0,"SA",21,1,"P",1.14,765.5,414.03,44,1,60,0.019662144,39.725,20,3,55.921875,1.08,2.26,"2",0,1,0.233333333333333,-3838,"dm.minus","2"
"2321","2005","08","31","Wednesday",1,"SE",18,0,"P",1,466,273.56,2,1,61,0,39.62,22,0,68.65625,1,0,"3",0,1,0.133333333333333,-3604,"dm.minus","2"
"2322","2005","08","31","Wednesday",0,"SD",20,0,"P",1.22,1173.5,457.41,51,1,66,0,55.37,21,1,58.6328125,2,0,"3",0,1,0.166666666666667,-3490,"dm.minus","2"
"2323","2005","08","31","Wednesday",1,"SO",19,0,"P",1.05,331,274.92,37,1,51,0.079590906,41.79,6,2,77.484375,1.06,2.23,"3",0,1,0.233333333333333,-3869,"dm.minus","2"
"2324","2005","08","31","Wednesday",0,"SB",18,0,"P",1.09,688.5,657.81,17.95,1.22,44,0.180044384,37.7133333333333,2,1,79.296875,1.06,2.44,"5",7.81999999999954,0,0.333333333333333,-3697,"dm.minus","2"
"2325","2005","08","31","Wednesday",1,"SO",23,0.74,"H",1.52,100,1250.85,45,1,41,0.153346377,155.33,8,7,74.421875,1.21,1.62,"3",0,1,0.233333333333333,-3807,"dm.minus","2"
"2326","2005","08","31","Wednesday",1,"SM",18,0,"P",1.12,597.5,261.35,12,1,40,0.227574145,28.5,15,0,60.703125,2,0,"3",0,1,0.133333333333333,3546,"dm.plus","1"
"2327","2005","08","31","Wednesday",0,"SB",18,0,"P",1,719,220.42,2,1,40,0.191158554,0,26,0,51.6484375,2,0,"3",0,1,0.0666666666666667,3563,"dm.plus","1"
"2328","2005","08","31","Wednesday",0,"SD",18,0,"P",1.07,618,506.22,20.24,1.25,41,0,42.58,3,0,69.546875,1.02,2.21,"5",12.0199999999995,0,0.333333333333333,-3659,"dm.minus","2"
"2329","2005","08","31","Wednesday",0,"SO",18,0,"P",1.05,254,255.78,56,1,40,0.001214585,34.63,3,0,62.3046875,1.05,2.03,"3",0,1,0.233333333333333,-3701,"dm.minus","2"
"2330","2005","08","31","Wednesday",540,"SC",20,0,"P",1.36,875,459,18,2,39,0.176684596,94,20,2,75.5625,2,0,"3",0,1,0.133333333333333,-3493,"dm.minus","2"
"2331","2005","08","31","Wednesday",1,"SO",18,0,"P",1,650,210.16,2,1,37,0,17.64,20,0,84.359375,2,0,"3",0,1,0.0666666666666667,3430,"dm.plus","1"
"2332","2005","08","31","Wednesday",0,"SC",18,0,"P",1.1,615.5,448.05,20.82,1.11,38,0,33.1171428571429,9,0,80.84375,1.01,1.76,"5",7.03999999999952,0,0.366666666666667,-3637,"dm.minus","2"
"2333","2005","08","31","Wednesday",1,"SO",21,1,"P",1.29,3300,311,13,3,37,0.038350499,37.07,20,4,53.1953125,1,0.95,"3",753,2,0.1,3803,"dm.plus","1"
"2334","2005","08","31","Wednesday",0,"SC",18,0,"P",1.06,272,125.58,16.82,1.07,33,0,40.37,11,0,76.921875,1,0,"5",6.6599999999999,0,0.266666666666667,-3600,"dm.minus","2"
"2335","2005","08","31","Wednesday",0,"SO",19,0,"P",1.13,50,143.31,20,1,34,0.079192911,23.81,26,2,74.578125,1,0,"3",0,1,0.1,3791,"dm.plus","1"
"2336","2005","08","31","Wednesday",1,"SO",18,0,"P",1.06,246.5,194.05,16.99,1,33,0.019296434,39.83,8,0,80.265625,1.03,2.07,"5",0.469999999999423,0,0.3,3816,"dm.plus","1"
"2337","2005","08","31","Wednesday",0,"SC",18,0,"P",1.02,255,204.51,20,1,31,0.168194634,35.82,23,0.139999999999999,69.5625,1.04,1.88,"3",0,1,0.266666666666667,-3687,"dm.minus","2"
"2338","2005","08","31","Wednesday",0,"SO",19,0,"P",1.01,513.5,185.6,15,1.16,30,0.263145304,1,8,2,61.984375,1.02,2.26,"5",7.0199999999994,0,0.233333333333333,3653,"dm.plus","1"
"2339","2005","08","31","Wednesday",0,"SA",19,0,"P",1.09,570,221.64,7,1,29,0.065945097,0,4,1,86.765625,1.09,3,"2",0,1,0.133333333333333,3802,"dm.plus","1"
"2340","2005","08","31","Wednesday",0,"SO",17,0,"P",1.24,280,240.77,18.06,1.26,28,0,39.08,2,0.209999999999999,90.75,1,0,"5",5.90999999999988,0,0.266666666666667,3538,"dm.plus","1"
"2341","2005","08","31","Wednesday",0,"SC",19,0,"P",1.08,100,129.87,20,1,26,0.233753901,28.77,11,1,52.7578125,1,0,"3",0,1,0.1,3519,"dm.plus","1"
"2342","2005","08","31","Wednesday",0,"SF",18,0,"P",1.03,294.5,215.66,19.2,1.26,25,0.374155218,44.57,9,0.339999999999999,56.8046875,1,0,"5",4.0799999999999,0,0.3,-3439,"dm.minus","2"
"2343","2005","08","31","Wednesday",120,"SA",18,0.0499999999999972,"P",1.13,658,564.61,27.065,1.06,24,0.04252011,58.92,17,0,82.328125,1.03,2.06,"5",16.9099999999996,0,0.333333333333333,3737,"dm.plus","1"
"2344","2005","08","31","Wednesday",2,"SH",19,0,"P",1,516.75,139.29,7,1,23,0.011534125,0,18,0,57.9609375,1.04,2.4,"3",0,1,0.166666666666667,3772,"dm.plus","1"
"2345","2005","08","31","Wednesday",0,"SO",18,0,"P",1.18,286.5,347.3,31,1,25,0.226939663,36.13,16,0.349999999999999,85.453125,2,0,"3",0,1,0.2,-3502,"dm.minus","2"
"2346","2005","08","31","Wednesday",0,"SN",20,0,"P",1.25,613.5,364.1,23,1.32,24,0.015743625,74,13,1,68.078125,1,1,"5",98.07,0,0.166666666666667,3782,"dm.plus","1"
"2347","2005","08","31","Wednesday",0,"SA",18,0,"P",1.01,242.5,106.77,15.49,1.21,23,0,35.04,9,0,67.703125,1,1,"5",3.69999999999986,0,0.266666666666667,-3855,"dm.minus","2"
"2348","2005","08","31","Wednesday",0,"SB",18,0,"P",1.04,374.5,150.83,14.84,1.34,23,0.013577405,33.82,21,0,70.8125,1,2,"5",4.38999999999985,0,0.266666666666667,-3758,"dm.minus","2"
"2349","2005","08","31","Wednesday",0,"SN",18,0,"P",1,100,293.36,4,1,27,0,60,11,0.53,64.953125,1.1,3,"3",0,1,0.133333333333333,-3817,"dm.minus","2"
"2350","2005","08","31","Wednesday",0,"SF",18,0,"P",1.07,695.5,492.65,21.33,1.08,23,0.030788922,34.13,12.37,0.319999999999999,42.640625,1.03,2.34,"5",6.45999999999954,0,0.4,-3693,"dm.minus","2"
"2351","2005","08","31","Wednesday",0,"SE",19,0,"P",1.15,410.5,340.76,17,2,24,0,31.35,4,0.89,11.50976563,1,0.83,"3",0,1,0.2,3799,"dm.plus","1"
"2352","2005","08","31","Wednesday",0,"SC",18,0,"P",1.03,254,189.8,29,1,23,0,32.09,10,0,78.8125,1,0,"3",0,1,0.133333333333333,3486,"dm.plus","1"
"2353","2005","08","31","Wednesday",0,"SK",18,0,"P",1.1,961,585.24,23.58,1.13,24,0,36.39,12,0.339999999999999,78.328125,1.02,1.74,"5",4.95999999999967,0,0.333333333333333,3698,"dm.plus","1"
"2354","2005","08","31","Wednesday",1,"SC",18,0,"P",1.02,516.5,167.26,17.9,1.36,23,0,17.5571428571429,8,0,65.71875,1,0,"5",4.36999999999985,0,0.266666666666667,-3450,"dm.minus","2"
"2355","2005","08","31","Wednesday",1,"SO",16,0.0299999999999973,"P",1.1,629,533.93,28.325,1.05,22,0.086361344,33.22,21,0.0799999999999989,46.03125,1.03,2.3,"5",6.1699999999996,0,0.366666666666667,3584,"dm.plus","1"
"2356","2005","08","31","Wednesday",0,"SK",18,0,"P",1.05,233.25,232.31,29,1,21,0,35.15,5,0,70.171875,1.02,2.11,"3",0,1,0.2,3660,"dm.plus","1"
"2357","2005","08","31","Wednesday",0,"SH",18,0,"P",2,850,201.73,3,1,33,0.063124803,35.78,11,0,81.15625,1,1,"3",0,1,0.0666666666666667,3646,"dm.plus","1"
"2358","2005","08","31","Wednesday",100,"SO",18,0,"P",1.08,264.5,224.07,17.26,1.16,20,0.029661098,36.33,6,0,54.4453125,1,1.04,"5",4.64999999999983,0,0.3,3813,"dm.plus","1"
"2359","2005","08","31","Wednesday",200,"SH",18,0,"P",1.21,582,258.02,10,2,21,0,18.21,1,1,62.9765625,1,0,"3",0,1,0.133333333333333,3424,"dm.plus","1"
"2360","2005","08","31","Wednesday",0,"SL",22,4,"P",2,2750,962,4,2,21,0.013805368,41,3,2,80.078125,2,0,"2",1264,2,0.0333333333333333,-3442,"dm.minus","2"
"2361","2005","08","31","Wednesday",0,"SA",18,0,"P",1.09,314.5,171.57,17.76,1.15,36,0.072740576,31.56,13,0,80.734375,1,0,"5",3.84999999999986,0,0.233333333333333,3448,"dm.plus","1"
"2362","2005","08","31","Wednesday",0,"SO",19,0,"P",1.37,3522.5,1158.52,10,1,20,0.007549575,0,22,13,77.125,1,0,"3",0,1,0.1,3465,"dm.plus","1"
"2363","2005","08","31","Wednesday",0,"SC",19,0,"P",1.15,364,169.08,16,2,20,0,0,3,1,30.50390625,1,0.61,"3",0,1,0.166666666666667,-3864,"dm.minus","2"
"2364","2005","08","31","Wednesday",0,"SD",18,0,"P",1.16,430,322.44,24,1,18,0.89283222,34.59,6,0,68.296875,1,2,"3",0,1,0.133333333333333,3668,"dm.plus","1"
"2365","2005","08","31","Wednesday",0,"SH",19,0,"P",1.04,472.5,146.8,17,1,18,0,1,8,1,52.0625,1,0,"3",0,1,0.133333333333333,-3551,"dm.minus","2"
"2366","2005","08","31","Wednesday",1,"SH",19,0,"P",2,750,320.17,5,1,19,0.114900668,68.69,3,0,55.7734375,1,2,"3",0,1,0.0666666666666667,3691,"dm.plus","1"
"2367","2005","08","31","Wednesday",0,"SH",18,0,"P",1.07,692.5,190.11,16.19,1.37,35,0,17.45,22,0,70.875,1,0,"5",1.34999999999988,0,0.266666666666667,-3553,"dm.minus","2"
"2368","2005","08","31","Wednesday",0,"SD",18,0,"P",1.1,398.5,243.72,16.7,1.29,18,0.038294221,37.26,4,0,57.546875,1,0,"5",1.05999999999982,0,0.233333333333333,3470,"dm.plus","1"
"2369","2005","08","31","Wednesday",0,"SA",18,0,"P",1.07,238,221.91,16.51,1.05,18,0.062197233,62.7,4,0,54.8125,1,1.02,"5",0.389999999999401,0,0.3,3639,"dm.plus","1"
"2370","2005","08","31","Wednesday",0,"SM",19,0,"P",1,757,243.04,5,1,17,0.023411908,0,15,1,60.5390625,2,0,"3",0,1,0.0666666666666667,3509,"dm.plus","1"
"2371","2005","08","31","Wednesday",0,"SO",18,0,"P",1.11,989,518.12,19.77,1.02,16,0.175591743,24.4,12.254,0.199999999999999,79.5,1.03,2.15,"5",1.98999999999956,0,0.366666666666667,3686,"dm.plus","1"
"2372","2005","08","31","Wednesday",1,"SF",19,0,"P",1.02,301,278.86,30,1,16,0.051567543,35.26,11.3033333333333,1,40.5234375,1.03,3,"3",0,1,0.233333333333333,-3720,"dm.minus","2"
"2373","2005","08","31","Wednesday",1,"SO",20,0,"P",1.92,750,405.38,12,1,16,0.137986471,64,1,0,66.390625,3,0,"3",642,1,0.1,-3544,"dm.minus","2"
"2374","2005","08","31","Wednesday",0,"SC",19,0,"P",1.09,393.5,333.12,44,1,58,0.237135699,39.08,21,1,78.421875,1,0,"3",21.82,0,0.166666666666667,3821,"dm.plus","1"
"2375","2005","08","31","Wednesday",0,"SC",18,0,"P",1.1,750,434.48,21.548,1.08,15,0.342009912,34.08,14,1,47.0234375,1.03,2.12,"5",7.68999999999953,0,0.333333333333333,-3808,"dm.minus","2"
"2376","2005","08","31","Wednesday",0,"SK",19,0,"P",1.04,573,154.86,16.87,1.11,16,0.003304555,22.25,7,2,71.328125,1.02,2.29,"5",7.0199999999994,0,0.3,3633,"dm.plus","1"
"2377","2005","08","31","Wednesday",1,"SB",19,1,"P",1.32,100,431.66,13,2,15,1.219187725,0,8,3,27.5390625,1,1,"3",140,2,0.1,-3684,"dm.minus","2"
"2378","2005","08","31","Wednesday",0,"SO",18,0,"P",1.12,227,152.6,24,1,15,0.034597379,29.98,25,0,85.859375,1,0,"3",0,1,0.133333333333333,3438,"dm.plus","1"
"2379","2005","08","31","Wednesday",1,"SC",18,0,"P",1.02,283.5,142.8,22,1,16,0,26.69,17,0,75.5,1,0.64,"3",0,1,0.2,3789,"dm.plus","1"
"2380","2005","08","31","Wednesday",0,"SC",18,0,"P",1.05,632.5,114.77,16,1,16,0.001552249,11.5,15,2,93.0625,1,0,"3",0,1,0.133333333333333,3555,"dm.plus","1"
"2381","2005","08","31","Wednesday",0,"SL",18,0,"P",1.19,524,389.9,40,1,75,0.240138081,74.89,18,1,60.6171875,1.13,1.57,"3",0,1,0.233333333333333,-3777,"dm.minus","2"
"2382","2005","08","31","Wednesday",0,"SO",18,0,"P",1,485,94.38,2,1,16,0.022702924,5.55,15,0.249999999999999,76.890625,1,0,"3",0,1,0.133333333333333,3572,"dm.plus","1"
"2383","2005","08","31","Wednesday",1,"SB",18,0,"P",1.05,521.5,187.06,9,1.44,14,0,19,7,1,71.96875,1,0,"5",1.54999999999984,0,0.2,-3568,"dm.minus","2"
"2384","2005","08","31","Wednesday",0,"SA",18,0,"P",1.01,243,132.35,6,1.07,14,0.180627963,40,11,0.319999999999999,68.078125,1.06,2.33,"5",1.9599999999994,0,0.3,-3620,"dm.minus","2"
"2385","2005","08","31","Wednesday",0,"SK",18,0,"P",1,548,274.11,5,1,14,0.17577029,0,18,0.805,31.53515625,1.15,4,"3",0,1,0.166666666666667,-3859,"dm.minus","2"
"2386","2005","08","31","Wednesday",0,"SH",18,0,"P",1.06,586.5,201.91,13.97,1.33,13,0.103757957,12.51,5,0,72.484375,1,0,"5",1.75999999999986,0,0.233333333333333,3449,"dm.plus","1"
"2387","2005","08","31","Wednesday",0,"SK",18,0,"P",1.05,310,192.97,19.19,1.01,14,0,29.74,10,0,64.734375,1.02,2.19,"5",4.08999999999943,0,0.3,3614,"dm.plus","1"
"2388","2005","08","31","Wednesday",0,"SO",18,0,"P",1,236.5,211.95,5,2,13,0.219755171,36.8,3,0.42,28.74609375,1,1.01,"3",0,1,0.166666666666667,3676,"dm.plus","1"
"2389","2005","08","31","Wednesday",0,"SL",18,0,"P",1.01,259,180.3,18,1,14,0.206752358,31.19,9,0,89.3125,1.02,2.04,"3",0,1,0.2,3608,"dm.plus","1"
"2390","2005","08","31","Wednesday",0,"SO",19,0,"P",1.03,287,93.13,15,1,12,0,24.5,15,0,68.53125,1,0,"3",0,1,0.133333333333333,3498,"dm.plus","1"
"2391","2005","08","31","Wednesday",0,"SL",18,0,"P",1.02,424.5,232,17.22,1.205,12,0,37.67,21,0,51.6953125,1,0,"5",15.3899999999999,0,0.266666666666667,-3539,"dm.minus","2"
"2392","2005","08","31","Wednesday",0,"SA",18,0,"P",1.01,297.5,163.65,18.32,1.19,12,0.018214495,36.88,19,0,58.90625,1,0,"5",7.40999999999988,0,0.3,-3484,"dm.minus","2"
"2393","2005","08","31","Wednesday",0,"SN",18,0,"P",1.11,967.5,636.22,19.96,1.15,13,0.229757007,35.42,13,0,71.0625,1.05,2.11,"5",7.67999999999954,0,0.333333333333333,-3787,"dm.minus","2"
"2394","2005","08","31","Wednesday",31,"SA",19,0,"P",1.02,289.5,211.28,36,1,12,0,41.52,10,1,41.8828125,1.05,2.37,"3",0,1,0.233333333333333,-3644,"dm.minus","2"
"2395","2005","08","31","Wednesday",0,"SA",21,0,"P",1.12,583.5,370.91,31,1,12,0.616914082,0,4,2,39.234375,1,2,"3",0,1,0.1,3852,"dm.plus","1"
"2396","2005","08","31","Wednesday",0,"SL",19,0,"P",1.04,586,152.04,10,1,12,0.010529607,6.6,17,2,71.328125,1,0,"3",0,1,0.133333333333333,3587,"dm.plus","1"
"2397","2005","08","31","Wednesday",0,"SO",19,0,"P",1.09,100,182.07,12,1,10,0.026933566,25,12,1,54.40625,1,0,"3",164,1,0.1,-3516,"dm.minus","2"
"2398","2005","08","31","Wednesday",0,"SE",20,0,"P",1,1014,321.73,5,1,12,0,0,20,4,78.3125,1,2,"3",0,1,0.1,-3755,"dm.minus","2"
"2399","2005","08","31","Wednesday",0,"SO",18,0,"P",1.02,268,199.13,59,1,10,0.040322499,27.37,18,0,58.4921875,1,0,"3",1,1,0.166666666666667,-3507,"dm.minus","2"
"2400","2005","08","31","Wednesday",0,"SA",22,1,"P",1.19,1150,0,14,2,11,0.017196613,23.14,16,3.43,76.703125,1,0.86,"3",176,2,0.166666666666667,-3650,"dm.minus","2"
"2401","2005","08","31","Wednesday",0,"SO",18,0,"H",1,1331,976.92,5,1,10,0.194379484,38.7,0,0,63.7109375,1.13,2.14,"3",0,1,0.2,-3635,"dm.minus","2"
"2402","2005","08","31","Wednesday",0,"SN",19,0,"P",1.08,688,257.46,9,1.39,11,0,20.58,26,0,83.96875,1,0,"5",22.4699999999999,0,0.2,3522,"dm.plus","1"
"2403","2005","08","31","Wednesday",1,"SF",18,0,"P",1.11,344,281.66,18.27,1.31,11,0,38.8433333333333,2,0,83.0625,1,0.96,"5",4.10999999999988,0,0.3,3734,"dm.plus","1"
"2404","2005","08","31","Wednesday",0,"SH",19,0,"P",1.1,1108,601.29,19.24,1.3,11,0.032650624,26.8,12,2,42.6796875,1,0.97,"5",32.7499999999995,0,0.333333333333333,-3819,"dm.minus","2"
"2405","2005","08","31","Wednesday",0,"SB",19,0,"P",1.14,488.5,205.933333333333,11,2,84,0.249600305,30.48,5,0,70.984375,1,0,"3",0,1,0.133333333333333,3464,"dm.plus","1"
"2406","2005","08","31","Wednesday",1,"SC",18,0,"P",1.09,908.5,544.8,24.87,1.11,10,0,32,20,0,73.359375,1.01,1.9,"5",9.01999999999952,0,0.333333333333333,-3790,"dm.minus","2"
"2407","2005","08","31","Wednesday",0,"SM",18,0,"P",1.02,504.5,142.31,18.25,1.03,11,0,26.54,15,1,84.3125,1.02,2.31,"5",1.95999999999941,0,0.3,3655,"dm.plus","1"
"2408","2005","08","31","Wednesday",0,"SC",21,3,"P",1,1250,0,2,1,9,0.55148609,0,9,2,65.65625,1.18,1.94,"3",0,1,0.0666666666666667,3795,"dm.plus","1"
"2409","2005","08","31","Wednesday",0,"SA",18,0,"P",1.01,252,227.42,44,1,8,0,30.23,12,0,70.6875,1.02,2.01,"3",0,1,0.2,3728,"dm.plus","1"
"2410","2005","08","31","Wednesday",1,"SH",19,0,"P",1.07,613,192.62,8,1.415,8,0.249497175,14.29,11,2,46.265625,1,0,"5",18.6699999999999,0,0.2,3718,"dm.plus","1"
"2411","2005","08","31","Wednesday",10,"SF",22,0,"P",1.09,1362,434.28,50,1,8,0,21.18,18,5,23.8515625,1.07,2.06,"3",0,1,0.233333333333333,-3804,"dm.minus","2"
"2412","2005","08","31","Wednesday",1,"SA",19,0,"P",1.02,558.833333333333,201.16,35,1,9,0.022496858,9.49,13,2,53.1640625,1.03,2.2,"3",0,1,0.2,3822,"dm.plus","1"
"2413","2005","08","31","Wednesday",0,"SM",19,0,"P",1.05,885,316.68,22.29,1.165,11,0.091152443,27.8366666666667,4,3,84.46875,1.02,2.45,"5",21.0199999999996,0,0.3,3615,"dm.plus","1"
"2414","2005","08","31","Wednesday",0,"SE",18,0,"P",1.08,611.5,282.12,16.67,1.3025,7,0.081625153,16.82,25,0,74.875,1,0,"5",3.87999999999987,0,0.233333333333333,3757,"dm.plus","1"
"2415","2005","08","31","Wednesday",0,"SC",20,0,"P",2,2100,218,3,1,8,0.074999978,221,0,0,61.7890625,3,1,"3",219,1,0.0333333333333333,-3671,"dm.minus","2"
"2416","2005","08","31","Wednesday",0,"SO",18,0,"P",1.06,271.5,135.34,16.81,1.08,7,0.323626071,34.36,12,0,56.8671875,1,0,"5",2.49999999999984,0,0.233333333333333,3426,"dm.plus","1"
"2417","2005","08","31","Wednesday",0,"SB",18,0,"P",1.02,528.5,182.193333333333,12,2,7,0.256246461,0,7,0,59.7578125,1,0,"3",0,1,0.1,3422,"dm.plus","1"
"2418","2005","08","31","Wednesday",0,"SO",19,0,"P",1.06,225,216.6,30,1,7,0.217062573,36.25,2,1,34.265625,1,2,"3",0,1,0.166666666666667,3850,"dm.plus","1"
"2419","2005","08","31","Wednesday",0,"SE",18,0,"P",1.02,220,258.41,10,1,7,0.020780461,35.13,6,0,62.234375,1.05,2.17,"3",0,1,0.2,3588,"dm.plus","1"
"2420","2005","08","31","Wednesday",0,"SK",18,0,"P",1.08,295,188.63,22,1,7,0.061080215,28.48,15,0,67.40625,1.01,1.65,"3",0,1,0.2,3685,"dm.plus","1"
"2421","2005","08","31","Wednesday",0,"SO",23,6,"P",1.28,1173.5,388.99,44,3,9,0.027970283,24.08,10,4,61.59375,1,1.04,"3",0,1,0.2,-3695,"dm.minus","2"
"2422","2005","08","31","Wednesday",0,"SF",18,0,"P",1.25,1070,431.983333333333,18,3,6,0.263489465,26.77,15,2,61.5234375,1,0,"3",0,3,0.166666666666667,-3786,"dm.minus","2"
"2423","2005","08","31","Wednesday",0,"SK",17,0,"P",1.21,726,524.62,21.37,1.42,6,0.387142738,42.58,27,0.49,74.921875,1,0,"5",48.74,0,0.3,-3566,"dm.minus","2"
"2424","2005","08","31","Wednesday",1,"SO",20,0,"P",1,100,245.6,2,2,6,0,60,1,1,66.828125,1,1,"3",115,2,0.0333333333333333,3673,"dm.plus","1"
"2425","2005","08","31","Wednesday",1,"SO",20,0,"P",1.06,350,196.64,22,1,6,0,0,12.79,1.52,68.0625,1,0.82,"3",13,1,0.166666666666667,3612,"dm.plus","1"
"2426","2005","08","31","Wednesday",0,"SA",18,0,"P",1.04,275,185.99,20,1,5,0.18744166,36.78,22,0,39.53125,1,0,"3",0,1,0.166666666666667,-3455,"dm.minus","2"
"2427","2005","08","31","Wednesday",0,"SA",22,3,"P",1.15,705.5,384.19,26,1.44,10,0.555266595,26.46,27,2,48.390625,1,1,"5",220.9,0,0.2,3751,"dm.plus","1"
"2428","2005","08","31","Wednesday",1,"SB",19,0,"P",1,2100,0,2,1.50666666666667,5,0.109662484,0,1,1,56.1328125,1,0,"5",206.09,0,0.0666666666666667,3744,"dm.plus","1"
"2429","2005","08","31","Wednesday",0,"SE",23,1,"P",1.19,1650,1148,7,1,9,0.147625635,0,23,3,38.9921875,2,0,"3",0,1,0.1,-3642,"dm.minus","2"
"2430","2005","08","31","Wednesday",400,"SN",22,1.63,"P",3,19400,11965,3,2,5,0.131662502,44,3,9,37.9609375,1,0,"3",2580,2,0.0666666666666667,-3419,"dm.minus","2"
"2431","2005","08","31","Wednesday",0,"SF",18,0,"P",2,350,828.34,2,2,4,0.110816429,60.71,28,0,55.59375,1,0,"3",0,1,0.0666666666666667,3743,"dm.plus","1"
"2432","2005","08","31","Wednesday",0,"SO",18,0,"P",1.06,388,199.705,10,1,4,0.30209864,1,2,0,66.546875,1.01,1.97,"3",0,1,0.2,-3820,"dm.minus","2"
"2433","2005","08","31","Wednesday",1,"SK",18,0,"P",1,330.5,231.37,3,1,5,0.0653525,39.08,11,0.129999999999999,81.265625,1,0,"3",0,1,0.166666666666667,-3511,"dm.minus","2"
"2434","2005","08","31","Wednesday",0,"SA",21,0,"P",1.08,758.75,653.6,21.88,1.27,4,0,42.1771428571429,0,0,48.2421875,1.04,2.15,"5",28.6199999999996,0,0.333333333333333,-3767,"dm.minus","2"
"2435","2005","08","31","Wednesday",0,"SK",19,0,"P",1.07,739.5,276.23,66,1,3,0,21.22,21,2,81.828125,1.05,2.05,"3",0,1,0.2,3712,"dm.plus","1"
"2436","2005","08","31","Wednesday",0,"SO",19,0,"P",1.01,248,155.89,18.16,1.06,4,0.212875913,31.25,14,1,50.2265625,1.01,1.89,"5",1.96999999999942,0,0.3,3589,"dm.plus","1"
"2437","2005","08","31","Wednesday",0,"SN",20,0,"P",1.08,679.5,383.65,21,1,4,0,0,10.67,1.5,49.21875,1.05,2.27,"3",0,1,0.266666666666667,-3827,"dm.minus","2"
"2438","2005","08","31","Wednesday",1,"SC",21,0,"P",1.26,750,807,7,1,3,0.506193569,111,15,2.33,52.3515625,1.2,3,"3",0,1,0.133333333333333,-3657,"dm.minus","2"
"2439","2005","08","31","Wednesday",0,"SH",18,0,"P",1.06,690.5,258.01,15.27,1.28,3,0.050257231,18.93,24,1,76.4375,1,0,"5",2.9899999999999,0,0.266666666666667,-3524,"dm.minus","2"
"2440","2005","08","31","Wednesday",0,"SB",20,0,"P",1,501.5,201.92,5,1,3,0.025491017,0,4,1.62,64.515625,1,1,"3",0,1,0.1,3594,"dm.plus","1"
