"","Year","Month","Day","wday","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","D_02","I_03","I_04","I_05","I_06","D_01","ER_01","ER_02","P_01","S_01","S_02","CA_01","CA_02","CA_03","na_prop","GOOD","id","app_id"
"2562","2005","08","31","Wednesday",0,"SA",18,0,"P",1.25,250,248,10,2,29,0.453387159,80.66,12.04,0.6,34.875,2,0,"3",0,1,0.133333333333333,"0","dm.plus",3543
"2563","2005","08","31","Wednesday",1,"SO",18,0,"P",1.06,263,244.07,60,1,22,0.462542083,34.92,15,0,48.46875,1.06,1.935,"3",0,1,0.2,"0","dm.plus",3725
"2564","2005","08","31","Wednesday",0,"SE",19,0,"P",1.19,524.5,317.55,23,1,20,0,47.98,14,2,28.01171875,2,0,"3",0,1,0.133333333333333,"0","dm.plus",3491
"2566","2005","08","31","Wednesday",0,"SD",19,0,"P",1.2,517.5,384.33,41,1,18,0.444308919,56.95,9,1.28,77.6875,2,0,"3",0,1,0.166666666666667,"0","dm.plus",3603
"2567","2005","08","31","Wednesday",0,"SC",18,0,"P",1.05,234,161.2,19.04,1.03,24,0.084128862,40.49,7,0,88.921875,1.02,2.19,"5",0.469999999999404,0,0.3,"0","dm.plus",3591
"2568","2005","08","31","Wednesday",1,"SD",20,0,"P",1,700,713,5,1,11,0.055905305,0,0,0,40.296875,1,2,"3",0,1,0,"0","dm.plus",3580
"2569","2005","08","31","Wednesday",0,"SD",19,0,"P",1.18,150,125,8,1,9,0.054605498,86,1,1,35.8984375,1.07,3,"3",0,1,0.0666666666666667,"0","dm.plus",3632
"2570","2005","08","31","Wednesday",0,"SE",19,0,"P",1.29,573.5,489.39,33,1,8,0.329724518,54.12,7,2,35.328125,2,0,"2",0,1,0.133333333333333,"0","dm.plus",3557
"2571","2005","08","31","Wednesday",0,"SO",19,0,"P",1.51,606,476.55,32,1,8,0,108.42,0,0,48.9296875,2,0,"2",0,1,0.133333333333333,"0","dm.plus",3482
"2572","2005","08","31","Wednesday",0,"SA",18,0,"P",1,316,195.635,5,1.23,5,0.035249306,80,9.02,0,82.046875,1,0,"5",15.0399999999999,0,0.166666666666667,"0","dm.plus",3441
"2573","2005","08","31","Wednesday",600,"SD",30,0,"R",1.16,1349,1052.26,20.95,1.37,11.71,0,38.56,7.25,1.73,55.171875,1,2,"5",201.59,0,0.333333333333333,"0","dm.plus",3831
"2574","2005","08","31","Wednesday",0,"SD",18,0,"P",1.09,229,278.91,63,1,7,0,35.77,13,0.119999999999999,65.32125,1,1,"3",0,1,0.2,"0","dm.plus",3707
"2575","2005","08","31","Wednesday",0,"SH",18,0,"P",1,361,202.92,3,2,3,0.118414318,57.83,8.54,0.429999999999999,42.640625,1,0.82,"3",0,1,0.2,"0","dm.plus",3810
"2576","2005","08","31","Wednesday",1,"SM",19,0,"P",2,950.5,363.98,3,1.45,4,0.179277956,75,7,0,30.609375,1,1,"5",82.13,0,0.133333333333333,"0","dm.plus",3738
"2577","2005","08","31","Wednesday",0,"SO",19,0,"P",1.2,382.5,334.38,17,1,3,0,86.27,0,0,47.625,1.17,2.32,"2",3.51999999999945,0,0.233333333333333,"0","dm.plus",3678
"2578","2005","08","31","Wednesday",100,"SO",18,0,"P",1,261,179.94,2,1,3,0.185887209,47.03,20,0,60.8203125,1,1,"3",0,1,0.1,"0","dm.plus",3705
"2579","2005","08","31","Wednesday",0,"SB",20,0,"P",2,400,435,2,1,1,0.684381533,291,5.93,1,50.0625,2,0,"3",0,1,0.0333333333333333,"0","dm.plus",3533
"2580","2005","08","31","Wednesday",1,"SB",21,0,"P",1.36,624,517.55,30,1.31,2,0.127231376,129.19,2,2.49,82.890625,1,1,"5",126.95,0,0.233333333333333,"0","dm.plus",3735
"2581","2005","08","31","Wednesday",0,"SD",18,0,"P",1.22,813,609.88,18.83,1.15,3,0.349250345,64.92,8.704,0.63,70.671875,1.04,1.82,"5",25.6899999999997,0,0.366666666666667,"0","dm.plus",3622
"2582","2005","08","31","Wednesday",0,"SO",19,0,"P",1.08,385.5,184.02,17,1,1,0,30,3,2,52.4921875,1,0.59,"3",0,1,0.166666666666667,"0","dm.plus",3784
"2583","2005","08","31","Wednesday",0,"SD",18,0,"P",1.09,238.5,248.99,57,1,14.26,0.17876242,40.4,11.35,0,39.96875,1,0,"3",0,1,0.2,"0","dm.plus",3460
"2584","2005","08","31","Wednesday",0,"SE",33,5,"H",1.39,4350,529,13,3,25.8,0,0,13.96,5,87.859375,1,1.32,"2",6257,3,0.133333333333333,"0","dm.plus",3598
"2585","2005","08","31","Wednesday",1,"SB",19,0,"R",1,339,273.203333333333,2,2,15.52,0,36.68,9.73,0.9,56.8246679688,1,0,"3",0,1,0.233333333333333,"0","dm.plus",3461
"2586","2005","08","31","Wednesday",0,"SE",19,0,"P",1.08,1280.5,375.23,10,1,3,0.128315618,24,13.22,4,62.3125,1.11,2.8,"3",0,1,0.2,"0","dm.plus",3739
"2587","2005","08","31","Wednesday",0,"SC",23,0,"R",1.08,642,628.49,62,1,18.45,0.07201673,43.27,11.988,2,30.46484375,1.06,1.82,"3",0,1,0.266666666666667,"0","dm.plus",3818
"2588","2005","08","31","Wednesday",1,"SO",18,0,"P",1.55,320,314.7,21,1,4,0.30239803,101.296666666667,7,0,29.1875,2,0,"3",0,1,0.133333333333333,"0","dm.plus",3628
"2589","2005","08","31","Wednesday",1,"SD",23,0,"P",1.39,863,653.28,39,1,13.99,0.446611867,121.355,8.97,2.56,11.64648438,1,0,"3",0,1,0.233333333333333,"0","dm.plus",3485
"2590","2005","08","31","Wednesday",0,"SE",20,0,"P",1.1,981,396.75,21,1,3,0.222133667,19.89,14,3,56.875,1.08,2.57,"5",20.1899999999996,0,0.233333333333333,"0","dm.plus",3680
"2591","2005","08","31","Wednesday",0,"SO",18,0,"P",1.14,298,253.58,10,1,12.13,0.116717566,49,7.13,0.339999999999999,44.7578125,2,0,"2",0,1,0.2,"0","dm.plus",3423
"2592","2005","08","31","Wednesday",1,"SB",18,0,"P",1.18,789,651.34,21.63,1.2,4,0,33.87,9.55,0.309999999999999,54.0105078125,1.03,2.25,"5",39.1699999999997,0,0.4,"0","dm.plus",3577
"2593","2005","08","31","Wednesday",0,"SL",18,0,"P",1.19,583,350.4,17.74,1.16,3,0.407256551,56.2,11,0,62.1953125,1.05,1.6,"5",24.3099999999997,0,0.3,"0","dm.plus",3773
"2594","2005","08","31","Wednesday",0,"SA",19,0,"P",1.26,406,382.13,17.15,1.29,8.94166666666667,0.421017364,78.69,0,0,31.80078125,1,0,"5",48.28,0,0.266666666666667,"0","dm.plus",3535
"2595","2005","08","31","Wednesday",600,"SO",29,0.35,"R",1.21,1043,1165.32,24.34,1.39,13.1,0.286333752,47.19,7.2,1.89,62.671875,1,0,"5",180.96,0,0.366666666666667,"0","dm.plus",3481
"2596","2005","08","31","Wednesday",0,"SA",18,0,"P",1,286.5,219.91,3,1,7,0.106585803,211,4,0.55,52.4453125,2,0,"3",0,1,0.1,"0","dm.plus",3458
"2597","2005","08","31","Wednesday",0,"SC",19,0,"R",1.3,1011,670.66,22.64,1.31,11.87,0.09213637,117.345,7.81,0.87,20.0703125,1,0,"5",105.38,0,0.333333333333333,"0","dm.plus",3476
"2598","2005","08","31","Wednesday",1,"SB",18,0,"P",1.14,279.5,217.52,7,1,28,0.093615648,74.7,10.2266666666667,0.179999999999999,79.046875,1.08,2.1,"3",0,1,0.3,"0","dm.plus",3713
"2599","2005","08","31","Wednesday",0,"SA",19,0,"P",1.23,100,256.72,12,1,5,0.479525538,86,7,0,62.828125,1,0.95,"3",113,1,0.1,"0","dm.plus",3711
"2600","2005","08","31","Wednesday",0,"SC",18,0,"P",1.32,526.5,322.21,18.76,1.32,7,0.066620995,113.98,14,0.6,12.578125,1,0,"5",38.15,0,0.266666666666667,"0","dm.plus",3452
"2601","2005","08","31","Wednesday",0,"SO",29,0,"R",1.23,956,1247.32,23.92,1.47,8.73,0.182574178,54.33,6.53,1.49,59.0078125,1,0,"5",167.46,0,0.333333333333333,"0","dm.plus",3440
"2602","2005","08","31","Wednesday",1,"SK",20,0.4,"R",1.1,1072,853.5,21.6,1.19,9.07,0,39.54,8.93,1.53,51.1015234375,1.05,2.11,"4",57.1899999999996,0,0.5,"0","dm.plus",3788
"2603","2005","08","31","Wednesday",1,"SD",18,0,"P",1.07,430.5,333.95,16.52,1.07,9,0,29.82,8,2,90.078125,1.02,2.51,"5",5.79999999999943,0,0.3,"0","dm.plus",3708
"2604","2005","08","31","Wednesday",0,"SB",18,0,"P",1.15,788,651.96,22.09,1.16,7.89,0,35.23,9.36,0.289999999999999,52.50296875,1.03,2.36,"5",36.5599999999996,0,0.433333333333333,"0","dm.plus",3747
"2605","2005","08","31","Wednesday",1,"SK",19,0,"P",1.23,621.5,484.09,11,2,9,0.555113249,70,3,1,58.15625,1,4,"3",0,1,0.1,"0","dm.plus",3651
"2606","2005","08","31","Wednesday",1,"SO",19,0,"P",1.19,647.5,598.99,21.38,1.13,14.66,0,58.37,10.59,1.14,53.9126953125,1.13,2.5,"4",1.87999999999952,0,0.433333333333333,"0","dm.plus",3688
"2607","2005","08","31","Wednesday",0,"SO",19,0,"P",1.11,584.5,508.7,21.1725,1.07,15.02,0.026109345,35.17,11.14,0.86,41.9140625,1.06,2.46,"5",9.23999999999954,0,0.4,"0","dm.plus",3643
"2608","2005","08","31","Wednesday",0,"SA",18,0,"P",1,281,181.18,2,1,11,0.102517105,70.11,6,0,43.1015625,1.14,2.06,"3",0,1,0.166666666666667,"0","dm.plus",3792
"2609","2005","08","31","Wednesday",1,"SN",19,0,"P",1,444.5,241.29,4,1,9,0.143160101,40,13,1.11,18.59375,1,0,"3",0,1,0.1,"0","dm.plus",3427
"2610","2005","08","31","Wednesday",1,"SO",18,0,"P",1.12,684,612.93,25.11,1.03,16.55,0.096426558,41.53,11.81,0.189999999999999,54.8203125,1.03,2.47,"5",5.29999999999953,0,0.4,"0","dm.plus",3585
"2611","2005","08","31","Wednesday",0,"SH",19,0,"P",1.21,598.5,313.35,11,1.24,11,0.300697763,255,16,1,59.375,1.13,2.18,"5",20.8199999999997,0,0.233333333333333,"0","dm.plus",3837
"2612","2005","08","31","Wednesday",0,"SN",18,0,"P",1.46,1173,474.37,35,1,14,0.022808076,119.226666666667,16,0,92.75,1,0,"3",0,1,0.133333333333333,"0","dm.plus",3462
"2613","2005","08","31","Wednesday",0,"SA",20,0,"P",1.43,4776,2252.31,26,1,10,1.243204851,138.405,13.1,27,18.890625,1,0,"3",0,1,0.166666666666667,"0","dm.plus",3510
"2614","2005","08","31","Wednesday",0,"SA",19,0,"P",1,490.5,324.84,2,1,17,0.284713936,36,2,2,78.015625,2,0,"3",0,1,0.0666666666666667,"0","dm.plus",3532
"2615","2005","08","31","Wednesday",0,"SL",18,0,"P",1.18,394.5,300.27,19.255,1.13,20,0.06510427,56.45,9,0,93.421875,1.01,1.97,"5",0.999999999999424,0,0.3,"0","dm.plus",3605
"2616","2005","08","31","Wednesday",1,"SH",19,1,"P",1,200,427.19,5,1,19,0.118406378,26,0,2,89.375,2,1,"2",105.37,0,0.0666666666666667,"0","dm.plus",3806
"2617","2005","08","31","Wednesday",0,"SC",18,0,"P",1,259,130.65,2,1,18,0.129721196,37.25,4,0,67.59375,1.06,1.92,"3",0,1,0.166666666666667,"0","dm.plus",3745
"2618","2005","08","31","Wednesday",0,"SG",18,0,"P",1.1,561.5,204.02,8,1,25,0.012382824,1,14,0,88.71875,1.03,2.2625,"3",0,1,0.166666666666667,"0","dm.plus",3798
"2619","2005","08","31","Wednesday",0,"SO",18,0,"P",1.55,335.5,373.25,22,1,25,0.556457115,120.316666666667,8,0.249999999999999,30.0625,2,0,"3",0,1,0.166666666666667,"0","dm.plus",3443
"2620","2005","08","31","Wednesday",1,"SA",19,0,"P",1.04,440,191.03,11,1,28,0.114831058,0,4,0,65.2396875,1.03,4,"3",0,1,0.166666666666667,"0","dm.plus",3830
"2621","2005","08","31","Wednesday",1,"SB",18,0,"P",1.55,1145.5,1137.78,27,1,2,0,150.55,7.86,0,97.734375,1.18,1.52,"3",0,1,0.233333333333333,"1","dm.plus",3573
"2622","2005","09","01","Thursday",300,"SA",18,1,"P",1,555,88.06,5,2,62,0.037951828,12.04,16,0,69.90625,1,2,"3",0,1,0.1,"1","dm.plus",4000
"2623","2005","09","01","Thursday",0,"SO",18,1,"P",1.05,239.5,173.94,49,1,54,0,36.95,12,1,82.78125,1.04,2.69,"3",0,1,0.2,"1","dm.plus",4012
"2625","2005","09","01","Thursday",0,"SA",18,1,"P",1.02,200,191.65,8,2,48,0.262925219,33,22,0,52.1875,1,2.03,"3",0,1,0.1,"1","dm.plus",4064
"2627","2005","09","01","Thursday",0,"SA",19,0,"P",1.03,235.5,187.93,29,1,44,0,34.1,15,1,54.3984375,1.03,2.51,"3",0,1,0.2,"1","dm.plus",3920
"2628","2005","09","01","Thursday",0,"SA",18,1,"P",1.02,280.5,59.64,6,1,42,0,28.21,22,0,83.984375,1.03,2,"3",0,1,0.166666666666667,"1","dm.plus",4099
"2630","2005","09","01","Thursday",0,"SA",19,0,"P",1.01,379.5,158.41,87,2,41,0.003177109,27.63,16,0,63.9453125,1.06,2.69,"3",0,1,0.2,"1","dm.plus",4146
"2632","2005","09","01","Thursday",0,"SO",18,1,"P",1.07,255.5,143.48,21,1,39,0.439607172,36.14,6,0,54.21875,1,2,"3",0,1,0.133333333333333,"1","dm.plus",4004
"2633","2005","09","01","Thursday",1,"SF",18,1,"P",1.09,1741,744.96,6,1,40,0.171967662,39.72,15,16,63.2890625,1.09,2.57,"3",0,1,0.2,"1","dm.plus",4031
"2634","2005","09","01","Thursday",0,"SC",18,1,"P",1,750,159.296666666667,3,1,33,0.045429951,26.365,10,0,51.1875,2,0,"3",0,1,0.0666666666666667,"1","dm.plus",4076
"2635","2005","09","01","Thursday",200,"SO",19,2,"P",1.11,350,0,10,1,34,0,0,13,1.09,48.7734375,1.03,4,"3",0,1,0.1,"1","dm.plus",3980
"2638","2005","09","01","Thursday",0,"SC",18,1,"P",1.07,238,264.92,18.07,1.06,28,0.222202458,72.17,6,0,47.4765625,1.04,2.62,"5",0.749999999999417,0,0.3,"1","dm.plus",4151
"2639","2005","09","01","Thursday",0,"SE",19,1,"P",1,588,174.19,5,2,27,0,0,11,2,80.65625,1,2,"3",0,2,0.0666666666666667,"1","dm.plus",4156
"2640","2005","09","01","Thursday",500,"SA",19,1,"P",1.26,1250,0,9,2,25,0,62.4475,18,2,86.140625,1,4,"3",0,1,0.0666666666666667,"1","dm.plus",3974
"2641","2005","09","01","Thursday",0,"SO",18,1,"P",1.06,225,159.86,17.605,1.04,26,0.061634071,63.23,13,0,77.390625,1.03,2.54,"5",0.389999999999406,0,0.3,"1","dm.plus",4123
"2642","2005","09","01","Thursday",0,"SM",18,1,"P",1.02,364.5,124.09,18.52,1.19,27,0.175085092,38.18,13,0.149999999999999,76.296875,1,0,"5",5.89999999999983,0,0.266666666666667,"1","dm.plus",4141
"2643","2005","09","01","Thursday",0,"SO",18,1,"P",1.1,380,204.49,22.775,1.08,24,0.12640422,55.94,27,0,68.09375,1.17,2.58,"5",1.63999999999948,0,0.3,"1","dm.plus",4054
"2645","2005","09","01","Thursday",0,"SF",18,1,"P",1.06,645.5,476.22,21.84,1.12,24,0,31.7,24,1,57.8125,1.04,2.74,"5",12.2999999999995,0,0.333333333333333,"1","dm.plus",3913
"2647","2005","09","01","Thursday",0,"SK",18,1,"P",1.01,261.5,116.29,12,1.13,25,0,44.83,7,0,72.65625,1.02,2.88,"5",1.14999999999938,0,0.266666666666667,"1","dm.plus",4154
"2649","2005","09","01","Thursday",0,"SA",18,1,"P",1.41,635,806.42,28.05,1.19,23,0,462.95,25,0,95.65625,1.23,2.16,"5",24.4999999999997,0,0.3,"1","dm.plus",4040
"2650","2005","09","01","Thursday",0,"SO",18,1,"P",1.11,392,198,18.98,1.12,22,0,113.27,18,0,88,1.18,2.46,"5",4.28999999999953,0,0.3,"1","dm.plus",3947
"2651","2005","09","01","Thursday",1,"SF",18,0,"P",1,250,186.59,3,2,22,0.004291005,39.6,14,0,54.8828125,1,0,"3",178,2,0.0666666666666667,"1","dm.plus",4121
"2652","2005","09","01","Thursday",0,"SF",19,1,"P",1.03,549.5,65.89,11,1,20,0,15,14.5425,0,79.890625,1.02,2.88,"3",0,1,0.2,"1","dm.plus",3957
"2653","2005","09","01","Thursday",1,"SM",18,1,"P",1,261.5,123.13,5,1,21,0.097634286,35.58,4,0,63.0390625,1,2,"3",0,1,0.1,"1","dm.plus",3961
"2654","2005","09","01","Thursday",1,"SN",18,1,"P",1,593.5,107.8,4,1,19,0,14.8716666666667,10,0,74.828125,1,2,"3",0,1,0.1,"1","dm.plus",4025
"2655","2005","09","01","Thursday",0,"SO",18,1,"P",1.1,252,202.07,27,1.01,19,0,61.69,23,0,46.015625,1,1.42,"5",5.48999999999941,0,0.266666666666667,"1","dm.plus",4067
"2656","2005","09","01","Thursday",0,"SH",31,1,"P",1.23,3350,1,22,1,30,0,27.96,27,13,73.71875,1,1.11,"3",234,1,0.1,"1","dm.plus",4116
"2660","2005","09","01","Thursday",0,"SA",19,1,"P",1.02,194.5,159.59,13,1,17,0.217491172,46.69,1,0,77.0625,1,4,"3",0,1,0.166666666666667,"1","dm.plus",3993
"2661","2005","09","01","Thursday",0,"SA",18,1,"P",1,541,116.01,2,1,17,0.089186263,0,18,3,64.296875,1,1,"3",0,1,0.0666666666666667,"1","dm.plus",3908
"2662","2005","09","01","Thursday",0,"SO",18,1,"P",1,300,86.69,1,1.15,16,0.518819405,32.18,7,0,52.0078125,1,1,"5",1.42999999999984,0,0.166666666666667,"1","dm.plus",4032
"2664","2005","09","01","Thursday",0,"SM",18,1,"P",1,600,98.59,3,1.16,38,0,15.32,12,0,31.05859375,1,2,"5",9.77999999999979,0,0.133333333333333,"1","dm.plus",3958
"2665","2005","09","01","Thursday",0,"SF",19,1,"P",1.05,398,76.75,10,1,17,0.045546423,22.485,9,2,60.5625,1.04,2.94,"3",0,1,0.2,"1","dm.plus",4135
"2666","2005","09","01","Thursday",0,"SA",18,1,"P",1.02,50,52.25,8,1,17,0.042152636,29.34,12,1,70.703125,1.05,2.77272727272727,"3",0,1,0.166666666666667,"1","dm.plus",3887
"2669","2005","09","01","Thursday",0,"SK",18,1,"P",1,581.5,111.91,3,2,16,0.015415365,12.275,13,0,64.125,1,1,"3",0,2,0.1,"1","dm.plus",4097
"2670","2005","09","01","Thursday",0,"SN",18,1,"P",1.33,705,263.1,42,1,16,0.071137853,61.71,14,0,65.53125,2,0,"3",0,1,0.133333333333333,"1","dm.plus",4080
"2671","2005","09","01","Thursday",1,"SO",19,1,"P",1.03,319.5,47.26,15,1,15,0,24.46,23,1,71.3125,1.02,2.72,"3",0,1,0.2,"1","dm.plus",3932
"2672","2005","09","01","Thursday",0,"SO",18,1,"P",1.01,279,157.81,15.19,1.17,15,0.14744813,42.33,4,2,68.875,1.03,2.93,"5",2.02999999999942,0,0.3,"1","dm.plus",4128
"2673","2005","09","01","Thursday",0,"SD",18,1,"P",1.05,349,246.62,17.44,1.04,13,0.110978895,58.46,19,0,71.78125,1.16,2.56,"5",4.92999999999946,0,0.3,"1","dm.plus",3983
"2674","2005","09","01","Thursday",0,"SL",18,1,"P",1.14,377,246.89,20.09,1.13,14,0,119.27,15,0,92.09375,1.15,2.62,"5",3.13999999999949,0,0.3,"1","dm.plus",3990
"2677","2005","09","01","Thursday",0,"SC",18,1,"P",1,420,87.32,1,1,12,0.12064098,0,12,0,60.5078125,1.06,2.3,"3",0,1,0.133333333333333,"1","dm.plus",4094
"2678","2005","09","01","Thursday",0,"SH",18,1,"P",1.07,329,192.1,18,1,11,0.06865185,38.15,3,0,64.8311067708333,1,1.43,"3",0,1,0.233333333333333,"1","dm.plus",3928
"2679","2005","09","01","Thursday",0,"SE",18,0.87,"P",2,350,154.17,4,1,12,0,37.14,11,0.64,58.0859375,1,1,"3",124,1,0.133333333333333,"1","dm.plus",3934
"2680","2005","09","01","Thursday",0,"SO",18,0,"P",1.02,209.5,246.76,46,1,10,0.067439811,45.47,1,0,79.140625,1.03,2.64,"3",0,1,0.2,"1","dm.plus",4023
"2684","2005","09","01","Thursday",0,"SO",18,1,"P",1.08,565.5,468.6,23.3,1.12,9,0,29.76,5,0.229999999999999,68.359375,1.02,2.49,"5",16.6499999999995,0,0.333333333333333,"1","dm.plus",3875
"2686","2005","09","01","Thursday",1,"SO",18,1,"P",1.01,186,82.09,16,1,9,0,33.92,7,0,71.328125,1.01,2.47,"3",0,1,0.2,"1","dm.plus",4003
"2687","2005","09","01","Thursday",1,"SO",18,1,"P",1.16,245,163.64,14,1,8,0.658877937,79.74,5,0,19.55859375,1.03,2.77,"3",0,1,0.2,"1","dm.plus",4103
"2689","2005","09","01","Thursday",0,"SO",18,1,"P",1.07,594,487.98,17.9,1.06,9,0.0881734,35.91,9.84,0.269999999999999,71.046875,1.06,2.65,"5",2.54999999999952,0,0.366666666666667,"1","dm.plus",4020
"2691","2005","09","01","Thursday",0,"SO",18,1,"P",1.12,337,185.22,17.27,1.09,9,0.057498357,154.02,6,0,84.484375,1.13,2.59,"5",6.81999999999949,0,0.3,"1","dm.plus",4079
"2693","2005","09","01","Thursday",1,"SO",18,0,"P",1,207.5,120.6,3,2,7,0.133872242,51.72,9.86,0.51,79.140625,1,1.41272727272727,"3",0,1,0.233333333333333,"1","dm.plus",4118
"2694","2005","09","01","Thursday",0,"SC",18,1,"P",1.22,741,597.52,24.17,1.18,7,0,90.72,0,0,50.45060546876,1.03,2.44,"5",19.6899999999996,0,0.333333333333333,"1","dm.plus",4005
"2695","2005","09","01","Thursday",200,"SO",20,1.24,"P",1,100,124,3,3,6,0.088844362,100,6,2,63.921875,1.08,4,"3",0,1,0.0666666666666667,"1","dm.plus",4011
"2697","2005","09","01","Thursday",0,"SK",19,0,"P",1.16,613.5,185.29,12,2,12,0.163489757,14.06,12,1,76.546875,1,0,"3",0,2,0.133333333333333,"1","dm.plus",4132
"2698","2005","09","01","Thursday",1,"SK",18,0,"P",1.11,250.5,242.25,35,1,9,0,62.86,4,0,20.3359375,1.04,2.44,"3",0,1,0.2,"1","dm.plus",4086
"2699","2005","09","01","Thursday",0,"SO",18,1,"P",1,150,32,2,1.21,7,0,47.8,3,0,79.25,1,1,"5",10.8799999999999,0,0.1,"1","dm.plus",4017
"2701","2005","09","01","Thursday",0,"SE",18,0,"P",1.09,343,217.92,17,1.17,11,0,38.19,20,0,65.78125,1.02,2.59,"5",26.8599999999999,0,0.266666666666667,"1","dm.plus",3885
"2702","2005","09","01","Thursday",0,"SM",18,1,"P",1.02,50,92.24,10,1,6,0.089436025,36.51,20,1,67.5625,1.07,3.02,"3",0,1,0.166666666666667,"1","dm.plus",4096
"2703","2005","09","01","Thursday",1,"SB",17,1,"P",1.06,267.5,286.57,31,1.08,6,0,54,3,0,62.6020703125,1.01,2.44,"5",4.99999999999942,0,0.266666666666667,"1","dm.plus",4050
"2704","2005","09","01","Thursday",0,"SK",18,1,"P",1.03,358.5,210.18,14.96,1.17,5,0.133496072,45.58,7,2,57.703125,1.02,2.88,"5",3.13999999999942,0,0.3,"1","dm.plus",3890
"2705","2005","09","01","Thursday",1,"SC",18,1,"P",1.1,344.5,202.87,20.78,1.1,10,0.074383397,100.88,19,0,73.109375,1.2,2.76,"5",2.31999999999948,0,0.3,"1","dm.plus",4045
"2706","2005","09","01","Thursday",1,"SL",21,4,"P",1.05,500,206.88,21,1,8,0.017056516,34,14,4,60.3671875,1.01,2.3,"3",0,1,0.133333333333333,"1","dm.plus",3909
"2707","2005","09","01","Thursday",1,"SC",18,0,"P",1.09,353.5,236.05,19.33,1.08,9,0.056961104,133.53,15,0,63.3046875,1.16,2.81,"5",3.53999999999946,0,0.3,"1","dm.plus",4051
"2709","2005","09","01","Thursday",800,"SB",20,1,"P",1.07,635,269.49,8,1,40,0,19.0375,7,3,53.0234375,1.02,3,"3",0,1,0.166666666666667,"1","dm.plus",3976
"2710","2005","09","01","Thursday",1,"SO",18,1,"P",1.03,222,186.69,29,1,5,0.080798761,37.69,7.82,0.296153846153845,60.890625,1.04,2.58,"3",0,1,0.266666666666667,"1","dm.plus",4041
"2711","2005","09","01","Thursday",0,"SA",19,1,"P",1.02,100,97.78,15,1,13,0.055436811,34.85,11,0,61.3125,1.05,2.37,"3",0,1,0.166666666666667,"1","dm.plus",3940
"2712","2005","09","01","Thursday",0,"SC",18,1,"P",1.03,286,101.38,17.57,1.13,5,0.036881115,31.14,12,0,69.625,1,1,"5",10.0299999999998,0,0.233333333333333,"1","dm.plus",4013
"2713","2005","09","01","Thursday",1,"SG",29,1,"P",1.14,1722,1002.54,30,1.43,3,0.169749917,20,7,10,60.390625,1,0,"5",248.25,0,0.166666666666667,"1","dm.plus",3992
"2714","2005","09","01","Thursday",1,"SO",20,1,"P",1.11,541,391.09,6,3,10,0,1,9.49,2.37,61.2265625,1,2.43,"1",33,2,0.2,"1","dm.plus",3951
"2718","2005","09","01","Thursday",0,"SO",19,1,"P",1.08,406,90.25,17,2,14,0,17.97,16,0,66.125,1,0.97,"3",0,1,0.166666666666667,"1","dm.plus",4071
"2719","2005","09","01","Thursday",0,"SG",18,1,"P",1.06,388.5,251.88,18.4,1.18,14,0,48.84,10,0,61.546875,1.04,2.43,"5",4.24999999999945,0,0.3,"1","dm.plus",3944
"2720","2005","09","01","Thursday",0,"SO",18,1,"P",1.02,367.5,49.66,7,1,2,0,20.19,11,0,79.34375,1.03,2.71,"3",0,1,0.2,"1","dm.plus",3949
"2721","2005","09","01","Thursday",0,"SO",19,1,"P",1,250,0,4,1,2,0.150800798,40,10,3,52.375,1,2,"3",0,1,0,"1","dm.plus",4100
"2722","2005","09","01","Thursday",0,"SF",19,2,"R",1.28,791.5,380.51,20.4,1.34,2,0.000769742,89.03,8.2,1.58,85.1875,1,1,"5",247.1,0,0.3,"1","dm.plus",4001
"2723","2005","09","01","Thursday",0,"SB",18,0,"P",1,533.75,82.46,2,1,16,0.102190146,0,17,1,78.703125,1,1,"3",0,1,0.0666666666666667,"1","dm.plus",4136
"2724","2005","09","01","Thursday",0,"SC",18,1,"P",1,250,172.46,2,2,2,0,44.59,3,0,66.140625,1,0,"3",0,1,0.0666666666666667,"1","dm.plus",3883
"2725","2005","09","01","Thursday",0,"SO",18,1,"P",1.08,314.5,208.31,10,1,1,0.377832712,32,1,0,63.1796875,1.12,4,"2",0,1,0.133333333333333,"1","dm.plus",3926
"2726","2005","09","01","Thursday",1,"SO",19,1,"P",2,1100,62,5,1,2,0,100.79,8.08,1.28,82.015625,2,2,"3",0,1,0.1,"1","dm.plus",4107
"2728","2005","09","01","Thursday",1,"SC",17,1,"P",1.21,450.5,301.75,23.42,1.11,2,0,108.01,19,0,41.9609375,1.19,2.76,"5",4.14999999999951,0,0.3,"1","dm.plus",3994
"2729","2005","09","01","Thursday",1,"SK",18,0,"P",1.03,247.5,258.5,47,1,12,0.048364717,41.7,2,0.219999999999999,64.734375,1.02,2.43,"3",0,1,0.233333333333333,"1","dm.plus",3942
"2730","2005","09","01","Thursday",0,"SK",19,1,"P",1.25,1338,731.27,30,1,1,0,80.38,9.41,11,86.015625,1,1,"3",0,1,0.166666666666667,"1","dm.plus",3979
"2731","2005","09","01","Thursday",1,"SO",18,1,"P",1.08,811,642.6,17.99,1.23,12.37,0.319155614,35.52,0,1,62.203125,1.02,2.72,"5",32.8399999999996,0,0.333333333333333,"1","dm.plus",4110
