"","Year","Month","Day","wday","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","D_02","I_03","I_04","I_05","I_06","D_01","ER_01","ER_02","P_01","S_01","S_02","CA_01","CA_02","CA_03","id","app_id","GOOD"
"7383","2005","11","10","Thursday",500,"SO",21,2,"R",2,750,467,19,2,2,0.168154426,65,9,1,72.328125,1,0,"3",296,2,"1",11043,"1"
"7388","2005","11","10","Thursday",1,"SO",25,1,"R",1,500,311,2,1,3,0,0,25,0,80.359375,1,2,"4",1507,0,"1",11027,"1"
"7395","2005","11","11","Friday",1,"SO",20,1,"P",1,350,62,2,1,14,0.049470491,0,21,0,74.328125,1,4,"3",0,1,"1",11057,"1"
"7398","2005","11","11","Friday",700,"SE",30,2,"P",1,2850,1055,5,1,4,0.156811628,0,17,11,31.14453125,1,0,"3",75,1,"1",11054,"1"
"7399","2005","11","11","Friday",0,"SL",25,5,"P",1,2650,0,60,1,4,0.030707451,0,2,0,75.34375,1,2,"5",262,0,"1",11059,"1"
"7400","2005","11","11","Friday",0,"SE",20,2,"P",1,50,464,30,1,5,0.170857123,48,17,0,41.1015625,1,1,"5",0,0,"1",11053,"1"
"7403","2005","11","11","Friday",0,"SA",20,3,"P",1,100,1055,2,1,4,0.199569668,0,19,5,80.125,1,0,"3",556,1,"1",11061,"1"
"7405","2005","11","11","Friday",1,"SO",16,1,"P",1,450,403,4,1,3,0,0,21,0,30.671875,1,2,"5",200,0,"1",11063,"1"
"7407","2005","11","11","Friday",1,"FT",32,1,"R",1,2250,930,10,1,3,0,0,0,2,55.6640625,2,0,"5",381,0,"1",11080,"1"
"7413","2005","11","11","Friday",0,"SO",24,1,"R",1,2850,0,32,1,4,0.068150949,40,20,0,37.953125,1,1,"5",0,0,"1",11081,"1"
"7414","2005","11","11","Friday",0,"SO",18,4,"R",1,2300,1393,74,1,2,0,84,6,0,10.73632813,1,1,"5",1098,0,"1",11077,"1"
"7415","2005","11","11","Friday",0,"SO",21,1,"R",1,2100,527,6,2,13,0.22375474,0,0,0,81.71875,1,1,"5",0,0,"1",11052,"1"
"7419","2005","11","12","Saturday",600,"SO",27,1,"R",1,450,31,2,2,3,0.121390369,1,2,1,53.109375,1,2,"3",0,1,"1",11091,"1"
"7421","2005","11","12","Saturday",0,"SA",56,6,"H",1,20900,8495,92,4,3,0,280,4,2,75.21875,1,0,"5",1088,0,"1",11094,"1"
"7429","2005","11","12","Saturday",0,"SO",36,5,"R",1,1550,0,8,1,1,0,0,14,2,62.0546875,2,1,"4",33,0,"1",11102,"1"
"7430","2005","11","12","Saturday",500,"SO",28,0,"R",1,950,1,18,1,1,0.232219681,0,17,2,37.5703125,1,1,"5",900,0,"1",11087,"1"
"7439","2005","11","15","Tuesday",0,"SA",18,1,"P",1,100,0,46,1,29,0,0,13,0,92,1,0,"3",0,1,"1",11142,"1"
"7440","2005","11","15","Tuesday",0,"SB",19,1,"P",1,7600,0,42,1,29,0,29,21,0,97.5,1,0,"3",0,1,"1",11159,"1"
"7441","2005","11","15","Tuesday",1,"SN",19,1,"P",1,500,0,5,1,27,0.054796449,30,6,2,66.0625,1,0,"5",0,0,"1",11148,"1"
"7442","2005","11","15","Tuesday",0,"SC",19,1,"P",1,150,0,51,1,24,0.171990323,0,7,2,67.5,1,1,"5",200,0,"1",11155,"1"
"7443","2005","11","15","Tuesday",1,"SO",20,1,"P",1,50,0,5,1,19,0.097231347,0,17,2,39.2890625,1,0,"3",0,1,"1",11165,"1"
"7445","2005","11","15","Tuesday",400,"SC",18,1,"P",1,750,0,5,1,12,0.129931528,0,6,0,61.9609375,1,0,"5",0,0,"1",11122,"1"
"7449","2005","11","15","Tuesday",0,"SA",21,1,"P",1,750,123,44,1,5,0.049910981,0,16,3,19.7578125,1,0,"3",0,1,"1",11126,"1"
"7450","2005","11","15","Tuesday",1,"SO",20,1,"P",1,250,0,5,1,2,0.493180749,31,0,0,22.42578125,1,0,"5",1065,0,"1",11147,"1"
"7461","2005","11","15","Tuesday",0,"SL",34,1,"R",1,1250,123,14,1,24,0.1328147,0,0,2,49.0390625,2,1,"5",2,0,"1",11162,"1"
"7462","2005","11","15","Tuesday",0,"SO",23,1,"P",1,1250,31,5,1,19,0,35,22,0,55.4453125,3,0,"4",2329,0,"1",11157,"1"
"7472","2005","11","16","Wednesday",0,"SD",19,1,"P",1,150,0,9,1,43,0,51,16,0,67.171875,1,0,"5",1150,0,"1",11175,"1"
"7473","2005","11","16","Wednesday",1,"SO",18,1,"P",2,50,31,2,2,41,0.25847426,0,13,0,64.125,1,1,"3",0,2,"1",11209,"1"
"7474","2005","11","16","Wednesday",0,"SO",19,1,"P",1,500,528,15,2,23,0.045462247,0,1,12,80.578125,1,0,"3",1225,1,"1",11177,"1"
"7476","2005","11","16","Wednesday",0,"SO",19,2,"P",1,150,32,5,1,17,0,0,15,0,75.09375,1,0,"5",275,0,"1",11190,"1"
"7477","2005","11","16","Wednesday",1,"SO",21,4,"P",1,1650,124,14,2,14,0,0,4,1,65.109375,1,3,"3",1692,2,"1",11199,"1"
"7479","2005","11","16","Wednesday",0,"SO",22,6,"P",1,600,0,14,3,10,0.308184608,0,8,10,69.84375,1,2,"3",59,3,"1",11180,"1"
"7480","2005","11","16","Wednesday",0,"SA",19,1,"P",1,200,1,34,1,9,0.274863302,160,6,2,53.15625,1,1,"3",0,1,"1",11187,"1"
"7481","2005","11","16","Wednesday",0,"SA",18,1,"P",1,50,310,5,1,7,0.083793472,0,9,0,71.578125,1,0,"3",0,1,"1",11210,"1"
"7483","2005","11","16","Wednesday",0,"SO",17,4,"P",1,350,0,35,1,6,0,50,0,6,64.65625,1,0,"5",72,0,"1",11181,"1"
"7485","2005","11","16","Wednesday",0,"SM",18,1,"P",1,100,31,4,1,6,0,0,17,0,54.6484375,1,2,"5",978,0,"1",11201,"1"
"7486","2005","11","16","Wednesday",0,"SA",19,2,"R",1,300,0,5,1,3,0.045076398,24,8,1,66.078125,1,0,"3",0,1,"1",11191,"1"
"7488","2005","11","16","Wednesday",1,"SF",31,3,"R",1,100,0,5,1,2,0.303312166,30,7,1,63.9765625,1,1,"3",0,1,"1",11176,"1"
"7490","2005","11","16","Wednesday",0,"SK",27,1,"R",1,1050,1,4,1,2,0,0,0,2,57.421875,3,2,"4",0,0,"1",11192,"1"
"7491","2005","11","16","Wednesday",1,"SB",23,2,"R",1,650,0,6,1,1,0.318060853,81,10,3,40.3828125,1,3,"5",712,0,"1",11185,"1"
"7501","2005","11","17","Thursday",0,"SE",20,1,"P",1,950,0,1,1,54,0.008797282,0,14,0,77.578125,2,1,"5",0,0,"1",11214,"1"
"7503","2005","11","17","Thursday",140,"SO",17,1,"P",1,250,123,9,1,11,0.110216125,16,19,0,29.4609375,1,2,"5",1434,0,"1",11221,"1"
"7505","2005","11","17","Thursday",1,"SO",22,1,"P",1,1400,466,35,1,9,0.680610295,36,14,3,44.8046875,1,1,"5",0,0,"1",11223,"1"
"7508","2005","11","17","Thursday",0,"SO",24,1,"R",2,1900,94,4,1,2,0.214265765,0,27,0,38.78125,1,1,"3",0,1,"1",11216,"1"
"7510","2005","11","17","Thursday",780,"SO",27,4,"R",3,1500,6262,13,2,14,0.091563538,0,19,3,80.359375,2,0,"5",1648,0,"1",11230,"1"
"7512","2005","11","17","Thursday",1500,"SB",23,1,"H",1,2850,154,4,1,2,0.244056214,1,13,0,26.47265625,1,1,"5",712,0,"1",11226,"1"
"7515","2005","11","17","Thursday",340,"SO",19,1,"P",1,1550,1,6,1,8,0,0,29,0,75.34375,1,1,"5",82,0,"1",11236,"1"
"7516","2005","11","17","Thursday",560,"SO",22,4,"R",1,500,124,32,1,9,0.081513216,35,26,0,35.75,1,2,"5",2119,0,"1",11229,"1"
"7519","2005","11","18","Friday",400,"SG",25,1,"P",1,3050,123,6,1,13,0,0,18,7,35.40625,1,2,"3",0,1,"1",11263,"1"
"7522","2005","11","18","Friday",400,"SA",19,1,"P",2,150,31,11,1,24,0.154545886,0,13,1,82.125,2,4,"5",0,0,"1",11252,"1"
"7523","2005","11","18","Friday",0,"SM",24,3,"P",1,3300,93,1,2,9,0,17,14,6,60.6796875,1,1,"3",1851,2,"1",11254,"1"
"7527","2005","11","18","Friday",0,"SO",21,2,"P",1,1750,31,28,1,39,0,0,15,0,72.90625,1,4,"5",1150,0,"1",11256,"1"
"7528","2005","11","18","Friday",2,"SB",26,2,"R",3,350,216,2,1,38,0,0,17,3,73.671875,4,2,"5",300,0,"1",11246,"1"
"7536","2005","11","19","Saturday",0,"SO",18,1,"P",2,250,31,13,1,28,0,0,18,0,81.0625,1,1,"5",1619,0,"1",11287,"1"
"7540","2005","11","19","Saturday",1,"SO",19,1,"P",1,350,0,22,1,4,0.369948746,0,7,0,78.609375,1,1,"3",0,1,"1",11288,"1"
"7549","2005","11","19","Saturday",1,"SA",20,1,"R",1,1900,0,5,1,3,0.32295285,29,20,0,4.227539063,1,4,"5",0,0,"1",11293,"1"
"7561","2005","11","22","Tuesday",400,"SF",20,0,"P",1,3300,247,33,1,10,0,29,8,2,71.921875,1,0,"5",0,0,"1",11347,"1"
"7562","2005","11","22","Tuesday",0,"SO",16,0,"P",1,1550,527,10,1,8,0,0,6,1,60.609375,1,0,"5",930,0,"1",11336,"1"
"7567","2005","11","22","Tuesday",1400,"SO",31,2,"H",3,14850,4587,10,3,21,0,1,16,2,61.671875,1,0,"3",449,2,"1",11319,"1"
"7575","2005","11","22","Tuesday",0,"SA",20,3,"P",1,250,0,27,1,8,0.120007404,0,20,0,76.125,1,0,"3",0,1,"1",11337,"1"
"7577","2005","11","22","Tuesday",0,"SC",18,1,"P",1,150,0,2,1,3,0.073968744,26,11,1,55.296875,2,1,"3",0,1,"1",11340,"1"
"7581","2005","11","22","Tuesday",1000,"SF",21,1,"R",2,1650,0,7,1,3,0.228696591,29,3,0,74.515625,1,0,"5",738,0,"1",11327,"1"
"7582","2005","11","22","Tuesday",2,"SB",24,1,"R",2,250,310,12,1,2,0.2297093,0,0,0,56.2109375,2,1,"5",753,0,"1",11326,"1"
"7589","2005","11","23","Wednesday",1,"SA",19,1,"P",1,300,341,11,1,39,0.142855301,40,0,1,57.3515625,1,1,"3",0,1,"1",11368,"1"
"7593","2005","11","23","Wednesday",0,"SF",19,4,"P",1,150,1767,4,1,4,0,0,2,2,50.65625,1,0,"5",298,0,"1",11356,"1"
"7595","2005","11","23","Wednesday",0,"SB",21,2,"R",1,2100,0,12,1,1,0.138496473,31,5,0,53.90625,1,0,"5",305,0,"1",11355,"1"
"7597","2005","11","23","Wednesday",60,"SO",18,1,"P",1,600,0,47,1,16,0,84,16,0,61.828125,1,1,"3",0,1,"1",11371,"1"
"7598","2005","11","23","Wednesday",200,"FT",23,0,"P",1,2800,1394,2,1,2,0,1,16,2,38.734375,1,3,"3",602,1,"1",11354,"1"
"7600","2005","11","23","Wednesday",0,"SM",37,3,"R",1,2000,464,31,1,1,0.593221979,0,1,7,39.9375,1,2,"5",0,0,"1",11365,"1"
"7601","2005","11","23","Wednesday",800,"SA",25,4,"P",1,3750,61,1,1,3,0,35,21,5,79.671875,1,1,"4",72,0,"1",11362,"1"
"7602","2005","11","23","Wednesday",0,"SO",50,1,"R",1,14850,6634,3,2,4,0.12935633,1,7,25,40.3046875,1,1,"5",82,0,"1",11361,"1"
"7610","2005","11","24","Thursday",120,"SC",19,1,"P",1,250,30,17,1,32,0.126844241,0,4,0,54.609375,1,0,"3",0,1,"1",11400,"1"
"7614","2005","11","24","Thursday",0,"SO",18,1,"P",1,250,1798,2,1,14,0.029279674,0,12,0,74.5,1,0,"3",0,1,"1",11397,"1"
"7616","2005","11","24","Thursday",1,"SJ",17,1,"P",1,6450,586,2,1,7,0.052043817,35,22,2,53.5,1,1,"5",0,0,"1",11393,"1"
"7618","2005","11","24","Thursday",0,"SO",18,1,"P",1,750,1,4,1,2,0.070051564,0,8,0,60.2265625,1,1,"3",0,1,"1",11388,"1"
"7622","2005","11","24","Thursday",0,"SB",20,0,"R",1,3150,1209,2,1,3,0.462334321,1,20,2,50.421875,1,1,"5",0,0,"1",11380,"1"
"7623","2005","11","24","Thursday",0,"SA",19,1,"R",1,250,32,27,1,4,0,1,23,0,20.08984375,1,1,"5",0,0,"1",11395,"1"
"7624","2005","11","24","Thursday",0,"SO",18,1,"P",1,500,0,7,1,8,0,0,12,0,52.3203125,1,4,"4",0,0,"1",11385,"1"
"7625","2005","11","24","Thursday",0,"FT",25,1,"R",1,5300,5704,2,1,4,0,0,0,0,16.078125,1,2,"4",0,0,"1",11378,"1"
"7630","2005","11","25","Friday",1,"SL",18,1,"P",1,950,528,27,1,13,0.275774578,29,4,12,36.7890625,1,1,"3",0,1,"1",11409,"1"
"7633","2005","11","25","Friday",0,"SD",20,0,"P",1,6450,5672,19,1,3,0.139277366,0,3,1,39.6796875,1,3,"1",0,0,"1",11416,"1"
"7636","2005","11","25","Friday",500,"SO",18,1,"P",2,1950,806,4,2,33,0.127309533,0,1,0,76.828125,2,1,"3",0,1,"1",11414,"1"
"7637","2005","11","25","Friday",1,"SB",20,1,"H",1,300,0,39,1,3,0.067659013,40,9,1,71.71875,1,1,"3",0,1,"1",11408,"1"
"7641","2005","11","25","Friday",1,"SK",20,1,"R",1,7600,0,4,1,9,0.090772433,30,24,0,24.4296875,2,0,"5",0,0,"1",11430,"1"
"7644","2005","11","25","Friday",500,"SM",26,2,"R",1,150,186,11,1,16,0.141789686,1,6,2,70.109375,1,1,"5",0,0,"1",11405,"1"
"7654","2005","11","26","Saturday",0,"SO",23,2,"R",1,750,0,15,2,13,0.149807011,156,1,0,54.5078125,1,2,"3",553,2,"1",11462,"1"
"7659","2005","11","26","Saturday",1140,"FT",23,5,"R",1,1900,0,92,2,6,0,0,3,1,22.453125,1,1,"3",0,1,"1",11463,"1"
"7661","2005","11","26","Saturday",360,"SB",19,1,"R",1,500,310,7,1,3,0.140720437,0,16,0,47.859375,1,0,"5",0,0,"1",11450,"1"
"7664","2005","11","26","Saturday",0,"SO",31,3,"R",1,650,0,21,1,4,0.242762366,0,14,0,45.4296875,1,4,"5",300,0,"1",11438,"1"
"7676","2005","11","29","Tuesday",900,"SA",28,3,"P",1,50,1458,62,2,13,0.27288586,8,6,3,64.75,1,1,"5",898,0,"1",11502,"1"
"7678","2005","11","29","Tuesday",1100,"SC",25,1,"P",1,50,527,13,1,6,0,29,27,8,69.5625,1,0,"5",569,0,"1",11489,"1"
"7679","2005","11","29","Tuesday",0,"SK",20,2,"P",1,1250,1,6,3,3,0,0,4,0,57.2734375,2,2,"1",1389,2,"1",11497,"1"
"7680","2005","11","29","Tuesday",200,"SO",18,1,"P",1,1000,807,25,2,10,0,1,8,0,48.4375,1,0,"3",0,2,"1",11498,"1"
"7692","2005","11","29","Tuesday",300,"SH",21,1,"R",1,550,122,5,2,1,0,0,0,0,49.6328125,1,0,"5",40,0,"1",11499,"1"
"7696","2005","11","30","Wednesday",0,"SO",22,1,"P",1,5500,1859,17,1,30,0.028763967,0,24,4,58.6640625,1,2,"3",0,1,"1",11526,"1"
"7700","2005","11","30","Wednesday",0,"SA",19,1,"P",1,250,1334,11,1,10,0.253559394,36,17,2,52.3203125,1,2,"5",0,0,"1",11515,"1"
"7705","2005","11","30","Wednesday",0,"SA",23,1,"R",1,8550,2169,22,1,1,0,0,28,2,51.7734375,1,4,"4",0,0,"1",11525,"1"
"7706","2005","11","30","Wednesday",0,"SE",18,5,"P",1,11700,4216,11,1,12,0,0,18,1,62.03125,2,0,"4",0,0,"1",11521,"1"
"7707","2005","11","30","Wednesday",0,"FT",28,4,"R",1,4300,5301,5,1,1,0,32,5,2,51.46875,1,0,"5",1246,0,"1",11518,"1"
"7708","2005","11","30","Wednesday",180,"SO",18,1,"P",1,1250,248,13,2,5,0,0,16,0,22.98828125,1,3,"5",753,0,"1",11517,"1"
"7711","2005","12","01","Thursday",60,"FT",19,1,"P",1,400,805,17,1,40,0.083196962,115,27,1,75.53125,2,0,"5",827,0,"1",11537,"1"
"7713","2005","12","01","Thursday",1,"SO",16,1,"P",2,1900,1768,2,1,9,0,0,27,0,44.3828125,1,1,"5",480,0,"1",11541,"1"
"7715","2005","12","01","Thursday",0,"SF",18,3,"P",1,1900,3348,17,2,2,0,0,10,0,36.7109375,1,0,"3",0,2,"1",11558,"1"
"7717","2005","12","01","Thursday",180,"SL",25,1,"P",1,150,62,26,3,36,0.296779083,56,22,11,74.125,1,1,"3",0,1,"1",11546,"1"
"7723","2005","12","01","Thursday",0,"SO",20,1,"R",1,50,807,2,1,11,0.088124481,90,0,2,36.5,1,1,"5",74,0,"1",11557,"1"
"7733","2005","12","02","Friday",120,"SL",20,3,"P",1,500,32,5,1,17,0.021212959,0,11,2,68.8125,1,0,"3",0,1,"1",11585,"1"
"7734","2005","12","02","Friday",2,"SL",22,4,"R",1,1600,123,2,4,4,0.329212926,0,15,4,56.9609375,1,1,"3",1040,4,"1",11571,"1"
"7736","2005","12","02","Friday",680,"SO",20,1,"P",1,500,248,7,1,3,0.034299761,0,26,3,5.708007813,1,1,"3",0,1,"1",11578,"1"
"7740","2005","12","02","Friday",0,"SO",39,1,"R",1,600,155,7,2,2,0.099233319,21,0,5,56.328125,1,3,"3",50,2,"1",11586,"1"
"7744","2005","12","02","Friday",0,"SO",23,1,"R",1,50,1210,3,1,4,0,0,0,0,59.703125,1,2,"4",642,0,"1",11582,"1"
"7746","2005","12","02","Friday",0,"SC",19,1,"R",1,600,0,5,1,13,0.208276285,0,6,0,29.05859375,2,0,"5",642,0,"1",11574,"1"
"7752","2005","12","03","Saturday",520,"SO",20,2,"P",1,450,62,7,2,22,0.030861503,0,11,1,85.0625,1,3,"3",1038,2,"1",11612,"1"
"7753","2005","12","03","Saturday",460,"SB",23,1,"P",1,100,0,10,1,17,0.390084131,0,12,2,40.6015625,1,1,"3",0,1,"1",11604,"1"
"7756","2005","12","03","Saturday",560,"SO",22,1,"P",1,700,0,12,2,12,0.669140713,0,9,0,53.921875,1,2,"3",0,1,"1",11608,"1"
"7758","2005","12","03","Saturday",0,"SM",21,3,"P",1,250,63,17,1,7,0.224638112,0,22,2,51.3828125,2,0,"3",0,1,"1",11601,"1"
"7759","2005","12","03","Saturday",0,"SO",21,3,"P",1,950,62,17,1,3,0,49,26,1,82.421875,1,2,"3",0,1,"1",11597,"1"
"7772","2005","12","06","Tuesday",600,"SA",22,3,"P",1,4350,216,7,2,11,0.268958301,24,17,4,39.125,1,3,"3",1052,2,"1",11645,"1"
"7777","2005","12","06","Tuesday",300,"SC",21,1,"P",1,1450,124,13,1,3,0.252587641,24,15,0,59.7890625,1,0,"3",0,1,"1",11636,"1"
"7792","2005","12","07","Wednesday",1400,"SE",22,4,"P",1,4700,403,5,4,36,0,39,13,0,70.84375,2,0,"3",6560,4,"1",11683,"1"
"7795","2005","12","07","Wednesday",0,"SE",20,1,"P",1,150,1024,2,3,16,0,25,16,1,83.703125,1,3,"3",0,2,"1",11667,"1"
"7813","2005","12","08","Thursday",0,"SO",19,3,"R",1,350,1,35,1,10,0,100,7,0,51.625,3,0,"3",0,1,"1",11705,"1"
"7818","2005","12","08","Thursday",1,"SK",18,1,"P",1,550,498,2,1,3,0,160,2,0,82.921875,1,1,"3",0,1,"1",11697,"1"
"7826","2005","12","08","Thursday",0,"SA",26,1,"R",1,350,31,4,1,6,0.470963539,0,16,3,62.0546875,1,3,"5",200,0,"1",11693,"1"
"7833","2005","12","09","Friday",0,"SC",19,1,"R",2,350,1,13,3,25,0.031631364,21,19,2,81.1875,1,3,"5",0,0,"1",11720,"1"
"7834","2005","12","09","Friday",0,"SO",19,2,"P",1,1900,1396,4,2,15,0,41,15,2,56.3125,1,3,"3",99,2,"1",11732,"1"
"7835","2005","12","09","Friday",280,"SA",21,4,"P",1,500,495,26,2,14,0.047202982,30,22,4,40.546875,1,4,"3",480,2,"1",11718,"1"
"7836","2005","12","09","Friday",0,"SK",21,1,"P",1,500,0,3,2,12,0.115901823,0,6,3,38.046875,2,0,"3",0,1,"1",11733,"1"
"7837","2005","12","09","Friday",1,"SO",34,1,"R",1,500,31,10,1,7,0.429482652,1,4,1,73.890625,1,3,"3",0,1,"1",11730,"1"
"7839","2005","12","09","Friday",0,"SK",19,2,"P",1,150,0,24,1,3,0.134363921,1,6,0,53.5234375,1,0,"5",0,0,"1",11737,"1"
"7843","2005","12","09","Friday",2,"SK",25,1,"R",1,6350,0,3,1,1,0.237338982,40,0,0,45.75,1,4,"5",1648,0,"1",11735,"1"
"7847","2005","12","10","Saturday",0,"SO",17,1,"P",1,100,217,3,1,6,0.009925824,70,24,0,32.046875,1,0,"5",1098,0,"1",11745,"1"
"7856","2005","12","13","Tuesday",1,"SO",16,1,"P",1,400,31,6,1,51,0.318223055,0,8,0,66.5,1,1,"5",2990,0,"1",11785,"1"
"7860","2005","12","13","Tuesday",0,"SC",21,3,"P",1,350,123,46,1,10,0.034030866,0,6,3,54.203125,1,0,"3",0,1,"1",11781,"1"
"7861","2005","12","13","Tuesday",1,"SO",28,3,"R",1,1450,1,5,1,3,0.064203909,0,6,4,14.81835938,1,0,"5",0,0,"1",11778,"1"
"7871","2005","12","13","Tuesday",1,"SL",23,3,"R",1,400,278,7,1,2,0,36,9,1,34.2890625,1,1,"5",1937,0,"1",11783,"1"
"7873","2005","12","13","Tuesday",60,"SE",21,1,"R",2,400,0,11,3,22,0.12637674,0,18,0,60.2734375,1,0,"5",0,0,"1",11774,"1"
"7878","2005","12","14","Wednesday",1,"SO",18,1,"P",1,350,186,58,1,13,0,115,26,3,43.3046875,1,0,"5",1851,0,"1",11805,"1"
"7879","2005","12","14","Wednesday",700,"SN",19,5,"P",1,1900,1,6,1,9,0.023401459,0,13,1,25.9296875,1,2,"3",0,1,"1",11801,"1"
"7882","2005","12","14","Wednesday",1,"SO",25,2,"R",1,1200,1,7,1,6,0.142676256,15,15,3,35.125,1,2,"5",1851,0,"1",11804,"1"
"7889","2005","12","15","Thursday",0,"SO",33,1,"P",1,500,0,65,1,25,0.012280612,15,23,4,67.1875,1,0,"5",0,0,"1",11825,"1"
"7890","2005","12","15","Thursday",0,"SC",19,2,"P",1,700,0,28,1,14,0,33,4,1,54.90625,1,1,"3",0,1,"1",11808,"1"
"7891","2005","12","15","Thursday",0,"SM",18,1,"P",1,200,311,6,1,12,0,60,24,0,49.8046875,1,0,"5",0,0,"1",11826,"1"
"7892","2005","12","15","Thursday",1,"SO",18,1,"P",1,250,0,2,2,12,0.272592622,0,6,0,57.7890625,1,1,"3",0,2,"1",11821,"1"
"7893","2005","12","15","Thursday",300,"SA",18,1,"P",1,950,0,8,1,2,0.096973529,0,19,6,65.59375,2,0,"3",0,1,"1",11819,"1"
"7894","2005","12","15","Thursday",400,"SO",20,2,"P",1,100,0,6,1,1,0,0,21,0,42.609375,1,0,"5",0,0,"1",11824,"1"
"7898","2005","12","15","Thursday",1,"SO",19,1,"P",1,950,0,2,1,4,0.034889816,50,13,1,44.765625,1,1,"5",0,0,"1",11823,"1"
"7900","2005","12","15","Thursday",0,"SO",21,1,"R",1,250,62,5,1,1,0.026024394,1,15,2,36.65625,1,0,"5",480,0,"1",11822,"1"
"7906","2005","12","16","Friday",0,"SB",20,1,"P",1,50,434,33,1,4,0,35,0,3,74.828125,1,0,"3",0,1,"1",11837,"1"
"7910","2005","12","16","Friday",1,"SL",23,5,"P",1,950,155,41,1,12,0.302747606,55,7,7,44.5234375,1,1,"3",0,1,"1",11834,"1"
"7911","2005","12","16","Friday",0,"SB",25,4,"R",1,100,249,12,1,1,0.131047245,35,3,3,53.59375,2,0,"3",0,1,"1",11848,"1"
"7913","2005","12","16","Friday",0,"SH",18,1,"P",1,950,311,10,1,16,0.267047125,47,4,0,62.34375,1,1,"5",0,0,"1",11850,"1"
"7914","2005","12","16","Friday",660,"SO",34,1,"H",1,650,0,10,1,7,0.138488905,34,4,2,62.1171875,1,0,"5",0,0,"1",11832,"1"
"7918","2005","12","17","Saturday",1,"SE",21,1,"P",1,600,1,17,1,9,0,65,6,4,58.90625,2,0,"3",0,1,"1",11859,"1"
"7929","2005","12","20","Tuesday",500,"FT",21,2,"P",1,400,403,11,2,2,0.092195158,1,18,3,40.609375,1,2,"3",39,2,"1",11879,"1"
"7935","2005","12","20","Tuesday",1,"SD",27,0,"R",1,200,0,11,1,4,0,0,0,0,35.03125,1,2,"4",0,0,"1",11882,"1"
"7936","2005","12","20","Tuesday",0,"SN",19,1,"P",1,1900,1768,2,1,34,0,36,8,1,69.515625,1,3,"4",0,0,"1",11878,"1"
"7941","2005","12","21","Wednesday",500,"SO",19,1,"P",2,100,154,3,3,4,0.274859969,0,0,0,54.6484375,3,0,"3",432,2,"1",11905,"1"
"7942","2005","12","21","Wednesday",1680,"SO",48,4,"R",1,300,1395,10,1,2,0,54,2,25,38.578125,1,0,"3",0,1,"1",11902,"1"
"7953","2005","12","22","Thursday",800,"SF",20,1,"P",1,200,0,20,1,4,0.031530645,0,22,1,74.21875,1,1,"5",1150,0,"1",11909,"1"
"7957","2005","12","22","Thursday",500,"SC",19,1,"R",2,100,0,7,1,1,0.147890966,41,15,1,48.6484375,1,1,"5",480,0,"1",11916,"1"
"7963","2005","12","23","Friday",300,"SO",19,0,"P",1,350,0,31,1,19,0,1,11,0,42.2109375,1,0,"5",0,0,"1",11926,"1"
"7967","2005","12","24","Saturday",0,"SE",17,1,"P",1,750,341,3,1,12,0.012468689,0,10,0,83,1,0,"5",2141,0,"1",11933,"1"
"7969","2005","12","24","Saturday",40,"SC",18,1,"P",1,50,63,3,1,8,0.174096006,0,5,0,62.53125,1,1,"3",0,1,"1",11934,"1"
"7973","2005","12","29","Thursday",0,"SA",18,0,"P",1,950,0,7,2,5,0.095129844,0,6,2,28.50390625,2,1,"5",725,0,"1",11942,"1"
"7974","2005","12","29","Thursday",0,"SH",22,1,"P",1,750,311,38,1,1,0.201013057,0,14,1,52.6015625,1,3,"3",0,1,"1",11948,"1"
"7979","2005","12","29","Thursday",400,"SO",29,1,"R",1,350,805,4,1,1,0,50,0,0,33.3515625,2,2,"4",0,0,"1",11944,"1"
"7982","2005","12","30","Friday",0,"SA",19,1,"P",1,2250,1735,11,1,14,0,5,2,1,74.78125,1,1,"3",0,1,"1",11958,"1"
"7983","2005","12","30","Friday",100,"SM",23,6,"P",1,350,124,28,1,8,0,0,9,3,62.1640625,1,2,"5",0,0,"1",11959,"1"
"7987","2005","12","30","Friday",0,"SO",17,3,"P",2,150,124,3,1,3,0,1,2,0,19.2421875,1,1,"5",1692,0,"1",11956,"1"
"7993","2005","12","30","Friday",500,"SO",20,6,"P",1,250,0,16,1,40,0,0,16,0,51.6953125,1,4,"4",0,0,"1",11955,"1"
"8000","2005","12","31","Saturday",600,"SO",25,6,"R",3,250,1767,4,3,12,0.382055432,200,0,3,51.9921875,2,1,"3",262,3,"1",11975,"1"
"8002","2005","12","31","Saturday",0,"SC",19,1,"R",1,400,34,13,1,12,0,56,5,0,66.453125,1,0,"5",0,0,"1",11976,"1"
"8003","2005","12","31","Saturday",500,"SB",21,1,"P",1,500,0,11,2,5,0,41,2,2,52.0859375,2,2,"4",1065,0,"1",11971,"1"
"8004","2005","12","31","Saturday",1,"SA",18,1,"P",1,1900,1,14,1,17,0.472921692,0,2,0,63.7578125,1,0,"5",345,0,"1",11968,"1"
"8009","2006","01","04","Wednesday",1,"SO",21,1,"P",2,100,806,9,1,16,0.00439893,1,14,4,48.3515625,1,4,"5",0,0,"1",11996,"1"
"8010","2006","01","04","Wednesday",0,"SO",18,5,"P",1,500,0,54,1,13,0.029755174,0,27,0,49.84375,1,3,"5",3631,0,"1",11991,"1"
