"GOOD","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","I_03","I_04","D_01","ER_01","ER_02","I_05","D_02","I_06","P_01","S_01","CA_03","CA_02","CA_01","S_02"
"1",0,"SO",18,1,"P",1.08,315.625,31.08,1.01,27.92,19,0,20,189.94,0.0378870524,79.34375,1.01,0,-6.78710421198048e-13,"5",2.2
"1",1,"SO",18,1,"P",1.03,462,8,1.19,7.05,13,2,19,69.5,0,69.8125,1.01,0,29.4199999999999,"5",2.42
"1",0,"SD",18,1,"P",1.03,251,22.07,1.076,35.99,15,0,19,161.29,0,68.578125,1.01,0,-6.7814198700944e-13,"5",2.38
"1",1,"SF",19,1,"P",1,568,3,2,5,22,0.833111111111111,18,158.97,0.2011539913,56.71875,1,2,0,"3",1.06
"1",1,"SB",18,1,"P",1,555.983333333333,2,1,1,19,0,16,133.05,0.3148179771,50.296875,2,1,0,"3",0
"1",0,"SF",18,1,"P",1.02,287,18,1,15.01,15,1,17,77.06,0.0264970687,82.375,1.02,1,0,"3",2.2
"1",0,"SF",18,1,"P",1.01,418.5,8.7775,1.17,9.72,22,0.304999999999999,18,121.79,0.0212465245,56.1484375,1,0,23.5499999999999,"5",2
"1",240,"SA",20,1,"P",3,50,3,5,0,4,2,14,582.24,0.1303149806,66.5625,1,4,74,"3",1
"1",0,"SF",18,1,"P",1.06,225.767857142857,12.7083333333333,1.07,25.8566666666667,10,0,14,89.06,0.0331989748,67.453125,1,0,5.44999999999983,"5",0
"1",0,"SO",18,1,"P",1.05,151.916666666667,23,1,23.4966666666667,19,0,15,74.28,0.0865954875,75.390625,1,1,0,"3",0.508012820512821
"1",0,"SO",18,1,"P",1.04,212.125,16.9816666666667,1.04,24.2966666666667,20,0,14,46.71,0,93.921875,1.02,0,-7.60280727263307e-13,"5",2.27
"1",0,"SO",22,1,"P",1.07,500,15,1,19,3,3,12,464,0.1048831374,37.2109375,1.04,1,0,"3",2.27
"1",0,"SO",19,1,"P",1.02,434.5,12,1.09,1,10,2,12,56.93,0.0538550634,84.453125,1.01,0,18.2999999999993,"5",2.95
"1",0,"SO",20,2,"P",1.13,1072.36666666667,7,2,10.47,1,1,11,353.96,0,34.7578125,1,2,900,"3",3
"1",0,"SH",18,0,"P",1.12,329,27.3514285714286,1.13,30.6,8,0,10,181.72,0,89.234375,1,0,8.14999999999933,"5",0.294
"1",1,"SD",18,1,"P",1.08,454.5,30,1,21.52,16,0,8,442.08,0.4446160775,61.4140625,1.07,1,0,"3",1.91
"1",1,"SH",19,1,"P",1.22,950,9,1,12.66,22,2,8,0,0.1277670283,69.390625,1.03,1,0,"3",4
"1",0,"SA",18,1,"P",1.01,157,15.3611111111111,1.03,36.13,8.526,0.069999999999999,11,97.147,0,43.3359375,1.02,0,7.15999999999925,"5",2.45
"1",0,"SA",18,1,"P",1,170.1,5,1,22.1166666666667,2,0,7,95.3641666666667,0,91.703125,1,1,0,"3",2
"1",1,"SO",19,1,"P",1.14,377,33,1,19.1566666666667,13,1,8,166.01,0,87.578125,1,1,0,"3",0
"1",0,"SM",18,1,"P",1.03,283.875,9,1,35.3533333333333,0,0,8,77.96,0,85.203125,1.03,1,0,"3",2.864
"1",1,"SD",24,1,"P",1.35,100,35,4,34.79,4,4,7,707.57,0.0109088215,69.671875,1,2,0,"3",1.32
"1",0,"SO",18,1,"P",1.02,467.6,8,1,12.4833333333333,11,2,7,60.03,0,32,1.01,1,0,"3",2.945
"1",0,"SO",19,1,"P",1,377.166666666667,1,1,0,12.8992857142857,1.16733333333333,6,77.055,0,59.1234973958333,1,1,0,"3",1
"1",0,"SH",18,1,"P",1,500,1,1,6.73,9,0,6,1,0.0520514998,61.9921875,1.12,1,0,"3",1.94
"1",0,"SB",18,0,"P",1.11,219.166666666667,13.22,1.08,23.9,26,0,6,117.98,0.0300482021,63.6796875,1.02,0,0.329999999999233,"5",2.35
"1",0,"SO",18,1,"P",1.04,345.5,31.28,1.07,27.83,11,0,7,240.53,0.5113633256,80.40625,1.08,0,0.329999999999336,"5",2.4
"1",0,"SC",19,0,"P",1,521.25,3,1,7.055,6,1,6,68.84,0.0694441609,68.6875,1,1,0,"3",0
"1",0,"SO",18,1,"P",1.04,223.625,16.0227878787879,1.07,26.89,10,0,18,76.75,0,73.96875,1.02,0,-7.63122898206348e-13,"5",2.07
"1",500,"SO",19,1,"P",1.47,630.5,13,2,14.8666666666667,24,0,20,783.642,0,99.671875,1,2,9,"3",1
"1",1,"SB",18,1,"P",1.04,181,13.49,1.05,24.91,8.42,1,6,130.509523809524,0.3419433124,53.6796875,1.08,0,3.09999999999926,"5",2.24
"1",0,"SB",18,0,"P",1.1,235,24,1,23.39,10,0,5,157.92,0.0590791611,60.3984375,1.05,1,0,"3",2.02384615384615
"1",0,"SN",19,1,"P",1.04,625,16,1,11.61,11.4833333333333,1.2,6,136.42,0.1497010584,73.046875,1.03,1,0,"3",2.2
"1",0,"SC",18,1,"P",1.12,608,43.5,1.04,58.72,12.1625,0.38,3,364.505,0,87.515625,1.08,0,4.00999999999931,"5",1.49
"1",0,"SD",18,0,"P",1.05,244.833333333333,6,1,27.156,22,0.35,5,91.44,0,45.59375,1.04,1,0,"3",2.44
"1",0,"SA",18,1,"P",1.31666666666667,50,6,2,73.53,6.7625,0.895,4,317.54,0.2537282938,89.078125,1,2,0,"3",0.95
"1",0,"SO",18,1,"P",1.09,208,22,1,20.9,15,0,4,76.78,0.0185446878,81.390625,1.01,1,0,"3",1.93384615384615
"1",0,"SL",18,1,"P",1.04,217,6,1,30.6666666666667,3,0,3,87.5575,0.0173029679,56.671875,1.04,1,0,"3",2.28
"1",1,"SA",19,1,"P",1,350,1,1,0,5,2,3,0,0.0618926458,84.578125,1.07,1,0,"3",2.57
"1",1,"SH",18,1,"P",1.15375,531,25.94,1.35,27.27,25,0,4,264.335,0.0304987553,80.40625,1,0,14.4499999999999,"5",0
"1",20,"SO",20,1,"P",1.14,531.5,38,1,15.33,27,2,17,261.71,0.0501720803,62.1015625,1.06,1,0,"3",2.21
"1",0,"SH",18,0,"P",1.07,250,8,1.15,36,17,1,7,32,0.062279372,65.5,1.06,0,3.83999999999925,"5",3.01
"1",0,"SE",19,1,"P",1.12,716,26,2,26.37,0,2,16,559.37,0.363425252,64.375,1,2,0,"3",4
"1",0,"SF",21,1,"P",1.04,873.5,73,2,20.18,11,3.2,8,362.4,0,73.4375,1.05,1,0,"3",2.26
"1",1,"SC",19,2,"P",1,500,12,1,12.6,6,2,14,1,0.0452674102,72.265625,1.02,1,0,"3",3
"1",0,"SN",18,1,"P",1.22,824,24,2,26.78,22,0,14,351.31,0.1673281244,52.734375,1,2,0,"3",0
"1",0,"SC",18,0,"P",1.04,391.5,32,1,13.9666666666667,8,0,9,253.99,0.0919670356,48.0546875,1.04,1,0,"3",2.05
"1",0,"SH",18,1,"P",1.07,273.5,20,1.05,32.8766666666667,4,0,3,161.16,0,68.71875,1.02,0,4.4099999999993,"5",2.04
"1",0,"SK",18,1,"P",1.06,360.916666666667,29.749880952381,1.08,31.9766666666667,15,0,3,238.405,0,73.09375,1,0,4.40999999999929,"5",0.374
"1",0,"SH",18,0,"P",1.07,504.625,18.1286666666667,1.06,13.27,15,0,11,131.83,0.0271623322,71.90625,1.01,0,0.329999999999302,"5",2.07
"1",0,"SC",18,1,"P",1.16,903.5,36.7583333333333,1.22,65.16,11,0,10,1314.36,0,96.375,1.09,0,185.18,"5",1.85
"1",2,"SO",18,0,"P",1.08,489.666666666667,9,1,15,16,1,10,876.86,0,99,1.09,1,0,"3",3
"1",0,"SK",18,1,"P",1.14,364,13.76,1.16,41.9516666666667,4,0.379999999999999,1,189.71,0,13.716796875,1,0,22.4299999999999,"5",1
"1",0,"SO",18,1,"P",1.03,150,18,1,22.39,15,0,2,76.67,0.2558954628,51.421875,1.04,1,0,"3",2.51884615384615
"1",0,"SO",18,0,"P",1.02,197.625,9.5,1.0325,20.35,13.05,0.61,16.17,54.42,0.0301980926,49.1953125,1.01,0,-7.59428075980395e-13,"5",3.08
"1",1,"SA",19,1,"P",1,500,2,1.17,7.09,16,1,10,0,0,66.484375,1,0,46.0699999999999,"5",0
"1",0,"SO",19,1,"P",1.05,254.75,34,1,20.6,10.7925,1,12.8016666666667,150.28,0.0185935101,79.78125,1,1,0,"3",0
"1",0,"SO",19,1,"P",1.25,466.15,14,2,1,12.16,1,23.17,271.715,0.463627914,56.8046875,2,2,0,"3",0
"1",0,"SM",19,2,"P",1.03,942.8125,34,1,12.445,16.18,1,18.4466666666667,212.69,0.1878749356,60.9609375,1.02478260869565,1,0,"3",4
"1",1,"SC",19,1,"P",1.15,418.5,16,1.22,29.1366666666667,4,0.74,1,174.24,0.2232740484,65.953125,1.04,0,5.77999999999928,"5",1.99
"1",0,"SA",21,1,"P",1.05,716.416666666667,88,2,17.47,6,3,2,386.68,0.062890091,75.65625,1.1,1,0,"3",2.34
"1",0,"SH",19,1,"P",1.05,774,18,1,4.48,14,1,15.2,127.325,0.1038212057,75.671875,1.03,1,0,"3",2.435
"1",1,"SF",19,1,"P",1.04,242.5,13,1,30.25,0,0,11.215,114.462857142857,0.17343343,59.8515625,1.05,1,0,"3",2.19
"1",1,"SD",18,1,"P",1.07,337,26.61,1.03,52.19,0,0,4,543.61,0.0966599912,43.6640625,1.04,0,3.70999999999935,"5",2.5
"1",0,"SK",18,1,"P",1.07,226,9,1,38.795,8.59666666666667,0,19.825,63.922,0.0565694444,48.53125,1.04,1,0,"3",2.695
"1",0,"SC",22,1,"P",1,1950,2,1,0,11.01,3.015,12.42,31,0.5320157837,59.2109375,1.09,1,0,"3",2.4
"1",0,"SC",18,1,"P",1.08,422.5,37.2695833333333,1.03,49.77,15.75,0.239999999999999,5,262.955,0,78.359375,1.03,0,4.33999999999923,"5",2.14
"1",100,"SO",19,1,"P",1.43,883.9,14,2,36.3,0,0,5,509.06,1.0021039397,14.71484375,1,1,0,"3",2
"1",1,"SE",24,1,"R",1.06,814.833333333333,26.82,1.22,22.63,3.61,1.9,8.65,546.715,0,44.89525390625,1.02,0,36.5299999999996,"4",1.9
"1",0,"SO",18,1,"P",1.02,172.184523809524,16.8633333333333,1.04,24.99,14.82,0,15.21,80.58,0.0964460194,72.640625,1,0,-7.83870746090542e-13,"5",0.500277777777778
"1",0,"SL",25,1,"R",1.08,922.5,19.96,1.25,16.76,5.32,1.17,9.52,476.22,0,41.9453125,1.08,0,9.30999999999948,"5",2.23
"1",0,"SM",18,1,"P",1.06,322.375,10.5486666666667,1.01,31.59,11.925,0.33,14,88.6333333333333,0.0680762378,55.7421875,1.02,0,-7.79891706770286e-13,"5",3.08
"1",1,"SE",19,1,"P",1.17,531.5,31,1,16.915,4,0.85,20,354.59,0,22.15234375,1.1,1,0,"3",1.88
"0",1,"SD",19,1,"P",1.135,533,16,1,39,22,2,60,192.56,0.0628975083,71.796875,1,1,251,"3",2
"0",0,"SB",19,1,"P",1.21,500,8,1,73.34,10,2,44,0,0,85.890625,1.175,1,0,"3",2.65
"1",0,"SA",18,1,"P",1.05,166.059523809524,21,1,26.9055555555556,11,0,40,89.7725,0.1099224619,74.734375,1,1,0,"3",0
"0",0,"SN",18,1,"P",2,696.708333333333,4,2,64,11,0.72,37,342.706666666667,0.2333856388,66.28125,1,2,0,"3",1
"0",0,"SA",18,1,"P",1.42,669,25.2,1.32,115.31,5,0,28,379.48,0.3753538672,94.90625,1.17,0,4.49999999999961,"5",1.43583333333333
"1",0,"SH",20,2,"P",1.02,447.75,11,1.16,50,15,2,33,176.676666666667,0,75.59375,1.05,0,9.48999999999942,"5",3.21
"1",0,"SC",18,1,"P",1,839.733333333333,3,1,1,27,0,27,103.73,0,90.25,1,1,0,"3",2
"0",1,"SF",18,1,"P",1.65,685.166666666667,23.02,1.44,228.12,18,1.33,26,395.76,0.1309778555,13.337890625,1,0,139.9825,"5",0
"0",0,"SO",19,1,"P",1.01,378.233333333333,33,1,32.16,12,2,22,209.7175,0,71.21875,1.02,1,0,"3",2.3325
"0",0,"SC",18,1,"P",1.06,371,16,1,0,17,0.5,17,164.74,0.1538628144,46.0078125,1.01,1,0,"3",4
"0",2,"SF",19,2,"P",1.27111111111111,613,43,1,56.38,5,2,15,413.8,0.1692813328,26.35546875,2,1,0,"3",0
"1",0,"SL",18,1,"P",1.04,313.184523809524,24.575,1.09,30.7166666666667,13,0,29,165.32,0,65.75,1,0,1.35999999999933,"5",0.450454545454545
"0",0,"SA",18,1,"P",1.12,172,7,1,58.1266666666667,6,0,12,132.93,0.0499488183,72.828125,1,1,42,"3",1.12
"0",0,"SB",18,1,"P",1.06,200,17.47,1.03,40.23,7,0,13,177.435,0,51.25,1.02,0,4.07999999999924,"5",2.25
"0",0,"SL",21,1,"P",1.17,500,16,2,1,16,3,7,1,0.2044744301,58.578125,1,2,0,"3",1.49
"0",0,"SO",18,1,"P",1.08,154.5,9,1,32.14,2,0,6,147.73,0.1722355196,52.734375,1,1,0,"3",2
"0",0,"SB",18,1,"P",1,343,2,1.17,40,3,0,9,168.32,0,92.328125,1.07,0,7.68999999999944,"5",2.45
"0",0,"SC",18,1,"P",1.04,456,30.812,1.01,30.59,7,0,4,331.186666666667,0.0083922354,57.078125,1.06,0,9.95999999999929,"5",2.36
"0",0,"SO",19,1,"P",1.02,241,18,1.02,20,14,1,12,99.26,0.0276349195,75.625,1.01,0,6.03999999999927,"5",2.25
"0",0,"SE",19,1,"P",1.165,524,15,1,39.35,3,2,5,391.48,0,88.421875,1.09,1,0,"3",1.81
"0",0,"SA",19,1,"P",1.02,216,18.27,1.05,42.31,0,0,4,229.59,0,59.078125,1.045,0,13.1299999999993,"5",2.45
"0",0,"SA",22,1,"P",1.06,500,18,1,39,22,2,3,464,0.0285120792,61.0078125,1.11,0,4.1499999999994,"2",2.5
"0",1,"SH",18,1,"P",1,463.625,6,1,15,8.05,1,2,324.27,0.6857677996,33.8359375,2,1,1,"3",1
"0",0,"SM",19,1,"P",2,550,3,2,79,2,1,17,526,0.2691101274,74.515625,1,2,0,"3",2
"0",0,"SH",19,1,"P",1.08,1850,9,1,47.335,2,2,12,610.2,0.0613835288,38.5390625,1.05,1,0,"3",2.6
"0",0,"SA",19,1,"P",1,200,2,1,0,8.88666666666667,2,3,184.82,0.0744625384,59.5625,1,1,223,"3",1.32
"0",0,"SL",18,1,"P",1.3,503.142857142857,24,1,52.97,4,0.409999999999999,2,340.16,0.3593237605,30.50390625,1.14,1,0,"3",1.27
"1",0,"SO",18,1,"P",1.155,1775.33333333333,36.945,1.17,34.28,26,14,48,787.465,0.1511906707,70.078125,1.1,0,65.0799999999997,"5",1.96
"0",0,"SB",19,2,"P",2,100,4,1,179,2,1,2,289.8,0.8074873462,36.28125,2,1,0,"3",1
"0",0,"SO",18,1,"P",1.05,212,22.9,1.02,48.32,6.8,0.249999999999999,2,206.4175,0.370053608,55.609375,1.06,0,6.74999999999927,"5",2.47
"0",0,"SK",19,1,"P",1.05,284.833333333333,14.05,1.05,41.165,12.0316666666667,1.03,18.38,160.793333333333,0.0223425313,67.171875,1.02,0,-7.34701188775944e-13,"5",2.43
"0",0,"SC",19,2,"P",1.105,629.833333333333,18,1,0,13,1,22,204.328181818182,0,73.578125,1.06,1,0,"3",1.95
"0",1,"SO",19,1,"P",1.02,487.4,65,1,40.16,12.4633333333333,0.96,23.42,246.9975,0,80.34375,1.03,1,0,"3",2.5625
"0",1,"SC",26,1,"H",1.08,2342.5,13,1,0,5.94,1,10.69,1237.65,0,55.4808984375,1.12,1,0,"3",2.22333333333333
"0",40,"SO",19,1,"P",2.33,614,11,5,231.293333333333,5,0,25,808.65,0.3589964965,75.015625,1,3,0,"1",0
"0",0,"SO",18,1,"P",1.02,144,11,1,40.25,6.56333333333333,0.1975,13.1783333333333,135.53,0.0599414642,52.3046875,1.01,1,0,"3",2.45
"0",0,"SF",18,1,"P",1.09,345.5,17.6566666666667,1.09,44.5133333333333,10,0,22,212.19,0.1251546154,68.21875,1.04,0,19.73,"5",2.03
"0",0,"SO",19,1,"P",1.05,224.166666666667,12.38,1.18,48.8,4,2,26,177.56,0.1693932978,68.328125,1,0,23.1,"5",1
"0",0,"SD",23,1,"R",1,707,4,1,86.01,4.24,1.38,9.46,681.433333333333,0.5508633256,28.4765625,1,1,0,"3",2
"0",0,"SN",30,1,"R",1.4,2850,12,1.59,0,13.96,8,23.53,0,0.0093316508,76.875,1,0,352.73,"5",0
"0",0,"SO",18,1,"P",1.24,364.142857142857,8,1.12,20,8.356,0.309999999999999,9.85333333333333,256.17,0.4388462771,27.79296875,2,0,35.4599999999999,"5",1
"0",0,"SL",18,1,"P",1.04,303.625,20.7375,1.02,44.96,8.37,0,12.76,216.45,0.212138223,54.5078125,1.02,0,2.52999999999925,"5",2.31
"0",0,"SA",18,1,"P",2,600,3,1.4925,63.87,19,0,33,433,0.0102952337,62.8125,1,0,96.77,"5",1
"0",0,"SF",18,1,"P",1.06,497.958333333333,34.0833333333333,1.14,41.9,10.43,0,22.495,369.77,0,89.125,1.08,0,2.31999999999939,"5",1.6925
"0",1,"SO",20,1,"R",1.02,338,20.39,1.05,49.22,5.6,1.08,6.78,344.13,0.3110062452,55.7890625,1.11,0,8.0099999999993,"5",2.58
"0",1,"SO",18,1,"P",1,100,5,2,62.96,27,0,14,173.08,0.057890901,50.625,1,2,0,"3",1.43
"0",0,"SA",20,2,"P",1.09,2350,19,1,0,10,4,15,0,0,61.3046875,1.09,1,0,"3",2.4175
"1",0,"SG",19,0,"P",1,783.5,2,2,34,7,0,81,264.266666666667,0.0950178895,84.796875,2,2,0,"3",0
"1",0,"SO",19,1,"P",1.1,310,14.464,1.18,27.3,18,1,67,73.3528571428571,0.1772924825,84.109375,1.06,0,2.73999999999926,"5",2.25833333333333
"1",1,"SC",20,3,"P",2,700,3,2,21,8,2,59,0,0.0355147632,56.3671875,1,2,0,"3",1.275
"1",0,"SA",18,1,"P",1.29,623.5,53,1,119.3,16,0.279999999999999,52,394.992,0.0755090916,80.34375,1.25,1,0,"3",1.39
"1",0,"SH",28,1,"P",1.18,1315,13,1,21.005,9,3.81,51,443.04,0.0950913697,34.9609375,1.04,1,0,"3",2.11
"1",0,"SB",18,1,"P",1,634.9,2,1.21,0,16,0.49,59,132.49,0,62.09375,1,0,4.14999999999988,"5",0
"1",1,"SL",24,1.586,"P",1,250,6,3,19.2166666666667,15,7,47,1,0,76.390625,1,2,0,"3",2
"1",0,"SO",19,1,"P",1,50,5,2,14.773,14,1,48,72.245,0,48.0390625,1,2,0,"3",1.31333333333333
"1",0,"SO",18,0,"P",1.08,216,15.265,1.24,36.7,8,0,47,96.18,0.132870005,78.3125,1,0,1.17999999999987,"5",0
"1",0,"SC",18,1,"P",1.16,388.559523809524,38,1,46.5,11,0,46,279.19,0,59.3046875,1,1,0,"3",1
"1",0,"SH",18,1,"P",1.1,524.166666666667,25.29,1.19,18.89,20,0,44,227.52,0.1602440407,75.3125,1,0,23.8699999999999,"5",0
"1",0,"SA",19,1,"P",1.03,247,13.37,1.09,28.53,20,1,44,96.76,0.0208695199,68.3125,1,0,11.2899999999999,"5",0
"1",1,"SH",18,1,"P",1,581.5,3,1.21,5.89,16,0,42,108.54,0.0644287262,66.59375,1.02,0,3.65999999999925,"5",2.18
"1",0,"SB",20,1,"P",1.08,150,20,1.15,28.81,7,1.745,40,31,0.2085289271,75.625,1.05,0,16.0699999999993,"5",2.19833333333333
"1",0,"SL",18,1,"P",1.23,765.75,29,1,31.49,17,0.309999999999999,43,319.06,0.1844912209,45.1953125,1.12478260869565,1,0,"3",1.57
"1",0,"SN",19,1,"P",1.05,383.916666666667,16,1.13,44,10,1,38,283.01,0.1125191082,93.96875,1.06,0,9.11999999999929,"5",2.26
"1",0,"SM",17,1,"P",1.09,407,18.7936666666667,1.17,30.63,5,0.83,37,157.746666666667,0.0090160964,75.671875,1,0,6.22999999999986,"5",0
"1",0,"SO",18,1,"P",1.06,191.416666666667,22,1,22.49,20,0,37,72.09,0.0569495675,83.5,1,1,0,"3",0
"1",1,"SB",19,1,"P",1.35,489.625,9,1.54,44,3,2,36,358.89,0.2412705985,91.25,1,0,67.46,"5",0
"1",1,"SA",18,1,"P",1.08,279.5,28.27,1.06,36.3,10,0,36,162.63,0.0131836842,87.59375,1,0,4.27999999999989,"5",0
"1",0,"SB",21,1,"P",1,800,5,2,45,11,3,29,421.98,0.1419987534,62.578125,1,2,358,"3",0
"1",0,"SO",19,0,"P",1.11,380.5,12,1,40,9,1,29,189.582,0.3441848643,72.421875,2,1,0,"3",0
"1",0,"SE",17,1,"P",1.02,515,22.64,1.09,46.9133333333333,15,0.65,28,390.438666666667,0,48.4921875,1.12,0,1.20999999999925,"5",4
"1",0,"SO",18,1,"P",1.05,303.5,41,1,35.57,8,0.119999999999999,28,224.17,0.1933631194,46.5234375,1.02,1,0,"3",2.20884615384615
"1",0,"SF",20,1,"P",1.01,279.3,7,1,29,9,1,27,108.26,0.0506629243,88.0625,1.02,1,0,"3",2.6
"1",0,"SK",18,0,"P",1.26,578,56,1,13.7566666666667,17,0,25,249.32,0.0495084682,44.1328125,1,1,0,"3",2
"1",0,"SG",18,1,"P",1.28,1023.5,22.22,1.22,18.78,16,0.69,25,306.96,0.0063331244,34.5234375,1,0,45.8033333333333,"5",0
"1",1,"SM",18,1,"P",1.26,563.333333333333,19,2,26.25,5,1,25,285.62,0.022136276,80.671875,1,2,0,"3",0
"1",1,"SC",18,0,"P",1.11,50,7,1,27.64,5,0,24,66.44,0.0837581018,65.5625,1.02,1,0,"3",2.66
"1",840,"SC",25,1,"P",1.19,1047,24,1,24.81,5,2.66,24,588.81,0.0087310344,67.28125,1,1,0,"3",1
"1",0,"SC",18,1,"P",1,50,2,1,17.015,2,0,22,66.74,0,61.0859375,1,1,0,"3",0
"1",0,"SL",18,1,"P",1.07,285.625,26.2301666666667,1,27.42,14,0,22,218.04,0.023683432,86.578125,1.02,0,-7.5061734605697e-13,"5",2.24
"1",0,"SN",19,1,"P",1.01,529.875,14.1,1.13,16.32,15,1.55,25,169.64,0.1038243149,63.4140625,1.04,0,4.45999999999927,"5",2.32
"1",0,"SE",18,1,"P",1.12,358,35,1,28.31,10,0,20,252.733333333333,0.267096634,30.22265625,1.03,1,0,"3",2.02
"1",0,"SC",18,1,"P",1.06,100,9,1,20.7216666666667,8,0,20,82.01,0,64.25,1,1,0,"3",0
"1",0,"SA",18,1,"P",1,500,2,1,17.535,0,0,21,61,0.2350539393,54.359375,2,1,0,"3",0
"1",0,"SL",18,1,"P",2,200,3,2,30.06,5,0,19,173.041666666667,0.055131204,67.953125,1,2,15,"3",3
"1",2,"SA",20,2,"P",1,608.466666666667,6,1,0,14,2,18,189.89,0,74.359375,2,1,0,"3",0
"1",0,"SH",18,0,"P",1,672.25,3,1,5.89733333333333,23,0,17,123.36,0,73.953125,1,1,0,"3",0
"1",0,"SC",18,1,"P",1.08,309.541666666667,30.4375,1.08,55.44,13,0,15,225.13,0,85.453125,1,0,1.18999999999988,"5",0
"1",0,"SO",19,1,"P",1.05,181,23,1,20.39,16,0,15,103.005,0.0660938818,25.2265625,1,1,0,"3",0.620833333333333
"1",0,"SH",18,1,"P",1.32666666666667,640.458333333333,15.8716666666667,1.33,13.88,8,1,13,116.03,0,86.171875,1,0,28.0499999999999,"5",0
"1",0,"SB",18,0,"P",1.06,224.5,13.2,1.07,32.67,15,0,14,88.8211904761905,0.2570339208,68.140625,1.03,0,-7.86712917033583e-13,"5",2.405
"1",0,"SA",19,1,"P",1.1,465.916666666667,11,2,12.89,15,2,14,202.702,0.1917737024,58.9453125,1,2,0,"3",1.1
"1",0,"SO",18,1,"P",1.08,116.642857142857,14,1,20.6483333333333,3,0,13,78.26,0.0485799856,61.8984375,1,1,0,"3",0
"1",160,"SA",19,1,"P",1.04,663,9,2,10.42,7,0,16,85.18,0.0167713489,83.21875,1.06,1,0,"3",3
"1",0,"SF",18,0,"P",1.07,312.5,6,1,35.47,1,0,12,99.92,0,18.5078125,1.05,1,0,"3",2
"1",1,"SA",19,1,"P",1,150,5,1,26.9066666666667,2,1.11333333333333,12,0,0,44.5,1.095,1,0,"3",2.48
"1",1,"SC",18,1,"P",1.09,328.291666666667,32.81,1.09,50.89,19,0,12,261.38,0,74.96875,1,0,5.6599999999999,"5",0
"1",0,"SF",18,1,"P",1.04,228.125,13.61,1.07,28.2466666666667,7,1,13,114.13,0.0709155211,58.5546875,1.02,0,2.16999999999925,"5",2.19
"1",0,"SA",18,1,"P",1.02,154,15.3644444444444,1.03,35.095,8,0,11,104.66,0.0078058729,59.0859375,1.03,0,7.15999999999923,"5",2.25
"1",0,"SF",18,1,"P",1.01,223.3,9,1,26.75,2,0,11,103,0,81.90625,1.01,1,0,"3",2.2125
"1",200,"SO",18,0.73,"P",1,100,2,1.17,22.0233333333333,28,0,10,63,0.0949587997,23.375,1.02,0,13.0299999999994,"5",2.50833333333333
"1",0,"SO",18,1,"P",1.09,144.267857142857,14.02,1.01,28.1216666666667,3,0,11,120.08,0.1606869833,51.8125,1,0,3.43999999999926,"5",0.486428571428571
"1",1,"SO",17,1,"P",1.09,198.583333333333,13.1233333333333,1.05,30.975,21,0.241612903225806,10,78.42,0.0059373075,77.765625,1,0,9.92999999999986,"5",0
"1",2,"SE",18,1,"P",1,455.5,2,1,26,27,0,12,263.228333333333,0.245533214,75.34375,1.09,1,0,"3",1.92
"1",0,"SA",18,1,"P",1.03,129.5,16,1,21.61,7,0,9,74.81,0.0421218846,68.90625,1.045,1,0,"3",2.195
"1",260,"SO",18,1,"P",1.07,289.5,9,2,20,8,0,17,65.5,0,84.0625,1.02,1,0,"3",4
"1",1,"SC",17,1,"P",1.05,261.5,15.1866666666667,1.04,30.9966666666667,7,0.47,9,108.95,0,70.21875,1.03,0,4.40999999999924,"5",2.08
"1",0,"SO",16,0.418,"P",1.05,243.583333333333,9.475,1.08,32.34,19,0.52,8,74.27,0.0745669217,28.73828125,1.05,0,3.07999999999928,"5",3
"1",0,"SL",18,1,"P",1.14,50,24,1,38.265,1,0.476666666666667,7,274.04,0.3655740693,40.8671875,1,1,13,"3",0
"1",0,"SM",18,0,"P",1,408.833333333333,1,1.29,16,2,0,7,137.856666666667,0.0613179668,49.859375,1,0,6.09999999999983,"5",1
"1",0,"SC",18,1,"P",1,150,3,1,13.24,16,0,7,31,0.0732623052,43.78125,1.01,1,0,"3",1.7175
"1",0,"SK",18,1,"P",1.22,933.5,30.3275833333333,1.32,29.79,10,0,7,1321.94,0,98.5625,1,0,183.05,"5",0
"1",0,"SM",17,1,"P",1.14,350.333333333333,14.915,1.14,40.1033333333333,2,0.149999999999999,6,224.17,0.2603777032,72.171875,1,0,8.03999999999985,"5",0
"1",1,"SO",18,1,"P",1.03,338.5,12.66,1.09,7.1,6,0,7,76.42,0,65.21875,1,0,4.41999999999931,"5",0.27
"1",800,"SO",19,2,"P",1.24,350,15,2,12.57,11,0,6,227.295,0,39.9375,1,2,1134,"3",1.29
"1",0,"SA",18,1,"P",1,350,3,1,5.89,6,0.270833333333333,8,0,0.0203456116,64.21875,1.07,1,0,"3",2.02
"1",260,"SE",19,2,"P",1.18,250,12,3,0,10,0,5,0,0.0804533488,48.7890625,1,2,733,"3",4
"1",0,"SG",20,1,"P",1.07,521,21.58,1.25,16.22,26,1,4,264.88,0.025501379,37.4140625,1.03,0,15.1499999999993,"5",2.61
"1",1,"SO",18,1,"P",1.02,220.5,9.7575,1.04,28.26,12.95,0.48,4,47.365,0,60.78125,1.06,0,4.40999999999923,"5",3.22
"1",120,"SF",18,0.54,"P",1.03,247.97619047619,18.1016666666667,1.06,30.0633333333333,2,0.189999999999999,4,191.8,0,58.9014760044643,1,0,9.28999999999937,"5",0.27
