"","Year","Month","Day","wday","GOOD","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","D_02","I_03","I_04","I_05","I_06","D_01","ER_01","ER_02","P_01","S_01","S_02","CA_01","CA_02","CA_03","app_id","id"
"1774","2005","08","24","Wednesday","0",0,"SH",19,0,"P",1,500,527,15,1,11,0.101429599,0,1,2,69.4375,2,0,"3",118,1,2599,"dm"
"1775","2005","08","24","Wednesday","0",200,"SC",20,0,"P",1,3950,2667,14,1,3,0.084263854,165,13,2,54.296875,1,1,"5",0,0,2445,"dm"
"1776","2005","08","24","Wednesday","0",0,"SO",19,0,"R",1,100,2697,2,1,47,0,0,20,2,95.015625,1,1,"4",0,0,2405,"dm"
"1777","2005","08","24","Wednesday","0",460,"SM",18,0,"P",2,1750,1737,38,1,2,0,1,3,2,77.234375,1,1,"3",0,1,2544,"dm"
"1878","2005","08","25","Thursday","0",0,"SA",20,2,"P",2,100,775,33,1,81,0.179587476,0,19,2,58.859375,1,1,"5",0,0,2741,"dm"
"1879","2005","08","25","Thursday","0",1,"SO",19,0,"P",1,300,0,2,1,33,0.525234286,0,13,1,43.0234375,1,4,"3",0,1,2777,"dm"
"1880","2005","08","25","Thursday","0",0,"SF",18,0,"P",4,150,526,64,1,21,0.042836707,0,14,0,84.734375,1,4,"3",65,1,2782,"dm"
"1881","2005","08","25","Thursday","0",0,"SO",21,0,"P",2,100,0,6,3,20,0.202396956,19,26,4,41.6015625,1,3,"2",19,2,2828,"dm"
"1882","2005","08","25","Thursday","0",0,"SO",18,0,"P",2,100,1705,21,1,17,0.020588406,0,6,0,51.515625,2,2,"3",0,1,2717,"dm"
"1883","2005","08","25","Thursday","0",0,"SB",19,0,"P",1,150,0,7,1,10,0,40,0,0,47.8203125,1,3,"5",0,0,2799,"dm"
"1884","2005","08","25","Thursday","0",1,"SO",19,0,"P",1,300,527,11,1,16,0,0,14,0,81.203125,1,4,"3",32,1,2818,"dm"
"1885","2005","08","25","Thursday","0",0,"SD",18,0,"P",1,300,529,7,1,17,0.214428782,0,12,0,44.46875,2,3,"3",0,1,2784,"dm"
"1886","2005","08","25","Thursday","0",0,"SL",18,0,"P",1,350,775,17,1,12,0.095200709,0,14,0,63.6328125,1,2,"5",0,0,2680,"dm"
"1887","2005","08","25","Thursday","0",1,"SC",19,0,"P",2,350,681,12,1,7,0.290423824,35,3,1,45.40625,1,0,"5",0,0,2635,"dm"
"1888","2005","08","25","Thursday","0",0,"SC",19,0,"P",2,350,373,4,1,6,0.033166548,41,0,0,35.28125,3,0,"3",1145,1,2788,"dm"
"1889","2005","08","25","Thursday","0",0,"SB",18,0,"P",1,250,0,4,1,21,0.02828782,0,4,0,68.125,1,2,"5",85,0,2631,"dm"
"1890","2005","08","25","Thursday","0",0,"SL",18,0,"P",1,50,62,1,1,6,0.759233011,686,17,0,32.296875,1,0,"5",122,0,2834,"dm"
"1891","2005","08","25","Thursday","0",240,"SC",18,0,"P",3,650,62,21,1,4,0.243894503,0,1,0,63.5,2,1,"3",0,1,2671,"dm"
"1892","2005","08","25","Thursday","0",0,"SO",18,0,"P",2,650,775,18,1,4,0.006636758,1,19,2,77.78125,1,3,"5",1185,0,2853,"dm"
"1893","2005","08","25","Thursday","0",160,"SO",18,0,"P",1,150,31,7,1,2,0,0,14,0,71.359375,1,2,"5",1024,0,2764,"dm"
"1894","2005","08","25","Thursday","0",0,"SA",20,0,"P",1,150,498,10,1,1,0.424772946,46,7,1,39.625,1,4,"5",561,0,2740,"dm"
"1895","2005","08","25","Thursday","0",0,"SO",20,0,"P",3,250,775,34,1,3,0,0,25,1,19.4453125,1,1,"3",0,1,2637,"dm"
"1896","2005","08","25","Thursday","0",0,"SH",18,1,"P",1,100,435,3,1,2,0.442269526,1,14,0,43.1796875,1,2,"5",478,0,2654,"dm"
"1897","2005","08","25","Thursday","0",0,"SM",18,0,"P",1,600,123,15,1,2,0.127645349,1,2,0,53.5625,1,2,"5",152,0,2816,"dm"
"1898","2005","08","25","Thursday","0",0,"SC",18,0,"P",4,1050,278,57,1,20,0,0,0,0,47.53125,1,0,"5",0,0,2665,"dm"
"1899","2005","08","25","Thursday","0",320,"SC",24,0,"R",2,100,528,20,1,2,0.185129037,0,0,0,25.51171875,1,1,"3",0,1,2768,"dm"
"1901","2005","08","25","Thursday","0",0,"SF",19,0,"P",1,150,248,6,1,76,0.275846615,69,22,0,61.5703125,1,0,"5",27,0,2791,"dm"
"1902","2005","08","25","Thursday","0",0,"SA",19,0,"P",1,300,0,2,1,17,0.03565765,50,13,0,51.6171875,1,2,"5",1292,0,2672,"dm"
"1903","2005","08","25","Thursday","0",720,"SC",28,0,"R",7,800,1924,96,2,25,0.370602522,1,20,2,50.3046875,1,3,"3",251,1,2756,"dm"
"1904","2005","08","25","Thursday","0",0,"SB",22,2,"P",1,700,248,7,1,16,0.058161798,0,3,3,68.296875,1,3,"5",1012,0,2644,"dm"
"1905","2005","08","25","Thursday","0",0,"SO",24,0,"R",3,6300,5022,32,1,9,0.257216827,0,4,0,25.04296875,2,0,"5",588,0,2698,"dm"
"1906","2005","08","25","Thursday","0",0,"SA",20,0,"P",2,2550,1207,18,1,38,0.35949851,15,2,0,65.59375,1,2,"5",0,0,2699,"dm"
"1907","2005","08","25","Thursday","0",0,"SL",19,0,"P",1,50,0,1,2,23,0.214536485,0,10,1,62.5390625,1,1,"3",0,1,2760,"dm"
"1908","2005","08","25","Thursday","0",1,"SO",18,0,"P",1,50,1551,23,1,19,0.204456216,0,11,0,38.8984375,1,2,"3",0,1,2802,"dm"
"1909","2005","08","25","Thursday","0",0,"SN",22,0,"P",1,2800,1830,7,2,19,0.106518798,11,20,4,55.25,1,4,"3",377,2,2662,"dm"
"1911","2005","08","25","Thursday","0",0,"SO",19,0,"P",1,200,62,1,1,23,0.060001138,36,11,3,54.2265625,1,0,"3",0,1,2801,"dm"
"1912","2005","08","25","Thursday","0",0,"SB",20,0,"P",1,750,498,3,1,22,0.013474337,0,27,2,99,1,1,"5",0,0,2837,"dm"
"1913","2005","08","25","Thursday","0",0,"SC",18,0,"P",2,200,62,11,1,28,0,0,19,0,76.15625,1,3,"5",45,0,2795,"dm"
"1915","2005","08","25","Thursday","0",0,"SD",19,0,"P",2,400,95,7,3,45,0.182548104,0,13,1,68.359375,1,1,"5",0,0,2747,"dm"
"1916","2005","08","25","Thursday","0",0,"SO",18,0,"P",4,200,713,46,1,36,0.142561738,0,13,0,46.2265625,1,2,"5",997,0,2661,"dm"
"1917","2005","08","25","Thursday","0",1,"SC",18,0,"P",2,50,278,50,1,33,0.041645162,0,2,2,57.71875,1,2,"3",0,1,2749,"dm"
"1918","2005","08","25","Thursday","0",1,"SE",21,0,"P",2,600,0,20,3,47,0,36,18,2,42.921875,1,1,"3",114,3,2736,"dm"
"1925","2005","08","25","Thursday","0",0,"SB",18,0,"P",2,650,1488,22,1,61,0.105479406,0,26,0,75.890625,1,4,"3",0,1,2835,"dm"
"1968","2005","08","26","Friday","0",0,"SO",19,0,"P",2,700,31,22,1,6,0.069910811,0,7,1,62.4296875,1,0,"3",0,1,2880,"dm"
"1969","2005","08","26","Friday","0",0,"SO",18,0,"P",1,250,0,3,3,9,0.35635174,226,4,0,64.078125,1,1,"3",0,3,3094,"dm"
"1976","2005","08","26","Friday","0",0,"SK",18,0,"P",4,200,0,55,1,34,0.046687931,0,13,0,76.53125,1,1,"3",0,1,3023,"dm"
"1980","2005","08","26","Friday","0",0,"SO",23,1,"P",2,2850,279,14,1,52,0,0,20,6,61.9765625,2,0,"3",0,1,2879,"dm"
"1981","2005","08","26","Friday","0",1000,"SN",24,0,"P",2,300,529,4,2,42,0.12909237,0,11,8,56,1,0,"3",0,1,2979,"dm"
"1982","2005","08","26","Friday","0",1,"SO",18,0,"P",2,1100,31,10,1,20,0,35,3,0,88.875,1,4,"5",0,0,3071,"dm"
"1983","2005","08","26","Friday","0",1000,"SK",18,0,"P",1,1450,2667,25,1,26,0.271899966,90,11,0,37.875,1,3,"3",27,1,2971,"dm"
"1984","2005","08","26","Friday","0",0,"SO",18,0,"P",1,3550,1858,23,1,24,0.220399335,299,2,0,47.4375,1,1,"3",0,1,3009,"dm"
"1985","2005","08","26","Friday","0",0,"SB",18,0,"P",2,250,0,5,2,19,0.040063787,25,3,2,83.1875,1,1,"3",0,1,3128,"dm"
"1986","2005","08","26","Friday","0",400,"SO",21,0,"P",1,2200,342,21,1,16,0.076415806,0,6,1,63.7421875,1,2,"3",0,1,2957,"dm"
"1988","2005","08","26","Friday","0",0,"SO",18,0,"P",1,8950,2697,22,1,16,0,45,2,0,62.40625,1,3,"3",0,1,3070,"dm"
"1989","2005","08","26","Friday","0",0,"SC",18,0,"P",1,500,404,3,1,17,0.046296506,55,9,1,61.75,1,2,"5",0,0,3092,"dm"
"1990","2005","08","26","Friday","0",0,"SG",19,0,"P",4,2600,342,83,2,13,0.037987966,0,17,0,74.5625,1,1,"3",0,1,2969,"dm"
"1991","2005","08","26","Friday","0",1,"SO",19,0,"P",3,750,0,32,1,13,0.16076379,40,0,0,40.6171875,1,2,"3",0,1,3013,"dm"
"1992","2005","08","26","Friday","0",1,"SA",18,0,"P",1,500,497,7,1,11,0,0,8,0,60.265625,1,4,"3",28,1,3082,"dm"
"1993","2005","08","26","Friday","0",0,"SM",19,0,"P",2,100,497,16,1,18,0.08014557,119,2,2,39.125,1,0,"5",0,0,3065,"dm"
"1994","2005","08","26","Friday","0",0,"SD",18,0,"P",2,350,278,16,1,12,0.168520459,1,0,0,33.484375,2,0,"5",0,0,3126,"dm"
"1995","2005","08","26","Friday","0",0,"SD",18,0,"P",1,300,0,4,1,11,0.096985973,0,10,2,29.0234375,1,2,"5",0,0,2902,"dm"
"1996","2005","08","26","Friday","0",1,"SB",19,0,"P",2,350,0,2,4,10,0.039619142,0,10,2,80.03125,3,2,"3",122,3,2992,"dm"
"1997","2005","08","26","Friday","0",0,"SK",19,0,"P",1,1500,1983,9,3,15,0.0829023,1,6,3,70.453125,1,1,"3",0,1,2978,"dm"
"1998","2005","08","26","Friday","0",2,"SO",19,0,"P",3,1850,1797,35,1,10,0.141609572,41,21,0,63.140625,1,0,"3",0,1,3032,"dm"
"1999","2005","08","26","Friday","0",0,"SB",19,0,"P",1,1050,527,2,1,9,0.086372038,1,0,0,42.4921875,1,1,"5",0,0,2887,"dm"
"2000","2005","08","26","Friday","0",0,"SO",19,0,"P",1,100,278,17,1,17,0.387368229,50,23,2,37.6015625,1,4,"3",127,1,2919,"dm"
"2001","2005","08","26","Friday","0",0,"SO",19,0,"P",2,100,0,10,1,9,0,0,26,1,63.71875,1,1,"3",0,1,3104,"dm"
"2006","2005","08","26","Friday","0",0,"SN",18,0,"P",2,500,1177,22,1,28,0.001350381,0,6,0,61.0625,1,0,"3",0,1,2999,"dm"
"2009","2005","08","26","Friday","0",0,"SC",18,0,"P",2,150,529,44,1,31,0.080188794,0,8,0,48.828125,1,3,"3",0,1,3005,"dm"
"2010","2005","08","26","Friday","0",1,"SN",21,0,"P",2,150,92,3,4,8,0.023181012,25,1,0,70.328125,1,1,"2",0,0,3102,"dm"
"2011","2005","08","26","Friday","0",0,"SK",19,0,"P",1,1500,744,1,1,11,0.11467329,55,25,0,63.265625,1,1,"5",327,0,2904,"dm"
"2012","2005","08","26","Friday","0",1,"SB",19,0,"P",2,300,341,3,4,20,0.294155692,0,3,1,36.03125,1,1,"3",0,3,3024,"dm"
"2013","2005","08","26","Friday","0",0,"SH",18,0,"P",3,150,0,3,2,5,0.396343219,24,0,0,32.125,3,1,"5",0,0,3054,"dm"
"2014","2005","08","26","Friday","0",1,"SA",18,0,"P",2,200,92,3,1,8,0.241216634,0,10,0,54.5390625,2,1,"5",98,0,3118,"dm"
"2018","2005","08","26","Friday","0",0,"SA",18,0,"P",1,2050,2667,4,2,5,0.378573185,75,3,0,36.546875,1,1,"5",0,0,2892,"dm"
"2019","2005","08","26","Friday","0",0,"SO",19,0,"P",1,100,868,2,2,62,0.079368172,56,7,1,72.8125,1,2,"3",0,1,3091,"dm"
"2020","2005","08","26","Friday","0",0,"SO",18,0,"P",1,350,31,7,1,5,0.606911713,31,2,0,48.2421875,1,1,"3",0,1,3131,"dm"
"2021","2005","08","26","Friday","0",0,"SO",19,0,"P",1,100,156,10,1,5,0,31,3,2,76.015625,1,0,"5",36,0,3093,"dm"
"2023","2005","08","26","Friday","0",0,"SO",19,1,"P",1,250,279,3,1,3,0.173816107,1,1,1,77.078125,1,2,"5",0,0,3038,"dm"
"2024","2005","08","26","Friday","0",0,"SC",18,0,"P",2,100,185,21,1,1,0.167517475,35,3,0,48.546875,1,3,"3",0,1,3115,"dm"
"2025","2005","08","26","Friday","0",560,"SB",20,0,"P",1,3250,2667,5,2,3,0.123424835,42,4,2,75.140625,1,3,"3",681,2,3077,"dm"
"2028","2005","08","26","Friday","0",0,"SH",19,0,"P",3,500,217,2,2,3,0.018527283,419,0,0,77.921875,2,1,"3",0,1,2886,"dm"
"2029","2005","08","26","Friday","0",0,"SG",19,0,"P",1,750,372,17,1,2,0,15,16,2,64.296875,1,0,"5",0,0,2981,"dm"
"2030","2005","08","26","Friday","0",0,"SA",19,0,"P",2,100,63,6,2,5,0.104533491,0,3,0,40.9921875,1,2,"3",0,1,2941,"dm"
"2033","2005","08","26","Friday","0",0,"SO",21,1,"P",1,100,0,6,1,32,0.111859189,339,14,0,56.234375,1,1,"3",106,1,2888,"dm"
"2034","2005","08","26","Friday","0",0,"SB",19,0,"P",1,350,744,7,2,4,0.225748124,35,4,0,56.859375,1,2,"3",0,1,3141,"dm"
"2035","2005","08","26","Friday","0",0,"SF",19,0,"P",1,100,217,3,2,14,0.047790462,270,6,0,50.8359375,1,1,"3",158,2,2937,"dm"
"2039","2005","08","26","Friday","0",1,"SC",18,0,"P",1,950,1,7,3,23,0.162077202,0,12,2,66.640625,1,2,"5",0,0,2881,"dm"
"2040","2005","08","26","Friday","0",0,"SO",26,0,"R",2,700,0,10,1,6,0,0,0,0,44.7421875,2,0,"5",0,0,3067,"dm"
"2041","2005","08","26","Friday","0",1,"SA",22,2,"P",1,500,6294,20,1,24,0,15,15,0,52.5234375,1,0,"4",32,0,2921,"dm"
"2043","2005","08","26","Friday","0",0,"SL",18,0,"P",1,600,775,9,1,4,0.188088951,30,2,0,33.03125,1,1,"5",0,0,3083,"dm"
"2270","2005","08","27","Saturday","0",0,"SD",18,0,"P",1,500,62,3,1,55,0.063492205,49,9,0,81.546875,1,1,"5",80,0,3207,"dm"
"2273","2005","08","27","Saturday","0",1,"SF",20,0,"P",1,300,124,4,1,55,0.041831668,0,7,4,83.421875,1,3,"3",0,1,3195,"dm"
"2274","2005","08","27","Saturday","0",1,"SL",21,0,"P",1,2000,775,2,3,41,0,130,13,4,67.34375,1,0,"3",1890,2,3410,"dm"
"2275","2005","08","27","Saturday","0",0,"SC",18,0,"P",1,4400,2884,4,1,36,0.046273732,0,14,0,50.515625,1,1,"5",0,0,3215,"dm"
"2276","2005","08","27","Saturday","0",0,"SB",18,0,"P",1,950,0,8,1,32,0.01902158,51,8,0,60.2109375,1,0,"5",0,0,3298,"dm"
"2277","2005","08","27","Saturday","0",20,"SF",18,0,"P",7,100,154,67,1,28,0.563873228,165,18,0,64.796875,1,0,"3",0,1,3352,"dm"
"2278","2005","08","27","Saturday","0",500,"SO",18,0,"P",1,500,372,5,1,16,0,80,5,2,99,1,2,"3",0,1,3228,"dm"
"2279","2005","08","27","Saturday","0",0,"SL",22,5,"P",3,3400,434,17,2,24,0,0,2,3,52.6015625,1,1,"3",3296,2,3297,"dm"
"2281","2005","08","27","Saturday","0",0,"SB",18,0,"P",1,600,280,3,3,15,0.385301866,21,12,12,87.859375,2,0,"5",0,0,3235,"dm"
"2282","2005","08","27","Saturday","0",1,"SO",18,0,"P",1,150,342,4,1,8,0,60,3,0,71.390625,1,2,"3",0,1,3217,"dm"
"2283","2005","08","27","Saturday","0",0,"SL",19,0,"P",3,800,775,2,2,6,0,0,2,1,47.53125,2,1,"3",0,1,3312,"dm"
"2284","2005","08","27","Saturday","0",0,"SO",19,0,"P",2,2850,2667,33,1,1,0.301109727,40,2,1,33.546875,1,0,"3",0,1,3249,"dm"
"2285","2005","08","27","Saturday","0",0,"SO",18,0,"P",1,400,498,23,1,3,0.515254965,0,7,0,49.6640625,1,1,"3",30,1,3293,"dm"
"2286","2005","08","27","Saturday","0",0,"SC",20,2,"P",1,1450,0,12,1,9,0.024678349,79,28,1,62.078125,1,3,"3",1636,1,3256,"dm"
"2287","2005","08","27","Saturday","0",1,"SH",19,1,"P",1,300,218,25,1,2,0.12754552,70,4,0,76.421875,1,3,"3",0,1,3380,"dm"
"2288","2005","08","27","Saturday","0",600,"SB",20,0,"P",3,200,373,7,1,2,0.222767162,0,4,2,59.5703125,2,2,"2",0,0,3317,"dm"
"2291","2005","08","27","Saturday","0",1000,"SO",24,0,"R",1,150,961,1,1,3,0,69,3,0,33.3046875,2,1,"5",0,0,3178,"dm"
"2292","2005","08","27","Saturday","0",1,"SO",20,0,"R",3,350,0,14,1,11,0.13938496,0,17,0,36.921875,1,0,"5",0,0,3361,"dm"
"2293","2005","08","27","Saturday","0",0,"SL",20,0,"P",1,500,279,9,4,16,0,310,17,0,83.65625,1,0,"3",0,1,3295,"dm"
"2294","2005","08","27","Saturday","0",0,"SH",18,0,"P",1,200,372,3,2,16,0.248693171,45,4,0,58.5234375,1,0,"5",0,0,3371,"dm"
"2295","2005","08","27","Saturday","0",0,"SO",19,1,"P",1,950,0,2,1,4,0.45444141,1,16,3,49.34375,1,1,"3",0,1,3296,"dm"
"2296","2005","08","27","Saturday","0",1,"SD",20,0,"P",1,600,0,4,1,16,0.114639892,0,4,1,65.640625,2,0,"3",0,1,3395,"dm"
"2297","2005","08","27","Saturday","0",1,"SO",24,0,"P",3,200,435,38,1,41,0,0,19,4,73.75,1,0,"3",95,1,3376,"dm"
"2298","2005","08","27","Saturday","0",0,"SM",19,0,"P",2,1500,31,4,2,12,0.026267351,0,9,2,67.859375,2,1,"2",107,2,3179,"dm"
"2299","2005","08","27","Saturday","0",0,"SA",19,0,"P",1,4650,1984,3,1,1,0,0,3,3,62.484375,1,2,"5",19,0,3229,"dm"
"2300","2005","08","27","Saturday","0",0,"SO",18,1,"P",1,500,434,1,1,1,0.124332348,34,3,2,55.359375,2,1,"5",0,0,3340,"dm"
"2301","2005","08","27","Saturday","0",0,"SB",19,0,"P",1,50,0,12,1,3,0,4,0,0,60.21875,1,3,"3",0,1,3288,"dm"
"2302","2005","08","27","Saturday","0",21,"SB",19,0,"P",1,250,248,3,1,5,0,0,24,1,73.765625,2,1,"3",0,1,3267,"dm"
"2303","2005","08","27","Saturday","0",0,"SO",18,0,"P",1,6000,2697,4,1,11,0,49,10,0,64.5,1,0,"5",438,0,3247,"dm"
"2304","2005","08","27","Saturday","0",1,"SM",19,0,"P",1,1900,1706,17,1,5,0.372206525,35,3,1,70.140625,1,3,"3",0,1,3208,"dm"
"2305","2005","08","27","Saturday","0",440,"SA",48,3,"R",1,3950,0,1,1,1,0.303683892,25,3,7,35.9609375,2,0,"3",0,1,3360,"dm"
"2306","2005","08","27","Saturday","0",1,"SA",19,1,"P",4,500,372,46,1,8,0.1406536,75,10,1,43.140625,2,0,"3",0,1,3339,"dm"
"2307","2005","08","27","Saturday","0",0,"SA",19,0,"P",1,150,31,30,1,8,0.270145536,30,0,0,57.15625,1,1,"3",0,1,3287,"dm"
"2308","2005","08","27","Saturday","0",1,"SO",19,0,"P",1,350,157,7,1,25,0.01538683,20,19,3,85.609375,1,2,"5",0,0,3324,"dm"
"2309","2005","08","27","Saturday","0",0,"SG",19,0,"P",1,250,124,6,2,13,0.188441909,40,2,1,62.7890625,1,3,"3",0,1,3336,"dm"
"2310","2005","08","27","Saturday","0",0,"SO",19,0,"P",1,950,961,32,1,10,0.777196674,40,15,1,83.4375,1,0,"3",0,1,3354,"dm"
"2312","2005","08","27","Saturday","0",0,"SD",19,0,"P",2,300,185,7,2,16,0.093024294,44,2,0,73.484375,1,1,"5",0,0,3190,"dm"
"2313","2005","08","27","Saturday","0",0,"SE",19,0,"P",3,150,372,26,1,21,0.353924403,19,9,0,46.7890625,2,1,"3",0,1,3398,"dm"
"2314","2005","08","27","Saturday","0",0,"SB",18,0,"P",1,100,0,4,1,26,0.215331054,21,2,0,68.640625,1,0,"5",0,0,3385,"dm"
"2315","2005","08","27","Saturday","0",1,"SB",27,0,"P",1,2350,529,2,1,12,0.104499284,55,0,3,40.1328125,2,0,"5",0,0,3213,"dm"
"2316","2005","08","27","Saturday","0",580,"SO",21,0,"P",1,1750,1798,21,2,25,0,0,4,1,93.546875,1,0,"3",0,1,3304,"dm"
"2540","2005","08","31","Wednesday","0",0,"SC",20,0,"P",1,50,2014,12,2,67,0,21,18,2,58.8125,1,4,"3",309,2,3636,"dm"
"2550","2005","08","31","Wednesday","0",0,"SB",18,0,"P",2,2350,962,41,1,66,0.002105083,0,13,3,71.484375,1,2,"5",0,0,3704,"dm"
"2552","2005","08","31","Wednesday","0",0,"SO",18,0,"P",1,4050,2294,19,1,52,0.088914725,30,12,0,55.109375,1,0,"5",0,0,3654,"dm"
"2553","2005","08","31","Wednesday","0",1,"SC",18,0,"P",1,200,991,19,1,45,0,90,18,0,45.8671875,1,0,"3",0,1,3781,"dm"
"2554","2005","08","31","Wednesday","0",0,"SK",19,0,"P",1,2850,2884,6,3,44,0.080394946,111,16,0,77.3125,1,0,"3",686,3,3425,"dm"
"2556","2005","08","31","Wednesday","0",0,"SO",19,0,"P",2,50,0,41,1,42,0.118696068,1,15,1,71.046875,1,0,"3",0,1,3672,"dm"
"2557","2005","08","31","Wednesday","0",0,"SC",19,0,"P",1,150,528,8,1,39,0.068335068,110,19,0,87.890625,1,3,"5",0,0,3592,"dm"
"2558","2005","08","31","Wednesday","0",1,"SH",19,0,"P",1,4350,1984,10,2,34,0,1,4,1,84.765625,1,0,"3",0,1,3569,"dm"
"2560","2005","08","31","Wednesday","0",0,"SH",18,0,"P",1,150,744,2,1,25,0.023847058,4,9,0,85.078125,1,1,"3",0,1,3640,"dm"
"2561","2005","08","31","Wednesday","0",1,"SC",18,0,"P",1,100,0,2,2,33,0,30,9,0,78.625,1,1,"3",0,1,3626,"dm"
"2562","2005","08","31","Wednesday","0",0,"SA",18,0,"P",3,250,248,10,2,29,0.453387159,0,4,0,34.875,2,0,"3",0,1,3543,"dm"
"2563","2005","08","31","Wednesday","0",1,"SO",18,0,"P",2,100,1830,60,1,22,0.462542083,0,15,0,48.46875,1,0,"3",0,1,3725,"dm"
"2564","2005","08","31","Wednesday","0",0,"SE",19,0,"P",3,100,775,23,1,20,0,24,14,2,28.01171875,2,0,"3",0,1,3491,"dm"
"2566","2005","08","31","Wednesday","0",0,"SD",19,0,"P",2,150,1023,41,1,18,0.444308919,0,9,2,77.6875,2,0,"3",0,1,3603,"dm"
"2567","2005","08","31","Wednesday","0",0,"SC",18,0,"P",1,250,31,5,1,24,0.084128862,49,7,0,88.921875,1,1,"5",0,0,3591,"dm"
"2568","2005","08","31","Wednesday","0",1,"SD",20,0,"P",1,700,713,5,1,11,0.055905305,0,0,0,40.296875,1,2,"3",0,1,3580,"dm"
"2569","2005","08","31","Wednesday","0",0,"SD",19,0,"P",2,150,125,8,1,9,0.054605498,86,1,1,35.8984375,2,3,"3",0,1,3632,"dm"
"2570","2005","08","31","Wednesday","0",0,"SE",19,0,"P",2,1100,1797,33,1,8,0.329724518,0,7,2,35.328125,2,0,"2",0,1,3557,"dm"
"2571","2005","08","31","Wednesday","0",0,"SO",19,0,"P",4,4050,1983,32,1,8,0,0,0,0,48.9296875,2,0,"2",0,1,3482,"dm"
"2572","2005","08","31","Wednesday","0",0,"SA",18,0,"P",1,2000,649,5,1,5,0.035249306,80,9,0,82.046875,1,0,"5",0,0,3441,"dm"
"2573","2005","08","31","Wednesday","0",600,"SD",30,0,"R",2,1750,1983,24,1,16,0,130,18,0,55.171875,1,2,"5",0,0,3831,"dm"
"2574","2005","08","31","Wednesday","0",0,"SD",18,0,"P",4,4250,3844,63,1,7,0,1,13,0,65.265625,1,1,"3",0,1,3707,"dm"
"2575","2005","08","31","Wednesday","0",0,"SH",18,0,"P",1,250,216,3,2,3,0.118414318,0,6,0,42.640625,1,1,"3",0,1,3810,"dm"
"2576","2005","08","31","Wednesday","0",1,"SM",19,0,"P",2,1000,498,3,1,4,0.179277956,75,7,0,30.609375,1,1,"5",36,0,3738,"dm"
"2577","2005","08","31","Wednesday","0",0,"SO",19,0,"P",1,500,713,17,1,3,0,55,0,0,47.625,1,2,"2",0,0,3678,"dm"
"2578","2005","08","31","Wednesday","0",100,"SO",18,0,"P",1,150,31,2,1,3,0.185887209,0,20,0,60.8203125,1,1,"3",0,1,3705,"dm"
"2579","2005","08","31","Wednesday","0",0,"SB",20,0,"P",2,400,435,2,1,1,0.684381533,291,6,1,50.0625,2,0,"3",0,1,3533,"dm"
"2580","2005","08","31","Wednesday","0",1,"SB",21,0,"P",3,6750,2697,30,1,2,0.127231376,0,2,1,82.890625,1,1,"5",0,0,3735,"dm"
"2581","2005","08","31","Wednesday","0",0,"SD",18,0,"P",1,1150,961,20,1,3,0.349250345,0,12,0,70.671875,1,1,"5",0,0,3622,"dm"
"2582","2005","08","31","Wednesday","0",0,"SO",19,0,"P",1,2200,342,17,1,1,0,30,3,2,52.4921875,1,1,"3",0,1,3784,"dm"
"2583","2005","08","31","Wednesday","0",0,"SD",18,0,"P",3,150,1737,57,1,5,0.17876242,0,6,0,39.96875,1,0,"3",0,1,3460,"dm"
"2584","2005","08","31","Wednesday","0",0,"SE",33,5,"H",1,4350,529,13,3,33,0,0,9,5,87.859375,1,0,"2",6257,3,3598,"dm"
"2585","2005","08","31","Wednesday","0",1,"SB",19,0,"R",1,2350,2014,2,2,58,0,0,3,0,74.125,1,0,"3",0,1,3461,"dm"
"2586","2005","08","31","Wednesday","0",0,"SE",19,0,"P",1,250,1675,10,1,3,0.128315618,24,2,4,62.3125,1,1,"3",0,1,3739,"dm"
"2587","2005","08","31","Wednesday","0",0,"SC",23,0,"R",2,1800,1892,62,1,8,0.07201673,0,4,2,30.46484375,1,0,"3",0,1,3818,"dm"
"2588","2005","08","31","Wednesday","0",1,"SO",18,0,"P",2,100,278,21,1,4,0.30239803,0,7,0,29.1875,2,0,"3",0,1,3628,"dm"
"2589","2005","08","31","Wednesday","0",1,"SD",23,0,"P",1,200,1177,39,1,4,0.446611867,46,3,5,11.64648438,1,0,"3",0,1,3485,"dm"
"2590","2005","08","31","Wednesday","0",0,"SE",20,0,"P",1,2800,588,21,1,3,0.222133667,150,14,3,56.875,1,1,"5",0,0,3680,"dm"
"2591","2005","08","31","Wednesday","0",0,"SO",18,0,"P",2,50,0,10,1,8,0.116717566,49,3,0,44.7578125,2,0,"2",0,1,3423,"dm"
"2592","2005","08","31","Wednesday","0",1,"SB",18,0,"P",1,100,0,14,2,4,0,89,6,2,85.609375,2,0,"5",0,0,3577,"dm"
"2593","2005","08","31","Wednesday","0",0,"SL",18,0,"P",1,350,775,10,1,3,0.407256551,230,11,0,62.1953125,1,3,"5",0,0,3773,"dm"
"2594","2005","08","31","Wednesday","0",0,"SA",19,0,"P",1,2200,1797,9,1,3,0.421017364,86,0,0,31.80078125,1,0,"5",0,0,3535,"dm"
"2595","2005","08","31","Wednesday","0",600,"SO",29,0,"R",2,250,526,37,1,4,0.286333752,1,3,3,62.671875,1,0,"5",0,0,3481,"dm"
"2596","2005","08","31","Wednesday","0",0,"SA",18,0,"P",1,1800,1550,3,1,7,0.106585803,211,4,0,52.4453125,2,0,"3",0,1,3458,"dm"
