"","Year","Month","Day","wday","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","D_02","I_03","I_04","I_05","I_06","D_01","ER_01","ER_02","P_01","S_01","S_02","CA_01","CA_02","CA_03","GOOD","id","app_id","na_prop"
"4543","2005","09","14","Wednesday",0,"SO",18,1,"P",1.16,308,280.78,21,1,25,0.170047431,43.7,7,0,68.609375,1.04,2.58,"3",0,1,"0","dm",11192,0.133333333333333
"4544","2005","09","14","Wednesday",0,"SB",19,1,"P",1.26,556.083333333333,221.63,29,1,25,0,41.91,10,1,90.546875,1.05,2.02,"3",0,1,"0","dm",11185,0.366666666666667
"4545","2005","09","14","Wednesday",0,"SB",20,1,"P",1.37,850,358.44,38,1,23,0.252357745,61.15,7,3,52.4453125,2,1,"2",105.91,0,"0","dm",11188,0.1
"4546","2005","09","14","Wednesday",0,"SO",18,1,"P",1.29,476.5,274.42,15.18,1,20,0,50.5,7,0,87.46875,1,1,"5",29.38,0,"0","dm",11183,0.1
"4548","2005","09","14","Wednesday",0,"SC",18,1,"P",1.21,556,293.27,14.49,1.04,15,0.138533119,27.66,22,0.109999999999999,69.1875,1.05,2.66,"5",10.5199999999999,0,"0","dm",11198,0.1
"4549","2005","09","14","Wednesday",0,"SL",18,1,"P",1.19,729,289.33,9,1,14,0.101955878,1,13,2,71.328125,1.11,4,"2",0,1,"0","dm",11196,0.333333333333333
"4550","2005","09","14","Wednesday",0,"SL",24,1,"P",1,800,496,2,1,14,0,0,2,2,60.75665039063,1,0,"3",0,1,"0","dm",11197,0.166666666666667
"4551","2005","09","14","Wednesday",0,"SN",18,1,"P",1.14,526,650.33,16.43,1.01,13,0,32.88,7,0.169999999999999,70.140625,1.05,2.35,"5",7.89999999999992,0,"0","dm",11194,0.233333333333333
"4552","2005","09","14","Wednesday",0,"SD",19,1,"P",1.4,150,202.473333333333,9,2,13,0.261056265,0,17,1.74,60.3984375,1,3,"3",0,2,"0","dm",11178,0.0666666666666667
"4553","2005","09","14","Wednesday",0,"SC",18,1,"R",1.23,477,342.37,7,1,15,0,1,5,0,66.359375,1.06,3,"3",0,1,"0","dm",11195,0.233333333333333
"4554","2005","09","14","Wednesday",1,"SC",24,1,"P",1.33,930.5,377.57,27,1,12,0,43.97,11,3,64.359375,1,0,"2",102.84,0,"0","dm",11214,0.1
"4555","2005","09","14","Wednesday",0,"SK",19,1,"P",1,100,235.06,3,1,11,0.025535683,70,5,0.84,58.7265625,1.06,4,"3",0,1,"0","dm",11221,0.1
"4558","2005","09","14","Wednesday",0,"SO",18,1,"P",1.07,322.5,274.32,18.53,1.02,11,0.530599866,54.65,9,0.39,71.046875,1.02,3,"5",20.1599999999999,0,"0","dm",11223,0.3
"4559","2005","09","14","Wednesday",0,"SO",18,1,"P",1.16,299.5,249.826666666667,14,1,10,0,44.42,5,0,55.4453125,1.01,1.64,"3",0,1,"0","dm",11216,0.2
"4560","2005","09","14","Wednesday",0,"SO",19,1,"P",1.08,356,277.81,15.07,1.02,8,0.010217028,42.16,6.84,0.4,71.28125,1.02,2.49,"5",2.79999999999992,0,"0","dm",11230,0.333333333333333
"4561","2005","09","14","Wednesday",0,"SF",20,1,"P",1.57,1850,0,12,2,9,0.04761164,55,3,1,65.28125,2,0,"3",677,2,"0","dm",11226,0.333333333333333
"4563","2005","09","14","Wednesday",0,"SK",19,1,"P",1.35,688.5,331.94,9,1.09,9,0.237175825,45,20,1,87.71875,1,0,"5",69.67,0,"0","dm",11236,0.233333333333333
"4564","2005","09","14","Wednesday",0,"SA",19,1,"P",1.22,441.5,264.49,17,1,7,0.122103302,303,10,1,47.609375,1,0.62,"3",9,1,"0","dm",11229,0.3
"4565","2005","09","14","Wednesday",1,"SA",20,1,"P",2,469.5,331.01,2,1,8,0.16747493,25,4,1.23,42.46875,1.55,1.77,"3",0,1,"0","dm",11218,0.233333333333333
"4566","2005","09","14","Wednesday",0,"SD",19,1,"P",1.19,331.5,265.42,14.31,1.04,7,0.03747335,47.9,5.99,0.46,35.5,1.01,1.92,"5",2.60999999999993,0,"0","dm",11263,0.133333333333333
"4567","2005","09","14","Wednesday",0,"SC",26,2,"P",1.5,3100,393.65,14,3,7,0.431496842,45,9.23,9,59.65625,1,1.14,"3",0,2,"0","dm",11252,0.3
"4568","2005","09","14","Wednesday",0,"SO",22,1,"P",1.19,500,434,10,1,7,0.228592737,0,2,2,56.8203125,1.09,4,"3",0,1,"0","dm",11254,0.0666666666666667
"4569","2005","09","14","Wednesday",0,"SH",18,1,"P",1.25,390,320.65,16.12,1.1,6,0.254107354,84.54,10,0,38.4921875,1,0,"5",24.23,0,"0","dm",11256,0.2
"4570","2005","09","14","Wednesday",0,"SH",19,1,"P",1.21,100,249.14,19,1,6,0,90.54,3,1,42.9375,1,0,"3",0,1,"0","dm",11246,0.333333333333333
"4571","2005","09","14","Wednesday",0,"SA",18,1,"P",1.22,424.5,320.85,15.73,1.06,4,0,117.54,0,0,46.1765039063,1,0,"5",64.39,0,"0","dm",11257,0
"4572","2005","09","14","Wednesday",0,"SD",18,1,"P",1.16,334,298.9,29,1,2,0.148385945,65,4,0,35.453125,1.07,2.78,"3",0,1,"0","dm",11250,0.1
"4576","2005","09","14","Wednesday",0,"SO",18,0,"P",1,550,434,4,1.01,3,0.246901711,38.3,2,0,51.7734375,1.17,2.235,"5",8.19999999999992,0,"0","dm",11272,0.133333333333333
"4577","2005","09","14","Wednesday",1,"SO",21,1,"P",1.44,879.5,435.61,17,3,3,0.143509293,47.47,0,2,59.484375,1,1.18,"3",0,2,"0","dm",11266,0.3
"4578","2005","09","14","Wednesday",0,"SA",22,1,"P",1.15,552.5,358.78,15.8,1.04,1,0.031257601,30.49,1,1.43,60.2265625,1.06,2.65,"5",8.10999999999994,0,"0","dm",11265,0.333333333333333
"4579","2005","09","14","Wednesday",1,"SD",19,0,"P",1.17,434,369.27,20,1,1,0.091178678,49.07,0,0,57.59375,1.08,4,"3",1.44999999999994,0,"0","dm",11258,0.0666666666666667
"4581","2005","09","14","Wednesday",0,"SO",20,1,"P",1.3,477.5,365.51,14,1,2,0.123086332,48.72,28,0,37.765625,1,2,"3",159.213333333333,0,"0","dm",11255,0.166666666666667
"4582","2005","09","14","Wednesday",0,"SO",25,1,"P",1.2,630.5,353.43,19.51,1.11,9.5,0.023647634,64.63,6.71,2.12,23.1640625,1.06,2.28,"5",20.63,0,"0","dm",11287,0.2
"4583","2005","09","14","Wednesday",0,"SO",24,1,"R",2,300,307.05,3,3,17.47,0.462944339,105.67,10.1,3.09,12.5,1,0,"3",330,2,"0","dm",11288,0.333333333333333
"4584","2005","09","14","Wednesday",1,"SD",18,1,"P",1.15,313,258.486666666667,7,1,6,0.036223241,45.33,6,0,43.140625,1.01,2.21,"3",0,1,"0","dm",11293,0.266666666666667
"4585","2005","09","14","Wednesday",0,"SB",21,1,"R",1.51,300,280,7,2,22.34,0,86,9.51,2.36,28.875,2,0,"2",261,2,"0","dm",11285,0.3
"4586","2005","09","14","Wednesday",0,"SD",19,0,"P",1.18,402.583333333333,288.86,44,1,24.1325,0.007732557,34.09,9.35,0,65.046875,1.05,2.68,"3",0,1,"0","dm",11295,0.266666666666667
"4587","2005","09","14","Wednesday",0,"SM",34,1,"R",1.21,1969.5,727.29,31,1,16.81,0.042218203,52.59,8.28,6,54.8359375,1.06,1.75,"5",227.22,0,"0","dm",11290,0.3
"4588","2005","09","14","Wednesday",0,"SO",18,1,"R",1,100,194.52,3,1,11.17,0.019609327,85.07,5.67,0.31,45.7578125,1,1,"3",144,1,"0","dm",11277,0.166666666666667
"4589","2005","09","14","Wednesday",1,"SB",19,1,"P",2,350,310,4,2,2,0.17609325,0,7,2,60.3671875,2,1,"3",0,2,"0","dm",11347,0.166666666666667
"4590","2005","09","14","Wednesday",0,"SO",18,1,"P",1,316.5,230.69,5,1,13.16,0,47.55,7.29,0.119999999999999,72.015625,1,1,"5",40.71,0,"0","dm",11336,0.233333333333333
"4591","2005","09","14","Wednesday",0,"SB",18,0,"P",1.13,437.5,271.04,18.23,1.04,20.98,0.0360395,42.13,10.05,0,78.59375,1.03,2.43,"5",0.129999999999925,0,"0","dm",11319,0.0666666666666667
"4592","2005","09","14","Wednesday",0,"SO",24,1.01,"P",1.12,501,320.33,18.06,1.05,8.56,0,35.34,6.32,2.01,54.1801953125,1.07,2.52,"4",6.84999999999993,0,"0","dm",11337,0.2
"4593","2005","09","14","Wednesday",0,"SO",20,1,"P",1.09,416.5,281.52,16.02,1.03,11.88,0.169683178,41.74,8.17,1.41,68.296875,1.01,1.99,"5",3.40999999999993,0,"0","dm",11340,0.2
"4594","2005","09","14","Wednesday",0,"SO",34,1,"R",1.29,614,447.27,19.36,1.27,12.51,0.004017199,77.01,9.69,2.62,24.28515625,1,1,"5",153.54,0,"0","dm",11327,0.266666666666667
"4696","2005","09","15","Thursday",0,"SD",18,1,"P",1.34,491,209.15,12.88,1.09,58,0,33.64,13,0.45,82.46875,1.07,2.32,"5",17.4799999999999,0,"0","dm",11326,0.266666666666667
"4697","2005","09","15","Thursday",0,"SB",20,1,"P",1,538.25,232.856666666667,2,2,51,0.046737044,38.53,8,3,80.34375,1,1,"3",0,1,"0","dm",11317,0.233333333333333
"4699","2005","09","15","Thursday",0,"SD",18,1,"P",2,426.5,202.42,5,2,48,0.082196208,94.32,7,0.79,23.796875,2,2,"3",0,2,"0","dm",11303,0.266666666666667
"4700","2005","09","15","Thursday",500,"SF",19,1,"P",2,472,331.31,5,2,47,0.22518961,25,12,0,63.9609375,2,2,"3",0,2,"0","dm",11332,0.0333333333333333
"4701","2005","09","15","Thursday",0,"SE",18,1,"P",1.35,329.5,227.97,13.01,1.08,35,0.322873296,37.72,16,2,43.4921875,1.03,1.8,"5",21.21,0,"0","dm",11338,0.1
"4702","2005","09","15","Thursday",0,"SB",18,1,"P",1.28,339,244.16,16.97,1.09,35,0.038459647,58.82,4,0,68.078125,1.02,1.84,"5",1.97999999999993,0,"0","dm",11300,0.166666666666667
"4705","2005","09","15","Thursday",0,"SO",20,1,"P",1.44,50,211.29,11,1,33,0,41,3,1.89,89.59375,1,1.07,"3",52,1,"0","dm",11368,0.233333333333333
"4706","2005","09","15","Thursday",0,"SC",20,1,"P",1.55,488.5,200.31,12,2,31,0,0,19,3,66.625,1,1.44,"3",0,2,"0","dm",11356,0.2
"4707","2005","09","15","Thursday",0,"SA",19,1,"P",1.25,326,242.72,25,1,27,0.197898383,51.8,4,2,65.546875,1.02,2.13,"3",0,1,"0","dm",11355,0.2
"4708","2005","09","15","Thursday",0,"SC",19,1,"P",1.35,418,240.99,12.47,1.06,28,0.346013314,37.84,17,0,61.96875,1.08,3,"5",17.85,0,"0","dm",11371,0.0333333333333333
"4711","2005","09","15","Thursday",0,"SB",18,1,"P",1.32,388,288.65,6,1,27,0.111995029,0,11,0.73,87.46875,1.05,2.53,"5",7.61999999999992,0,"0","dm",11354,0.333333333333333
"4712","2005","09","15","Thursday",1,"SK",19,1,"P",1.23,503.25,298.92,14.74,1.08,25,0.121866536,36.76,4,1,46.8515625,1.04,2.32,"5",1.12999999999993,0,"0","dm",11365,0.3
"4714","2005","09","15","Thursday",0,"SO",19,1,"P",1.31,330,188.32,12.13,1.02,23,0.07170281,30.93,11,1,50.1015625,1.03,2.67,"5",8.17999999999994,0,"0","dm",11362,0.2
"4715","2005","09","15","Thursday",0,"SA",19,1,"P",2,500,0,3,2,21,0,0,21,1,73.03125,2,1,"3",5,1,"0","dm",11361,0.1
"4717","2005","09","15","Thursday",0,"SO",18,0,"P",1.38,254,158.6,10,1.35,20,0.501352631,55,7,1,56.7421875,1,1,"5",80.13,0,"0","dm",11377,0.233333333333333
"4718","2005","09","15","Thursday",0,"SA",19,1,"P",1.23,791,364.47,59,1,17,0,21.18,0,3,60.71017578125,1.09,2.55,"3",0,1,"0","dm",11375,0.0666666666666667
"4719","2005","09","15","Thursday",1,"SK",18,1,"P",1.36,596,223.98,14.998,1.06,16,0,26.86,14,0,83.796875,1.05,2.07,"5",1.23999999999993,0,"0","dm",11350,0.133333333333333
"4720","2005","09","15","Thursday",0,"SO",18,1,"P",3,1500,0,2,4,15,0.020063103,0,4,0,83.40625,1,1,"3",0,4,"0","dm",11357,0.3
"4721","2005","09","15","Thursday",0,"SB",20,0,"P",1.48,388.5,243.49,13.17,1.29,15,0.423526639,49.36,15,2,43.5390625,1,0,"5",92.54,0,"0","dm",11370,0.133333333333333
"4722","2005","09","15","Thursday",1,"SO",19,1,"P",1.43,398.5,217.73,38,1,14,0,27.23,6,1,33.0390625,1,1.01,"3",15,1,"0","dm",11353,0.1
"4724","2005","09","15","Thursday",0,"SE",18,0,"P",1.21,150,217.64,8,1.09,14,0.023948462,60.17,3,0,39.015625,1.04,3,"5",14.24,0,"0","dm",11351,0.233333333333333
"4725","2005","09","15","Thursday",0,"SH",19,1,"P",2,400,0,2,1,13,0,0,14,0,59.8125,3,0,"3",0,1,"0","dm",11400,0.266666666666667
"4726","2005","09","15","Thursday",0,"SO",20,1,"P",1.37,1071.5,291.83,10,1,9,0.02654245,0,22,1,58.578125,1,4,"3",1380,1,"0","dm",11397,0.2
"4727","2005","09","15","Thursday",0,"SC",18,1,"P",1.42,462,321.79,12.7916666666667,1.08,7,0.833122777,37.7,7,0.46,41.4453125,1.28,2.05,"5",10.2299999999999,0,"0","dm",11393,0.2
"4728","2005","09","15","Thursday",0,"SO",19,1,"P",2,398,206.53,3,1.2,5,0.405351277,0,4,0.63,36.8203125,2,1,"5",26.07,0,"0","dm",11388,0.3
"4729","2005","09","15","Thursday",0,"SA",18,1,"P",1.25,391.5,226.13,14.61,1.12,7,0,31.23,6,0,78.390625,1.01,1.75,"5",7.36999999999992,0,"0","dm",11380,0.2
"4730","2005","09","15","Thursday",0,"SD",22,1,"P",1.47,950,589,12,3,2,0,40,1,3,92.265625,1,1,"3",329,1,"0","dm",11395,0.0666666666666667
"4731","2005","09","15","Thursday",0,"SL",20,1,"P",2,200,205.04,5,2,3,0.325727917,210,0,0,43.609375,1,1.18,"3",158,1,"0","dm",11385,0.1
"4732","2005","09","15","Thursday",0,"SB",21,1,"P",2,800,216,1,1,2,0.259172777,74,6,4,46.1875,1,1,"3",0,1,"0","dm",11378,0.366666666666667
"4733","2005","09","15","Thursday",0,"SO",20,1.07,"R",1.24,424.5,333.09,14.33,1.05,3,0.34064499,35.47,6.44,1.53,52.3984375,1.05,2.28,"5",12.8566666666666,0,"0","dm",11392,0.3
"4734","2005","09","15","Thursday",0,"SB",19,1,"P",1.54,1500,312.9,14,2,22.365,0.388765209,51.69,9.27,0,60.75,1,1,"2",1602,2,"0","dm",11382,0.1
"4737","2005","09","15","Thursday",0,"SN",26,1,"R",1,600,372,4,1,14.15,0,1,8.9,1,53.40625,1,0,"3",147,1,"0","dm",11409,0.1
"4738","2005","09","15","Thursday",1200,"SH",23,0,"R",2,1969,1289.9,3,3,16.47,0.162261034,1,9.39,2,61.9375,2,1,"3",0,1,"0","dm",11416,0.133333333333333
"4739","2005","09","15","Thursday",1,"SO",22,1,"P",1.56,150,178.92,6,2,25.35,0.600193491,0,12.48,3,67.40625,1,1.73,"3",0,2,"0","dm",11414,0.133333333333333
"4740","2005","09","15","Thursday",120,"FT",35,0.97,"R",1.31,100,407.88,14,1,14.06,0.453812779,70.77,8.96,1.48,46.4921875,1,0.83,"3",142,1,"0","dm",11408,0.133333333333333
"4741","2005","09","15","Thursday",200,"SF",19,2,"R",1.31,459.5,341.56,6,1,19.8,0.205925878,22.88,9.1,1.27,65,1.17,3,"3",0,1,"0","dm",11430,0.2
"4742","2005","09","15","Thursday",0,"SO",20,1,"R",1.26,260.5,250.97,18,1.05,11.36,0.068685311,50.04,7.55,1.28166666666667,35.8671875,1,1,"5",62.71,0,"0","dm",11405,0.4
"4743","2005","09","15","Thursday",1,"SO",18,1,"P",1.27,228.5,181.69,9,1,12.59,0.653105477,40.98,8.38,0.67,45.21875,1.07,2.71,"3",0,1,"0","dm",11435,0.433333333333333
"4744","2005","09","15","Thursday",720,"SN",38,1,"H",1.56,2350,1642,8,1.57,13.61,0,0,8.62,2.53,34.8828125,1.35,2.14,"5",399.92,0,"0","dm",11411,0.2
"4745","2005","09","15","Thursday",0,"SE",21,1,"P",1.16,328,269.47,15.18,1.09,17.39,0.097196379,39.14,9.4,1.49,38.375,1.03,3,"5",43.51,0,"0","dm",11412,0.433333333333333
"4746","2005","09","15","Thursday",0,"SA",19,1,"R",1.17,443.5,389.43,18.83,1.08,12.13,0,24.99,7.21,1.11,52.9560546875,1.03,2.01,"4",24.42,0,"0","dm",11432,0.133333333333333
"4747","2005","09","15","Thursday",0,"SE",18,1,"P",1.25,50,217.456666666667,11,1,7,0.158573071,76.33,2,1,39.2109375,1.04,2.26,"3",0,1,"0","dm",11462,0.2
"4748","2005","09","15","Thursday",1,"SO",20,1,"P",1.35,422.5,193.18,14.148,1.11,18.89,0,25.45,10.91,1.66,60.13766601563,1.04,2.42,"4",14.1266666666666,0,"0","dm",11463,0.5
"4749","2005","09","15","Thursday",0,"SA",19,1,"P",1.25,377.5,226.32,14.58,1.1,15.54,0,27.03,9,1,62.75,1.04,2.28,"5",4.43999999999993,0,"0","dm",11450,0.366666666666667
"4750","2005","09","15","Thursday",0,"SO",19,1,"R",1.22,385.5,357.25,16.288,1.05,11.77,0,23.96,7.5,0.62,45.046875,1.04,2.35,"5",5.45999999999993,0,"0","dm",11438,0.166666666666667
"4751","2005","09","15","Thursday",0,"SH",19,1,"P",1.27,731.5,443.39,6,1.18,5,0,0,0,0,59.2890625,1.12,4,"5",36.95,0,"0","dm",11464,0.533333333333333
"4752","2005","09","15","Thursday",1,"SB",18,1,"P",1.54,511,249.8,29,1,3,0.128325551,39.8,12,0.99,26.80078125,1.29,1.77,"3",0,1,"0","dm",11451,0.266666666666667
"4845","2005","09","16","Friday",400,"SC",18,1,"P",2,682,392.01,5,1,77,0.025652381,41,25,0,68.140625,2,2,"3",0,1,"0","dm",11449,0.1
"4848","2005","09","16","Friday",0,"SO",18,1,"P",1.41,520.5,305.12,15.17,1.08,44,0,28.555,23,0.159999999999999,75.921875,1.1,1.73,"5",0.0899999999999284,0,"0","dm",11444,0.233333333333333
"4849","2005","09","16","Friday",0,"SE",18,1,"P",1.43,434.5,289.23,15.89,1.15,39,0,57.875,14.8,0.3,59.4453125,1,0,"5",61.06,0,"0","dm",11442,0.333333333333333
"4850","2005","09","16","Friday",1,"SD",22,1,"P",1.3,50,384.47,21,1,38,0.085434317,0,26,2,71.828125,1.12,1.89,"3",0,1,"0","dm",11456,0.3
"4852","2005","09","16","Friday",1,"SD",18,1,"P",1.28,410,301.4,27,1,33,0.180548763,51.48,21,0,64.34375,1.09,1.8,"3",0,1,"0","dm",11455,0.266666666666667
"4853","2005","09","16","Friday",1,"SG",21,1,"P",1.52,646,316.02,26,1,22,0,28.48,17,2.04,29.97265625,1,0,"3",0,1,"0","dm",11457,0.3
"4854","2005","09","16","Friday",0,"SO",18,1,"P",1.32,488.5,321.03,16.075,1.03,19,0,26.5,23,0,33.6796875,1.07,3,"5",0.899999999999933,0,"0","dm",11441,0.133333333333333
"4855","2005","09","16","Friday",120,"SO",20,1,"P",1,1374.5,436.35,2,3,20,0.098746276,57.13,27,3,83.546875,1,1,"3",404,2,"0","dm",11502,0.166666666666667
"4856","2005","09","16","Friday",0,"SB",18,1,"P",1.28,619.5,305.105,13.66,1.05,19,0,39.765,12,0.4,68.21875,1,1,"5",14.99,0,"0","dm",11489,0.166666666666667
"4857","2005","09","16","Friday",0,"SO",18,1,"P",1.16,415,345.21,24,1,14,0.066472909,32.145,21,0,71.328125,1.03,1.72,"3",0,1,"0","dm",11497,0.3
"4858","2005","09","16","Friday",0,"SL",19,1,"P",1.18,750,186,6,1.034,14,0.029219873,49.93,9,0,82.453125,1.04,1.99,"5",10.7899999999999,0,"0","dm",11498,0.466666666666667
"4859","2005","09","16","Friday",1,"SF",22,1,"P",1.55,350,397,18,3,13,0.144974684,0,14,5,29.62890625,1,1.08,"3",258,2,"0","dm",11499,0.1
"4860","2005","09","16","Friday",0,"SO",18,1,"P",1.3,391.5,304.123333333333,24,2,13,0.247203941,49.335,8,0,57.375,1,0,"3",0,2,"0","dm",11486,0.366666666666667
"4861","2005","09","16","Friday",0,"SO",19,0,"P",1.12,525.5,320.358,24,1,12,0.401729238,35.01,10,1,82.171875,1.05,2.24,"3",0,1,"0","dm",11526,0.233333333333333
"4863","2005","09","16","Friday",0,"SO",21,1,"P",1.07,250,248,10,1,12,0.053392382,51.48,10,4,56.9609375,1.04,4,"3",0,1,"0","dm",11515,0.133333333333333
"4864","2005","09","16","Friday",0,"SO",19,2,"P",1.14,554,371.19,33,1,8,0.215938357,37.8,1,1,49.328125,1,1,"3",0,1,"0","dm",11525,0.133333333333333
"4865","2005","09","16","Friday",0,"SC",18,1,"P",1.17,545,291.39,14.46,1,20,0.338068622,42.05,11.51,0.38,66.25,1.08,2.24,"5",2.30999999999993,0,"0","dm",11521,0.333333333333333
"4866","2005","09","16","Friday",800,"SB",20,1,"P",1.43,850,775,12,1,8,0,32.31,13.63,2.38,74.125,1,1.11,"3",59,1,"0","dm",11518,0.3
"4867","2005","09","16","Friday",0,"SB",19,1,"P",1.28,624.75,300.515,11,2,6,0,51,7,2,68.484375,1,0,"3",0,2,"0","dm",11517,0.333333333333333
"4869","2005","09","16","Friday",0,"SL",18,1,"P",1.11,719,312.67,6,1,7,0.201364345,26,6,0,55.765625,1.07,2,"3",0,1,"0","dm",11527,0.366666666666667
"4870","2005","09","16","Friday",0,"SA",18,1,"P",1.1,400,297.22,17.38,1.01,6,0.60772158,60.11,6.53,0.38,44.328125,1.12,2.18,"5",3.40999999999993,0,"0","dm",11530,0.166666666666667
"4871","2005","09","16","Friday",0,"SF",18,1,"P",1.43,543.75,290.15,30,2,15,0,61.995,15,0,61.984375,1,0.52,"3",0,2,"0","dm",11537,0.333333333333333
"4872","2005","09","16","Friday",0,"SF",18,1,"P",1.08,505.5,358.11,25,1,6,0.107653067,36.01,6,0,75.515625,1.03,1.98,"3",0,1,"0","dm",11541,0.333333333333333
"4873","2005","09","16","Friday",0,"SO",18,1,"P",1.12,495,303,18.575,1.02,20.34,0.304280674,29.65,13.664,0.0999999999999994,68.125,1.04,2.38,"5",-7.50333128962666e-14,0,"0","dm",11558,0.266666666666667
"4877","2005","09","16","Friday",1,"SA",18,1,"P",1.22,462.5,319.63,59,1,24.23,0.104998417,36.42,16.23,0,67.015625,1.09,2.09,"3",0,1,"0","dm",11546,0.266666666666667
"4878","2005","09","16","Friday",1,"SO",28,1,"R",1.4,780.5,471.93,13,1,28.29,0,36.94,15.9,1,77.46875,1,0.87,"3",44,1,"0","dm",11557,0.333333333333333
"4879","2005","09","16","Friday",800,"SB",38,0.97,"R",1.5,1454.5,1212.59,11,1,26.29,0.264458261,47.83,15.57,2.86,58.6171875,1.17,2.03,"3",0,1,"0","dm",11540,0.366666666666667
"4880","2005","09","16","Friday",1,"SO",18,1,"P",1,50,314.99,2,1,12.17,0.494897826,0,10.55,0,35.40625,1,1,"3",0,1,"0","dm",11543,0.1
"4881","2005","09","16","Friday",0,"SO",21,0,"R",1.31,488,460.34,11,1.19,25.45,0.009486443,1,14.73,0,64.90625,1,1,"5",33.14,0,"0","dm",11538,0.0666666666666667
"4882","2005","09","16","Friday",0,"SB",28,1,"R",1.09,736.5,697.85,6,1.09,16.8,0.077296251,22,10.5,1.86,58.71875,1.11,2.04,"5",95.25,0,"0","dm",11559,0.266666666666667
"4883","2005","09","16","Friday",0,"SO",26,1,"R",1.21,712,428.94,17.34,1.07,16.74,0,27.35,12.53,1.65,46.86755859375,1,0,"5",28.05,0,"0","dm",11551,0.1
"4884","2005","09","16","Friday",0,"SF",18,0,"P",1.19,521.25,328.42,18.92,1.15,21.38,0.169196676,50.165,13.754,0.24,65.5625,1,0,"5",55.23,0,"0","dm",11585,0.2
"4885","2005","09","16","Friday",0,"SC",18,1,"P",1.39,681,255.465,17.63,1.01,27.38,0,38.88,13.6,0.35,64.6186241319444,1.07,2.17,"4",1.36999999999993,0,"0","dm",11571,0.266666666666667
"4886","2005","09","16","Friday",0,"SO",22,1,"P",1.13,439.5,298.4,14.23,1.03,9.79,0,26.54,10.4,1.92,53.3725976563,1.08,2.21,"4",4.58999999999993,0,"0","dm",11578,0.133333333333333
"4887","2005","09","16","Friday",0,"SK",25,1,"R",1.38,786.5,507.24,16.4,1.1,15.52,0,30.6,12.53,1.73,31.953125,1.03,1.42,"5",84.74,0,"0","dm",11586,0.333333333333333
"4888","2005","09","16","Friday",0,"SO",19,1,"P",1.23,434.5,298.33,16.055,1.01,15.68,0,26.44,12.13,0,33.5546875,1.06,2.35,"5",0.689999999999932,0,"0","dm",11582,0.2
"4889","2005","09","16","Friday",0,"SB",23,1,"R",1.08,602,421.62,17.82,1.03,10.48,0,33.22,10.19,1.72,51.570234375,1.05,1.98,"4",12.1199999999999,0,"0","dm",11574,0.133333333333333
"4890","2005","09","16","Friday",1,"SO",19,1,"R",1.17,535,403.4,15.78,1.05,21.99,0.076785559,32.44,15.9,0.51,66.96875,1.03,2.12,"5",2.19999999999993,0,"0","dm",11575,0.2
"4891","2005","09","16","Friday",0,"FT",23,1.12,"R",1.29,608,425.63,17.64,1.08,10.86,0.080637787,81.77,10.38,1.75,23.234375,1.11,1.65,"5",34.55,0,"0","dm",11581,0.166666666666667
"4985","2005","09","17","Saturday",0,"SA",18,1,"P",1.47,681.5,430.703333333333,13.44,1.09,96,0,26.58,6,0,54.015625,1,1,"5",83.27,0,"0","dm",11583,0.2
"4986","2005","09","17","Saturday",1,"SO",19,1,"P",1,2500,31,1,3,61,0,0,10,1,81.296875,1,2,"3",1185,3,"0","dm",11612,0.266666666666667
"4987","2005","09","17","Saturday",0,"SO",33,1,"P",1,1450,557,1,3,54,0,0,28,15,78.921875,1,1,"2",0,2,"0","dm",11604,0.366666666666667
"4989","2005","09","17","Saturday",1,"SB",18,1,"P",1.23,513.5,284.16,15.82,1.02,48,0,29.57,6,0.23,80.140625,1.02,2.24,"5",6.32999999999992,0,"0","dm",11608,0.233333333333333
"4990","2005","09","17","Saturday",0,"SD",21,1,"P",1.49,700,1,7,2,40,0.320822466,29,9,2.755,51.6796875,1,2,"3",0,2,"0","dm",11601,0.2
"4991","2005","09","17","Saturday",0,"SO",19,1,"P",1.3,519.583333333333,312.36,16,1,31,0.093768525,0,27,2,83.0625,1.06,2.13,"3",0,1,"0","dm",11597,0.233333333333333
"4992","2005","09","17","Saturday",1,"SA",21,4,"P",1.43,1500,534.92,30,1,30,0,48.18,4,2.69,55.9921875,1,0,"2",1763,1,"0","dm",11645,0.2
"4993","2005","09","17","Saturday",0,"SA",19,0,"P",1.45,150,267.09,8,1,25,0.018855084,36.33,23,1.08,65.953125,1,0,"3",0,1,"0","dm",11636,0.2
"4994","2005","09","17","Saturday",0,"SB",18,1,"P",1.44,462,319.71,11.82,1.06,26,0.043430297,27.84,25,0.5,76.21875,1,0,"5",58.68,0,"0","dm",11651,0.233333333333333
"4995","2005","09","17","Saturday",1,"SO",19,1,"P",1.55,474.583333333333,280.663333333333,7,2,25,0.05137725,0,13.8825,0,65.640625,1,0,"3",0,2,"0","dm",11650,0.2
"4998","2005","09","17","Saturday",1,"SO",18,0,"P",1.29,200,281.33,7,1,22,0.033728348,35,16,0.41,74.4375,1.05,2.71666666666667,"3",10.8599999999999,0,"0","dm",11638,0.0666666666666667
"4999","2005","09","17","Saturday",2,"SO",21,1,"P",2,661.5,299.35,2,1,23,0.185719168,0,8,3,63.2109375,2,1,"3",0,1,"0","dm",11653,0.233333333333333
