"disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","I_03","I_04","D_01","ER_01","ER_02","I_05","D_02","I_06","P_01","S_01","CA_03","CA_02","CA_01","S_02","app_id","app_date"
0,"SA",18,0,"P",1.29,649.5,30.25,1.04,95.23,21,0.0599999999999992,37,525.99,0.2784331031,54.1015625,1.12,0,33.8199999999998,"5",1.23,2670,"25AUG2005"
0,"SM",18,0,"P",1.04,195,24,1,32.3,7,1,47,126.27,0.0756316162,80.390625,1.022,1,0,"3",2.31,2830,"25AUG2005"
0,"SL",17,0,"P",1.04,247,19.7691666666667,1,47.76,8.77,0,13.41,212.363333333333,0.2984006843,56.765625,1.1,0,-4.51905179943424e-13,"5",2.72,2655,"25AUG2005"
0,"SB",18,0,"P",1,250.25,18.6831818181818,1.02,34.37,12.94,0.019999999999999,24.5175,100.585,0,70.771796875,1.06,0,0.289999999999516,"5",2.47,2719,"25AUG2005"
0,"SE",20,2,"R",1.16,735,24.04,1.65,42.44,7.72,1.285,10.22,506.11,0,42.3515625,1.03,0,60.8999999999999,"5",2.16,-2800,"25AUG2005"
0,"SO",18,0,"P",1.1,354,32.8825,0.999999999999999,38.78,8.07,0.2,12.81,414.37,0.3031150112,67.84375,1.07,0,12.5199999999998,"5",2.2,-2845,"25AUG2005"
0,"SC",18,0,"P",1.04,196.75,9.77,1.03,38.73,11.13,0,14.784,100.36,0.0334201717,65.421875,1,0,14.7899999999999,"5",0,2704,"25AUG2005"
0,"SD",46,0,"R",1,1650,4,1,66,5.61,2,12.03,1334,0.5021209419,70.34375,1,1,0,"3",2,-2770,"25AUG2005"
0,"SO",18,0,"P",1.5,385.5,10,1,155.09,3.22,0,11.43,242.48,0.1885188036,52.9765625,2,0,34.87,"5",1,-2708,"25AUG2005"
180,"SA",21,0.91,"R",1.07,467.5,43,1,52.45,5.68,1.28,9.40857142857143,454.73,0.110831449,33.9609375,1.06,1,0,"3",2.46,2718,"25AUG2005"
220,"SO",19,0.55,"P",1.09,286,12,2,23.445,10.93,0.9125,16.36,149.62,0.1509822793,57.1875,1,1,0,"3",1.02,-2848,"25AUG2005"
1000,"SN",26,0,"H",1,50,5,3,85,8.04,2,12.91,857.49,0.3450252255,52.2890625,1,3,2319,"3",0,-2773,"25AUG2005"
520,"SD",30,0,"R",1,200,6,3,75.4833333333333,4.4,2.6,6.49,534.725,0.3478381112,41.9140625,1,2,0,"3",2,-2776,"25AUG2005"
0,"SL",22,0,"P",2.35,950,11,3,130.336666666667,12.51,3.71,23.82,495,0.1701973951,60.3046875,4,2,485,"3",1,-2666,"25AUG2005"
0,"SO",41,0,"H",2.07,15900,13,3,185,10.68,4,27.9,4092,0.165008775,84.84375,1,2,0,"3",3,-2633,"25AUG2005"
0,"SO",18,0,"P",1.1,152.5,8,1,34.8583333333333,5,0.29,9.66,140.18,0.3072812315,53.1328125,1,1,42,"3",1.40666666666667,2840,"25AUG2005"
0,"SO",18,0,"P",1.13,264.5,22.8825,1.03,37.42,12.8558333333333,0.0299999999999996,10.91,179.03,0.0932078122,33.5078125,1,0,16.9199999999999,"5",0,-2870,"25AUG2005"
0,"SB",19,0,"P",1.06,428,27,1,31.14,3,2,2,236.28,0.1422610679,52.7890625,1.01,1,0,"3",2.36,2703,"25AUG2005"
0,"SO",50,0,"H",1.56,1900,35,1,61.96,5,12,2,0,0.1024231412,25.41015625,1,1,0,"3",2,2667,"25AUG2005"
820,"SN",21,0,"P",1,1208.5,6,4,65,1,4,3,849.7,0.1809955495,63.796875,2,1,0,"2",0,-2731,"25AUG2005"
0,"SH",29,0,"R",1.3,1442,7,5,31,7.49,1,3,951.23,0.4617065173,66.921875,1.21,1,0,"2",3,-2836,"25AUG2005"
1,"SM",19,0,"P",1.1,428,16.89,1.25,26.19,6.52,1.25,3,152.66,0,47.578125,1.03,0,21.1799999999998,"5",2.14,-2700,"25AUG2005"
1,"SM",19,0.84,"P",1,50,3,1,63.06,7.275,0,3,61,0.3570609968,40.65625,1.19,1,0,"3",2.53125,-2676,"25AUG2005"
0,"SO",18,0,"P",1.06,300,11.97,1.14,26.36,20,2,4,76.66,0.0443303825,21.9140625,1.04,0,1.92999999999956,"5",2.89,2686,"25AUG2005"
0,"SM",18,0,"P",1,50,5,1,28.13,15.53,0.32,4,60.16,0.0733451003,61.09375,1.06,1,0,"3",2.54333333333333,2687,"25AUG2005"
0,"SH",19,0,"P",1,674.5,6,2,0,0,1,5,298.4,0.2690733718,52.71875,1,1,0,"3",2,2682,"25AUG2005"
0,"SO",19,0,"P",1.08,532.166666666667,7,1.11,1,15,0,4,139.38,0.1551120831,77.421875,1.08,0,4.8899999999998,"5",3,-2639,"25AUG2005"
1,"SG",19,0,"P",1.29,552.5,30,1,54.66,6,0,5,389.113333333333,0.8182525374,38.75,1.05,1,0,"3",1.65,2792,"25AUG2005"
0,"SA",20,0,"P",1.15,530.25,14.52,1.25,15.03,26,2,6,134.55,0.0208308347,57.5703125,1.03,0,-1.90425453183707e-13,"5",2.47,-2865,"25AUG2005"
0,"SH",19,0,"P",1.02,435,16,1.05,19.91,8.59,0.81,7,187.86,0.0697561295,53.203125,1.02,0,10.6699999999998,"5",1.83,-2833,"25AUG2005"
0,"SF",18,0,"P",1.11,636.5,48,1,80.9616666666667,1,0,7,436.67,0.3811441176,47.3359375,1.05,1,0,"3",2.6,2752,"25AUG2005"
1,"SC",17,0,"P",1.13,290.25,18.68,1.05,30.65,8,0,7,94.6,0,64.140625,1.06,0,1.76999999999964,"5",1.82,2653,"25AUG2005"
1,"SF",19,1,"P",1.16,1000,12,1,0,20,1,8,1053,0.2099348675,50.6171875,1,1,29,"3",4,-2851,"25AUG2005"
0,"SB",18,0,"P",1.145,541,9.98,1.35,15.49,18,1.17,7,125.26,0.2483841348,61.90625,1.01,0,45.0990909090909,"5",4,2656,"25AUG2005"
0,"SH",27,0,"P",1.45,1940,33.3075,1.68,154.92,13,10,8,753.48,0.5767732114,38.234375,1,0,240.07,"5",0,2742,"25AUG2005"
1,"SF",18,0,"P",1.06,458.5,35,1,64.21,2,0,9,513.280833333333,0.2934917668,75.203125,1.04,1,0,"3",2.31,2755,"25AUG2005"
0,"SO",24,0,"P",2.18,950,10,4,45,28,27,8,465,0.0882837786,70.96875,1,2,0,"3",0,-2822,"25AUG2005"
0,"SA",18,0,"P",1.31,409.5,27.6425,1.01,66.52,11,0,8,354.696666666667,0.2944140853,55.5,1.08,0,6.12999999999969,"5",1.63,2691,"25AUG2005"
0,"SE",18,0,"P",1.15,427.5,23.76,1.06,51.89,10,0,8,329.186666666667,0,68.859375,1,0,14.4299999999999,"5",0,2702,"25AUG2005"
0,"SB",18,0,"P",1,494.5,4,1.24,0,19,0,9,365.99,0.1999037564,65.609375,2,0,13.3599999999999,"5",0,-2789,"25AUG2005"
0,"SO",19,0,"P",1.08,273,12.315,1.085,21.13,1,1,9,198.76,0.0972550369,50.9140625,1.06,0,2.35999999999978,"5",2.56,-2873,"25AUG2005"
0,"SO",19,0,"P",1,423,5,1,19,9,1,10,108.99,0.6170528792,60.1953125,1,1,0,"3",2,2829,"25AUG2005"
1,"SF",18,0,"P",1.12,251.5,18,1,38.17,2,0,10,228.94,0.1089607642,69.34375,1.02,1,0,"3",1.39,2734,"25AUG2005"
0,"SO",20,0,"P",1.24,950,11,1.09,21.86,9,1,11,1,0,84.671875,1,0,36.6499999999998,"5",1.37,2694,"25AUG2005"
0,"SO",19,0,"P",1.01,182.666666666667,32,1,45.04,9.98,0.79,10,154.925,0.1056358654,69.78125,1.03,1,0,"3",2.1,2722,"25AUG2005"
0,"SH",17,0,"P",1.04,613.5,19.5777272727273,1.08,10.4,16,0,11,80.71,0,88.171875,1.02,0,2.05999999999952,"5",2.51,2769,"25AUG2005"
0,"SO",19,0,"P",1.05,100,12,1,24,11,0,12,179.325,0.0432834483,50.953125,1,1,165,"3",0.93,-2728,"25AUG2005"
940,"SC",19,0,"P",1.15,681.166666666667,12,1,19,22,1,11,243.18,0.1040071312,59.7109375,1.09,1,0,"3",3,-2743,"25AUG2005"
0,"SD",18,0,"P",1,227,8.81,1.04,23.49,16,0.38,13,64.32,0.0910574191,38.3671875,1.05,0,0.0599999999995734,"5",2.79,2765,"25AUG2005"
0,"SD",20,1,"P",1.08,500,23,1,52.34,19,2,13,346.46,0.016434899,59.53125,1.02,1,0,"3",2.34,-2847,"25AUG2005"
0,"SM",18,0,"P",1,305.833333333333,5,1,31.23,11,0,13,24.615,0,81.203125,1.03,1,0,"3",2.34333333333333,2629,"25AUG2005"
0,"SH",18,0,"P",1.03,375.5,18.64,1.06,27.11,11.28,0.0299999999999995,13,199.6,0.0506876669,53.25,1,0,15.1699999999999,"5",0.2,-2856,"25AUG2005"
0,"SO",20,0,"R",1,750,2,1,32.28,1,1,15,315.365,0.0294257048,81.5,1,1,0,"3",1,2843,"25AUG2005"
0,"SA",18,0,"P",2,1050,3,1,13.7,9,0,16,128.885,0,89.34375,2,1,0,"3",1,2689,"25AUG2005"
0,"SC",18,0,"P",1.24,490.5,34.4021428571429,1.07,67.9766666666667,4,0.279999999999999,16,422.44,0.1096531367,75.78125,1.03,0,7.19999999999966,"5",1.37,2720,"25AUG2005"
0,"SO",19,0,"P",1,2650,5,1,35,10,10,16,0,0.0356166771,62.3671875,1.13,1,0,"3",2.86,-2775,"25AUG2005"
1,"SH",19,1,"P",1.19,50,10,2,21.64,12,1.46357142857143,16,99.15,0.0160166755,64.375,1,1,0,"3",4,-2871,"25AUG2005"
0,"SC",18,0,"P",1.17,401,23,2,72.305,5,2,16,314.943333333333,0.080568491,77.296875,1,1,0,"3",0.57,2774,"25AUG2005"
0,"SL",18,1,"P",1.05,477.571428571429,30,1,28.74,7,0,17,315.245,0.0717321958,94.546875,1.05,1,0,"3",1.94,-2678,"25AUG2005"
0,"SC",17,0,"P",1.01,388.5,25.18,1.06,30.74,3,0.9,19,144.45,0,66.25328125,1.07,0,-4.7066350816749e-13,"5",2.872,2709,"25AUG2005"
0,"SB",18,0,"P",1.13,309.416666666667,17,1,28.1066666666667,22,0,20,81.395,0.017028918,91.3125,1.02,1,0,"3",1.88,2646,"25AUG2005"
10,"SL",19,0,"P",1.07,590.1,7,2,0,14,2,20,164.002,0.0934752459,57.6328125,1.01,1,0,"3",3,2860,"25AUG2005"
1,"SC",18,0,"P",1.03,235.5,17,1,24.805,13,1,21,82.61,0.1319929385,58.9375,1.07,1,0,"3",2.4,2849,"25AUG2005"
1,"SO",19,0,"P",1.1,431,15,1,19.7166666666667,17,2,24,134.48,0.1870611999,83,1,1,0,"3",0,2690,"25AUG2005"
0,"SD",20,1,"P",1.11,550,19,1,26.18,6,1,23,0,0.0151018902,83.609375,1,1,150,"3",1.29,-2858,"25AUG2005"
1,"SK",18,0,"P",1.24,450,23,1,38.61,18,0,25,283.32,0,55.6953125,1,1,0,"3",0,2780,"25AUG2005"
0,"SA",19,0,"P",1.15,100,11,1,0,13,3,25,160.873333333333,0.1826431132,65.890625,1,1,26,"3",4,-2673,"25AUG2005"
800,"SE",18,0.88,"P",1,534,3,1.26,0,21,0,31,396.03,0,57.0078125,1,0,72.17,"5",2,2798,"25AUG2005"
0,"SO",18,0,"P",1.05,371,22.27,1.02,41.7,19,0,33,179.24,0.2500125263,51.3046875,1.1,0,0.959999999999535,"5",2.61,2627,"25AUG2005"
0,"SH",18,0,"P",1.08,477.5,21,1,25.86,23,0.29,33,274.61,0.2319082627,55.8828125,1.04,1,0,"3",1.81666666666667,-2790,"25AUG2005"
700,"SO",19,1,"P",1.26,716,12,3,34.87,11,0,37,342.08,0,48.328125,1,2,0,"3",4,2710,"25AUG2005"
0,"SO",18,0,"P",1.03,432.5,16.0766666666667,1.04,19.61,13,1,41,159.63,0,59.1015625,1.02,0,0.609999999999788,"5",1.85,-2707,"25AUG2005"
0,"SL",24,0,"P",1.19,250,7,1,0,7,6,50,31,0.0902636414,84.15625,1.12,1,0,"3",2.41,-2832,"25AUG2005"
1,"SB",18,0,"P",1.18,331,20.94,1.05,45.35,16,0,51,220.67,0.0493555759,68.296875,1.08,0,7.20999999999964,"5",1.59,2664,"25AUG2005"
1,"SO",20,0,"P",1.26666666666667,557,12,1,0,23,2,56,199.668333333333,0.1555853183,50.34375,1,1,0,"3",2,2674,"25AUG2005"
660,"SO",19,0,"P",2,616.5,1,3,0,11,1.665,60,387.11,0.2188951047,60.0859375,3,2,0,"3",0,-2696,"25AUG2005"
1,"SA",18,0,"P",1.17,597.5,60,1,43.19,16,0,64,490.32,0.3991754064,55.0234375,1.116,1,0,"3",2.3,-2683,"25AUG2005"
0,"SB",18,0,"P",1.18,812.5,36.22,1.31,29.56,17,0,67,488.5075,0,74.6875,1.07,0,22.2299999999998,"5",2.24,-2713,"25AUG2005"
0,"SM",21,1,"R",1.11,551.5,18.16,1.09,41.64,6.94,1.26,9.59,380,0.2165287379,43.6640625,1,0,121.02,"5",0,3081,"26AUG2005"
0,"SA",18,0,"P",1.04,209,11.31,1.13,32.62,11.365,0.21,15.32,74.34,0.0180610092,24.80078125,1,0,16.9599999999999,"5",1,3166,"26AUG2005"
0,"SM",19,0,"P",1,476.133333333333,3,1,0,15.5955,0.829087301587302,14.005,92.94,0.0584120646,56.2734375,1,1,0,"3",1,3135,"26AUG2005"
0,"SB",19,0,"P",1.06,250,6,3,35,7.86,1.355,2,119.805,0.0320640891,69.421875,1.06,1,0,"3",2.31,3173,"26AUG2005"
2,"SL",16,0.62,"P",1.25,374.5,27.84,1.01,49.6,9,0.42,1,269.253333333333,0.3003432127,43.9140625,1.03,0,11.1399999999997,"5",1.98,3000,"26AUG2005"
200,"SA",20,0,"H",1.06,1047.5,10,1,40,6.12,1.81,4,635.32,0.1255686772,55.171875,1.08,1,0,"3",2.95,2961,"26AUG2005"
1,"SL",19,0,"P",1.05,363,17.79,1.06,53.38,9.61,0,3,250.13,0.1782321124,38.9140625,1.05,0,5.44999999999957,"5",3.11,3087,"26AUG2005"
0,"SO",18,0,"P",1.04,366.5,49,1,40.14,3,0.3,3,172.623333333333,0.0940842247,66.859375,1.02,1,0,"3",2.53,3051,"26AUG2005"
0,"SG",18,0,"P",2,563,4,1.42,41,25,0,6,266.51,0.260251007,65.734375,1,0,44.34,"5",2,3174,"26AUG2005"
0,"SO",19,0,"P",2,250,1,3,0,2,1,12,31,0.0174079556,60.4375,1,2,0,"3",1.33,2960,"26AUG2005"
0,"SC",21,0,"P",1.04,555.25,13.31,1.08,15.75,15.19,0,13,169.33,0.2576589221,49.28125,1.02,0,6.80999999999966,"5",3.03,2998,"26AUG2005"
1,"SA",20,0,"P",1,100,3,1,0,26,3,13,293.34,0.0216752961,88.6875,1,1,101,"3",1.64,3110,"26AUG2005"
0,"SD",20,1,"P",1.29,555,37,1,98.05,20,2,18,470.5,0,74.484375,2,0,82.76,"2",0,3138,"26AUG2005"
920,"SO",20,0,"P",2,800,3,2,20.03,4,1,19,0,0.0605515391,41.90625,2,1,0,"3",1,3063,"26AUG2005"
0,"SL",23,1,"P",1.21,3600,17,1,0,2,3,32,496,0.1664307578,60.8828125,1,1,3242,"3",1.37,3044,"26AUG2005"
1,"SE",18,0,"P",1.14,271,32,1,37.72,3,0.313333333333333,35,242.21,0.2127350667,52.1953125,1.02,1,0,"3",1.88,3012,"26AUG2005"
0,"SC",19,0,"P",1.26,362.5,30,1,72.335,18,0,48,423.36,0.0756612108,74.484375,1.08,0,0.139999999999745,"3",1.42,2938,"26AUG2005"
0,"SO",19,0,"P",1.05,314,16.82,1.01,48.43,0,1,53,329.59,0,40.421875,1.08,0,2.11999999999962,"5",2.92,2982,"26AUG2005"
0,"SD",18,0,"P",1.28,477,27.69,1.08,54.915,7,0.0299999999999992,54,298.43,0.1075573652,46.5703125,1.07,0,4.09999999999969,"5",1.55,3010,"26AUG2005"
0,"SO",20,0,"P",1.275,1750,9,1,30.35,10,1,68,0,0.1704183524,58.8046875,1,1,13,"3",4,3020,"26AUG2005"
0,"SF",23,0,"R",1.14,759.5,27.6333333333333,1.36,58.48,5.72,0.91,8.14,590.88,0,40.593203125,1.08,0,38.7499999999999,"5",2.28,-2936,"26AUG2005"
0,"SC",19,1,"P",1.05,516,31.13,1.06,35.1,8.7,0.65,9.5,506.57,0.2521001501,32.453125,1.06,0,6.35999999999983,"5",2.25,-2967,"26AUG2005"
1,"SB",18,0,"P",1.01,494,13.71,1.13,10.96,2,2,15.68,149.58,0,66.046875,1.04,0,-4.56736870546592e-13,"5",2.882,3017,"26AUG2005"
0,"SB",25,1,"R",1.1,621.75,20.2966666666667,1.3,21.59,8.57,1.08,11.06,470.443333333333,0.3715926092,72.65625,1.09,0,13.8899999999998,"5",3,-3055,"26AUG2005"
560,"SO",23,1.47,"P",1.13,607,23.45,1.33,43.32,7.58,2.39,12.21,402.12,0,55.11525390625,1.05,0,17.3299999999998,"4",2.42,-3085,"26AUG2005"
1,"SO",20,1.05,"R",1.02,410.5,14.66,1.03,22.16,7.45,1.11,10.35,236.94,0,46.47966796875,1.08,0,5.48999999999958,"5",3.07,3130,"26AUG2005"
0,"SL",19,0,"P",1.03,329.5,13.25,1.23,36.11,11.97,0.876,20.1275,141.055,0,45.46875,1,0,23.3299999999999,"5",0,3068,"26AUG2005"
0,"SO",26,1,"R",2.05,568,8,1.71,74,3.93,1.32,5.05,516.83,0,35.4453125,3,0,39.86,"5",1,-3132,"26AUG2005"
1,"SD",19,0,"P",1.14,303.5,14,1.16,75,8.08,1.02,11.45,149.53,0.1810358423,38.625,1,0,43.61,"5",0,-2946,"26AUG2005"
0,"SN",34,1,"R",1,50,2,1,0,4.39,1.57,5.86,611.038333333333,0.4607923441,53.0234375,2,1,0,"3",0,-3159,"26AUG2005"
0,"SL",28,1.12,"R",1,1071,1,2,35.265,9.16,0,24.1241666666667,580.31,0,77.265625,1,1,0,"3",1,2903,"26AUG2005"
1,"SA",19,0,"P",3,691.5,4,2,39,12.47,1,17.71,298.18,0.4359471519,28.546875,1,0,116.488333333333,"5",1,-3059,"26AUG2005"
0,"SH",20,0,"P",1.12,754.333333333333,10,2,15.69,14.9825,1.505,21.54,209.86,0.0746638246,52.890625,1.01,1,0,"3",2.51,-3161,"26AUG2005"
1660,"SN",50,1,"R",1,50,3,5,241.51,1,12,8.75,1442.6,0.3465961032,29.24609375,1.48,1,0,"3",3,-3043,"26AUG2005"
0,"SO",18,0,"P",1,193,12.7266666666667,1.04,32.035,6,1,17.4566666666667,66.015,0.135972545,63.9921875,1.04,0,-4.67252903035842e-13,"5",2.72,2909,"26AUG2005"
1,"SM",45,0,"H",1,3750,2,2.02,0,1,22,13.27,0,0,61.9921875,1,0,443.14,"5",0,-3015,"26AUG2005"
1,"SF",18,0,"P",1.39,537,30.79,1.06,76.045,23,0,1,406.58,0.1644364954,68.015625,1.08,0,8.14999999999974,"5",1.45,3165,"26AUG2005"
0,"SD",18,0,"P",1.68,626.5,26.69,1.13,112.24,0,0,2,433.76,0.4060580079,43.296875,1.58,0,51.4999999999998,"5",1.24,2983,"26AUG2005"
0,"SM",23,0,"P",1.11,2950,16,1,18.02,16.2775,6.235,3,30,0.1676829704,75.09375,1.01,1,0,"3",2.87,3154,"26AUG2005"
1,"SB",18,0,"P",1.25,276.571428571429,17,1,77.336,0,0,2,225.94,0,79.1875,1,1,7,"3",0.32,-2897,"26AUG2005"
0,"SD",18,0,"P",1.49,506,24.55,1.03,62.33,4,0,3,316.55,0.3992300304,45.625,1.2,0,11.0999999999998,"5",1.42,2927,"26AUG2005"
0,"SA",22,0,"P",1.11,50,35,1,24.31,2,4,4,426.5,0,80.015625,1.04,1,0,"3",2.39,-2984,"26AUG2005"
0,"SH",18,0,"P",1.02,519.5,11.5866666666667,1.03,9.86833333333333,25,1,3,86.01,0.036094289,67,1.06,0,0.289999999999537,"5",3.11,3034,"26AUG2005"
0,"SK",18,0,"P",1.32,482,22.5916666666667,1.18,76.61,11,0,6,375.07,0.8466996253,42.8671875,1,0,34.02,"5",0,2975,"26AUG2005"
1100,"SO",19,0,"P",1.28,5100,7,2,0,16,0,5,0,0,74.34375,1,1,0,"3",3,-2884,"26AUG2005"
1,"SB",18,0,"P",1.09,420,29.18,1.07,36.116,2,0,6,515.74,0.0735366943,58.2109375,1.1,0,14.2499999999998,"5",2.25,-3112,"26AUG2005"
0,"SA",18,0,"P",1,139.375,5,1,40.74,5,0,7,95.955,0.0916018519,74.6875,1.145,1,0,"3",2.17333333333333,3036,"26AUG2005"
0,"SO",18,1,"P",1.16,407,10.78,1.11,6.5225,22,0,8,76.63,0,93.84375,1.02,0,9.50999999999962,"5",1.68,3049,"26AUG2005"
0,"SO",18,0,"P",1,428.15,4,1,6.58,8,0,9,110.35,0.0920733018,57.3671875,1.05,1,0,"3",2.46333333333333,2939,"26AUG2005"
1,"SG",18,0,"P",1.145,679,19,1,12.05,15,0,10,99.96,0,63.609375,1,1,0,"3",1.265,2964,"26AUG2005"
0,"SL",18,0,"P",1.17,501,24.05,1.1,48.77,2,0,11,426.67,0,67.91625,1,0,16.6999999999999,"5",0.47,2893,"26AUG2005"
0,"SM",19,1,"P",1,650,3,1,27.69,12,2,12,0,0.4164427482,91.140625,2,1,0,"3",0,2890,"26AUG2005"
0,"SC",18,0,"P",1,50,2,1,38.545,9,0,14,71.96,0.5032826606,63.09375,1.11666666666667,1,0,"3",2.05333333333333,3008,"26AUG2005"
0,"SC",18,0,"P",1.04,277,32,1,44.355,3,2,15,191.293333333333,0,64.078125,1.02,1,0,"3",2.64,3041,"26AUG2005"
1,"SC",19,0,"P",1.01,407,65,1,25.0516666666667,13,0.999,15,97.6535714285714,0.0266074257,84.34375,1.02,1,0,"3",2.71,3061,"26AUG2005"
1,"SO",19,0,"P",1.01,281,20,1,15.17,7,1,16,116.74,0,70.578125,1,1,0,"3",0.45,-2924,"26AUG2005"
0,"SA",20,0,"P",2,350,5,2,0,9,2,16,0,0.1148532748,54.421875,1,1,0,"3",2,-3060,"26AUG2005"
0,"SB",21,2,"P",1.27,1200,29,2,15,21,4,15,399.66,0.3520037029,73.109375,1,1,0,"3",4,-3162,"26AUG2005"
0,"SC",19,0,"P",1,150,2,3,166,10,0,16,237.68,0.2093402133,76.0625,1,3,0,"3",1.3,3103,"26AUG2005"
0,"SF",18,0,"P",1.12,478,38.78,1.055,47.72,13,0,15,370.416428571429,0,65.171875,1,0,46.35,"5",0.2,-3119,"26AUG2005"
0,"SF",18,0,"P",1.14,553.333333333333,57,1,24.7025,21,1,17,299.91,0.0575210938,54.953125,1.04,1,0,"3",2.16,-3029,"26AUG2005"
0,"SB",18,0,"P",1.01,285.75,16.7177272727273,1.08,30.2,13,0,14,78.67,0,84.453125,1.01,0,0.619999999999513,"5",2.47,3039,"26AUG2005"
0,"SO",18,0,"R",1.08,392.166666666667,21,1,29.84,16,0,22,264.31,0.0064574908,83.03125,1.06,1,0,"3",2.2425,-3136,"26AUG2005"
1,"SO",17,0,"P",1.06,253,18.86,1.01,34.3,18,0,23,147.476666666667,0.2371714627,59.8125,1.09,0,0.289999999999537,"5",2.68,3145,"26AUG2005"
0,"SA",19,0,"P",1.04,302,12,1.22,20,24,1,22,63.22,0.0321201591,67.65625,1,0,11.6899999999999,"5",1,2966,"26AUG2005"
1,"SH",18,0,"P",1,425.5,1,1,24.9733333333333,10,0,24,100.08,0.2392425248,59.9375,1.25,1,0,"3",2.35,3090,"26AUG2005"
0,"SE",19,0,"P",1.08,547.75,32,1,19.06,12,2,25,356.1,0,69.625,1.06,1,0,"3",2.45875,-3105,"26AUG2005"
0,"SM",18,0,"P",1.09,673.5,44,1,47.94,14.15,0.42,27,419.445,0.1405583047,67.875,1.08666666666667,1,0,"3",1.88,-3072,"26AUG2005"
0,"SO",19,0,"P",1,515.5,2,1,1,0,0,29,280,0,80.28125,2,1,0,"3",1,-3030,"26AUG2005"
0,"SA",23,0,"P",1.095,1561,35,1,1,25,5,30,362.38,0.0074974605,73.59375,1.05,1,0,"3",2.92,3064,"26AUG2005"
160,"SO",20,0,"P",1,200,3,5,72.8266666666667,10,0,31,275.2,0.0091510474,72.8125,1,3,223,"3",1,-3026,"26AUG2005"
0,"SB",23,0,"P",1.3,950,14,1,0,17,7,32,0,0,63.625,1,0,185.95,"5",0,2914,"26AUG2005"
0,"SO",18,0,"P",1.19,413.5,15,1,18.47,18,0,32,100.52,0.3404289642,89.765625,1.11,1,0,"3",1.63,2947,"26AUG2005"
0,"SM",18,0,"P",1.04,360,8,1,29.89,15,0.32,35,51.3885714285714,0,66.265625,1.042,1,0,"3",2.87,3122,"26AUG2005"
0,"SC",19,1,"P",1.16,200,12,1,33.04,23,1.06,34,157.72,0.1485666139,80.78125,1,1,75,"3",1.24,-3011,"26AUG2005"
0,"SO",18,0,"P",1.07,230.25,19.3978275233538,1.01,31.3266666666667,11,0,35,72.9475,0,61.640625,1.03,0,-4.76632067147875e-13,"5",2.212,2922,"26AUG2005"
0,"SO",21,0,"P",1.305,628,11,1,101,21,2,38,290.98,0.0091869958,67.28125,1,1,0,"3",2,-3172,"26AUG2005"
0,"SO",19,0,"P",1.08,446.75,16.76,1.14,22.49,8,0.79,41,155.88,0,66.390625,1.07,0,2.42999999999979,"5",2.15,-2935,"26AUG2005"
1,"SM",18,0,"P",1.1,3987.5,32.15,1.11,100.335,13,12,44,1254.19,0,58.9921875,1.17,0,52.1399999999999,"5",2.81,2970,"26AUG2005"
0,"SM",18,0,"P",1.38,1315.25,60,1,61.84,26,0,46,488.71,0.1096718712,77.984375,1.03,1,0,"3",1.854,2973,"26AUG2005"
0,"SO",23,0,"P",1.22,874.5,9,1,59.27,14,5,49,543.49,0.215947337,62.0078125,1.13,1,0,"2",2.66,-3127,"26AUG2005"
0,"SA",18,0,"P",1,197.375,4,1,31.884,7,0,58,53.94,0,77.234375,1.087,1,0,"3",2.13333333333333,2915,"26AUG2005"
0,"SM",18,0,"P",1,300,2,1,52.43,6,0,60,141.08,0.1225807115,66.359375,1,1,0,"3",1,-3003,"26AUG2005"
0,"SB",18,0,"P",1.1,511.25,11,1.27,0,11,0,62,281.72,0,77.734375,1.13,0,5.77999999999981,"5",2.65,-2952,"26AUG2005"
0,"SA",18,0,"P",1.54,629.5,19.99,1.51,88.51,26,0,65,510.36,0.3699881993,64.0625,1,0,47.25,"5",1,2896,"26AUG2005"
0,"SA",18,0,"P",1.29,996.5,31.99,1.09,98.455,22,1.04,97,614.31,0.3009123588,57.734375,1.15,0,36.3299999999998,"5",1.7,2996,"26AUG2005"
0,"SC",18,0,"P",1.36,573.75,30,1,53.91,16,0,105,381.92,0.0289325046,67.59375,1,1,0,"3",0,3079,"26AUG2005"
0,"SO",18,0,"P",1,264,9.37,1.05,22.9066666666667,16.9325,0.42,15.74,51.42,0.0202517239,45.1484375,1.04,0,-4.77768935525091e-13,"5",3.04,3347,"27AUG2005"
420,"SA",19,0,"P",1.08,150,9,1,0,12.2883939393939,1,19.33,97.56,0.1218293088,49.6484375,1.08,1,0,"3",3,3353,"27AUG2005"
0,"SB",20,0,"P",1.02,345.5,12.39,1.15,17.28,15.6366666666667,1.288,22.88,78.1966666666667,0,41.9765625,1.01,0,6.45999999999959,"5",2.94,3356,"27AUG2005"
1,"SA",18,0,"P",1,341.5,2,1,0,8.815,0.658333333333333,6,116.055,0,58.8046875,1,1,0,"3",1,3332,"27AUG2005"
0,"SE",18,0,"P",1.06,289.75,6,1,55,2,0,13,341.843333333333,0.0942511961,72.484375,1.08,0,4.02999999999958,"2",2.55,3268,"27AUG2005"
0,"SM",23,5,"P",1.16,2350,6,1,54,2,1,17,309,0,61.4765625,1,1,696,"3",1.63,3327,"27AUG2005"
